 Substance:BZO200d       2023/12/04 18:04:07                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: S(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  70.728    1.000     0.029   0.083   0.058   0.067   0.094     0.039   0.066   0.094   0.077   0.039     0.067   0.095   0.077   0.077   0.038
  70.752    1.000     0.029   0.082   0.058   0.067   0.094     0.039   0.066   0.094   0.077   0.039     0.068   0.095   0.077   0.077   0.038
  70.775    1.000     0.029   0.082   0.058   0.067   0.094     0.039   0.066   0.094   0.077   0.039     0.068   0.095   0.077   0.077   0.038
  70.798    1.000     0.029   0.082   0.058   0.067   0.095     0.039   0.066   0.094   0.077   0.039     0.068   0.095   0.077   0.076   0.038
  70.822    1.000     0.029   0.082   0.058   0.068   0.095     0.039   0.066   0.094   0.077   0.039     0.068   0.096   0.077   0.076   0.038
  70.845    1.000     0.029   0.082   0.058   0.068   0.095     0.038   0.066   0.094   0.077   0.038     0.068   0.096   0.077   0.076   0.038
  70.869    1.000     0.029   0.082   0.058   0.068   0.095     0.038   0.066   0.095   0.077   0.038     0.068   0.096   0.077   0.076   0.038
  70.892    1.000     0.030   0.082   0.058   0.068   0.095     0.038   0.066   0.095   0.077   0.038     0.068   0.096   0.077   0.076   0.038
  70.916    1.000     0.030   0.082   0.058   0.067   0.095     0.038   0.066   0.095   0.077   0.038     0.068   0.095   0.077   0.076   0.038
  70.939    0.999     0.030   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.038
  70.963    0.999     0.030   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.038
  70.986    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.038
  71.010    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  71.033    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.076   0.038
  71.056    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.076   0.038
  71.080    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.076   0.038
  71.103    0.998     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.076   0.038
  71.127    0.998     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.038     0.066   0.094   0.077   0.077   0.038
  71.150    0.998     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.039     0.066   0.094   0.077   0.077   0.038
  71.174    0.998     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.066   0.094   0.076   0.077   0.038
  71.197    0.998     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.066   0.095   0.076   0.077   0.039
  71.221    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.066   0.095   0.076   0.077   0.039
  71.244    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.066   0.095   0.076   0.076   0.039
  71.268    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.076   0.076   0.039
  71.291    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.076   0.039
  71.315    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.039     0.067   0.095   0.077   0.076   0.039
  71.338    1.001     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.039     0.067   0.095   0.077   0.076   0.039
  71.361    1.001     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.039     0.067   0.094   0.077   0.076   0.039
  71.385    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.067   0.094   0.077   0.076   0.039
  71.408    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.068   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  71.432    1.001     0.029   0.083   0.058   0.067   0.095     0.038   0.068   0.094   0.076   0.038     0.068   0.094   0.077   0.077   0.038
  71.455    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.068   0.094   0.076   0.038     0.068   0.094   0.077   0.077   0.038
  71.479    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.068   0.094   0.076   0.038     0.068   0.094   0.076   0.077   0.038
  71.502    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.068   0.094   0.076   0.038     0.068   0.094   0.076   0.077   0.038
  71.526    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.068   0.094   0.076   0.038     0.068   0.094   0.076   0.077   0.038
  71.549    1.000     0.029   0.083   0.058   0.067   0.094     0.038   0.068   0.094   0.076   0.038     0.068   0.094   0.077   0.077   0.038
  71.573    1.000     0.029   0.083   0.058   0.067   0.094     0.038   0.068   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  71.596    1.000     0.029   0.083   0.059   0.067   0.094     0.038   0.068   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  71.619    1.000     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  71.643    1.001     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  71.666    1.001     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.078   0.038
  71.690    1.002     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.078   0.038
  71.713    1.001     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.094   0.076   0.077   0.038
  71.737    1.001     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.076   0.077   0.038
  71.760    1.001     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  71.784    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  71.807    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  71.831    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  71.854    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  71.878    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  71.901    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.076   0.038
  71.924    1.001     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.096   0.077   0.038     0.067   0.095   0.076   0.076   0.038
  71.948    1.001     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.096   0.077   0.038     0.067   0.095   0.076   0.076   0.038
  71.971    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.096   0.078   0.038     0.067   0.095   0.076   0.076   0.038
  71.995    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.096   0.078   0.038     0.067   0.095   0.076   0.076   0.039
  72.018    1.000     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.096   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  72.042    1.000     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.096   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  72.065    1.000     0.029   0.082   0.058   0.067   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  72.089    1.001     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  72.112    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.039
  72.136    1.001     0.030   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.039
  72.159    1.001     0.030   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  72.183    1.001     0.030   0.083   0.058   0.067   0.095     0.039   0.066   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  72.206    1.000     0.030   0.083   0.058   0.067   0.095     0.039   0.066   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.229    1.000     0.030   0.083   0.058   0.067   0.095     0.039   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.253    1.000     0.030   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.276    1.001     0.030   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.300    1.001     0.030   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  72.323    1.001     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  72.347    1.001     0.029   0.083   0.059   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  72.370    1.000     0.029   0.083   0.059   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.394    1.000     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.417    1.000     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  72.441    1.000     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  72.464    1.000     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  72.487    1.000     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.094   0.078   0.077   0.038
  72.511    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.067   0.094   0.078   0.077   0.038
  72.534    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.039     0.067   0.094   0.077   0.077   0.038
  72.558    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.039     0.067   0.094   0.077   0.077   0.038
  72.581    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  72.605    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  72.628    0.999     0.029   0.083   0.058   0.067   0.095     0.038   0.066   0.095   0.077   0.038     0.067   0.095   0.077   0.076   0.038
  72.652    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.066   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.675    0.999     0.029   0.082   0.058   0.067   0.095     0.039   0.066   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.699    0.999     0.029   0.082   0.058   0.067   0.095     0.039   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.722    0.998     0.029   0.081   0.058   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.746    0.998     0.029   0.081   0.058   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  72.769    0.998     0.029   0.081   0.058   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.078   0.038
  72.792    0.999     0.029   0.081   0.058   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.094   0.077   0.078   0.039
  72.816    0.999     0.029   0.081   0.058   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.094   0.077   0.078   0.039
  72.839    1.000     0.029   0.081   0.059   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.094   0.077   0.078   0.039
  72.863    1.001     0.029   0.082   0.059   0.068   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.078   0.039
  72.886    1.001     0.030   0.082   0.058   0.068   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  72.910    1.001     0.030   0.082   0.058   0.068   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  72.933    1.001     0.030   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  72.957    1.000     0.030   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  72.980    1.000     0.030   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  73.004    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  73.027    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  73.050    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  73.074    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.076   0.038
  73.097    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.068   0.095   0.077   0.076   0.038
  73.121    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.068   0.095   0.077   0.076   0.038
  73.144    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.039     0.068   0.094   0.077   0.076   0.038
  73.168    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.039     0.068   0.094   0.077   0.076   0.038
  73.191    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.039     0.068   0.094   0.077   0.076   0.038
  73.215    0.999     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.039     0.068   0.094   0.077   0.076   0.038
  73.238    0.999     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.039     0.068   0.094   0.077   0.076   0.038
  73.262    1.000     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.039     0.068   0.094   0.077   0.076   0.038
  73.285    1.000     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.039     0.068   0.095   0.077   0.076   0.038
  73.309    1.000     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.076   0.038
  73.332    1.000     0.029   0.083   0.059   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.076   0.038
  73.355    1.000     0.029   0.084   0.059   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.076   0.038
  73.379    1.000     0.029   0.084   0.059   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.076   0.038
  73.402    1.000     0.029   0.084   0.059   0.067   0.094     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.076   0.076   0.038
  73.426    1.001     0.029   0.084   0.059   0.067   0.094     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.076   0.076   0.038
  73.449    1.001     0.029   0.083   0.059   0.067   0.095     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.076   0.077   0.038
  73.473    1.001     0.029   0.083   0.059   0.067   0.095     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.076   0.077   0.039
  73.496    1.001     0.029   0.083   0.059   0.067   0.095     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.076   0.077   0.039
  73.520    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.076   0.077   0.039
  73.543    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.039
  73.567    0.999     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.039
  73.590    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.039
  73.613    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.077   0.039
  73.637    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.068   0.095   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  73.660    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.068   0.095   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  73.684    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.068   0.095   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  73.707    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.068   0.095   0.077   0.038     0.067   0.095   0.076   0.077   0.038
  73.731    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  73.754    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  73.778    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  73.801    1.001     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.077   0.077   0.038
  73.825    1.002     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  73.848    1.002     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  73.872    1.003     0.029   0.083   0.058   0.067   0.095     0.038   0.068   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.039
  73.895    1.002     0.029   0.083   0.058   0.067   0.095     0.038   0.068   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.039
  73.918    1.002     0.029   0.083   0.058   0.067   0.095     0.038   0.068   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.039
  73.942    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.068   0.094   0.077   0.038     0.066   0.095   0.077   0.077   0.039
  73.965    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.068   0.094   0.077   0.038     0.066   0.094   0.077   0.077   0.039
  73.989    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.066   0.094   0.077   0.077   0.039
  74.012    1.000     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.066   0.094   0.077   0.077   0.039
  74.036    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.066   0.094   0.077   0.077   0.039
  74.059    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.066   0.094   0.077   0.077   0.039
  74.083    1.001     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.039     0.066   0.094   0.077   0.077   0.039
  74.106    1.001     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.039     0.067   0.094   0.077   0.077   0.038
  74.130    1.000     0.030   0.083   0.058   0.067   0.094     0.039   0.067   0.094   0.077   0.039     0.067   0.094   0.077   0.077   0.038
  74.153    0.999     0.030   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  74.176    0.999     0.030   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.067   0.094   0.077   0.077   0.038
  74.200    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.067   0.094   0.077   0.077   0.038
  74.223    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.067   0.094   0.077   0.077   0.038
  74.247    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.067   0.094   0.077   0.076   0.038
  74.270    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.067   0.094   0.077   0.076   0.038
  74.294    0.998     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.038
  74.317    0.998     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  74.341    0.998     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  74.364    0.998     0.029   0.082   0.058   0.066   0.095     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.076   0.077   0.039
  74.388    0.998     0.029   0.082   0.058   0.066   0.095     0.038   0.067   0.094   0.078   0.038     0.067   0.095   0.076   0.077   0.039
  74.411    0.999     0.029   0.082   0.058   0.066   0.094     0.038   0.067   0.094   0.078   0.038     0.067   0.095   0.076   0.077   0.038
  74.435    0.999     0.029   0.082   0.058   0.066   0.094     0.038   0.067   0.094   0.078   0.039     0.067   0.095   0.077   0.077   0.038
  74.458    1.000     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.077   0.039     0.067   0.095   0.077   0.077   0.038
  74.481    1.000     0.029   0.082   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.038
  74.505    1.000     0.029   0.082   0.059   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.038
  74.528    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.067   0.094   0.077   0.077   0.038
  74.552    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.067   0.094   0.077   0.077   0.038
  74.575    1.001     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.077   0.039
  74.599    1.001     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.096   0.076   0.038     0.067   0.094   0.077   0.077   0.039
  74.622    1.001     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.077   0.039
  74.646    1.001     0.029   0.082   0.058   0.067   0.096     0.039   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.077   0.039
  74.669    1.001     0.029   0.082   0.058   0.067   0.096     0.039   0.067   0.095   0.076   0.038     0.068   0.095   0.077   0.076   0.039
  74.693    1.001     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.039     0.068   0.095   0.077   0.076   0.039
  74.716    1.001     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.039     0.067   0.095   0.077   0.076   0.039
  74.740    1.001     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.076   0.039
  74.763    1.001     0.029   0.081   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.076   0.039
  74.786    1.001     0.029   0.081   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.076   0.039
  74.810    1.001     0.029   0.081   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.038
  74.833    1.001     0.029   0.081   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  74.857    1.001     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  74.880    1.001     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  74.904    1.001     0.029   0.082   0.059   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.076   0.038
  74.927    1.000     0.029   0.082   0.059   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.076   0.038
  74.951    1.000     0.029   0.083   0.059   0.067   0.095     0.038   0.066   0.094   0.076   0.038     0.067   0.095   0.077   0.076   0.038
  74.974    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.066   0.094   0.076   0.038     0.067   0.095   0.077   0.076   0.038
  74.998    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.066   0.095   0.076   0.038     0.067   0.095   0.078   0.077   0.038
  75.021    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.067   0.095   0.078   0.077   0.038
  75.044    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.066   0.094   0.078   0.077   0.038
  75.068    1.000     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.066   0.094   0.078   0.077   0.038
  75.091    0.999     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.066   0.094   0.078   0.077   0.038
  75.115    0.999     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.066   0.094   0.078   0.077   0.038
  75.138    0.999     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  75.162    0.999     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  75.185    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.077   0.038
  75.209    1.000     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.077   0.038
  75.232    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.077   0.038
  75.256    1.001     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.038     0.067   0.094   0.077   0.077   0.038
  75.279    1.001     0.029   0.083   0.059   0.067   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
