 Substance:BZO200d       2023/12/04 18:03:23                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: F(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  40.959   -0.001     0.000  -0.000   0.002   0.001  -0.001     0.000  -0.001   0.000  -0.000  -0.000    -0.000  -0.001   0.001  -0.001   0.000
  40.982   -0.000     0.000   0.000   0.001   0.001  -0.001     0.000  -0.001   0.001  -0.000  -0.000    -0.000  -0.001   0.001  -0.001   0.000
  41.006   -0.000     0.000   0.000   0.001   0.001  -0.001     0.000  -0.000   0.001  -0.000  -0.000    -0.000  -0.001   0.001  -0.001   0.000
  41.029   -0.000     0.000   0.000  -0.000   0.001  -0.001     0.000   0.000   0.001  -0.000  -0.000    -0.000  -0.001   0.001  -0.001   0.000
  41.053   -0.001     0.000   0.001  -0.001   0.001  -0.001     0.000   0.000   0.001  -0.000  -0.000    -0.000  -0.001   0.001  -0.001   0.000
  41.076   -0.002     0.000   0.000  -0.002   0.001  -0.002     0.000   0.000   0.000   0.000  -0.000    -0.000  -0.000   0.001  -0.000  -0.000
  41.100   -0.002     0.000   0.000  -0.001   0.001  -0.002    -0.000   0.000   0.000   0.000  -0.000    -0.000  -0.000   0.000   0.000   0.000
  41.123   -0.002     0.000   0.000  -0.001   0.001  -0.001    -0.000  -0.000  -0.000   0.001  -0.001     0.000  -0.000  -0.001   0.000   0.000
  41.147   -0.002     0.000   0.000  -0.001   0.001  -0.001    -0.001  -0.001  -0.000   0.001  -0.000     0.000  -0.000  -0.001   0.001   0.000
  41.170   -0.001     0.000   0.000  -0.000   0.001  -0.001    -0.001  -0.001   0.000   0.001  -0.000     0.000  -0.000  -0.002   0.001   0.001
  41.194    0.000    -0.000   0.000  -0.000   0.001  -0.001    -0.001  -0.001   0.001   0.001  -0.000     0.001  -0.000  -0.001   0.001   0.001
  41.217    0.001    -0.000  -0.000  -0.000   0.001  -0.000    -0.001  -0.001   0.001   0.001  -0.000     0.001  -0.000  -0.001   0.001   0.001
  41.240    0.001    -0.000  -0.000  -0.001   0.001  -0.000    -0.000  -0.001   0.001   0.001  -0.000     0.001  -0.000  -0.001   0.001   0.001
  41.264   -0.000    -0.000  -0.001  -0.001   0.001  -0.001    -0.000  -0.001   0.002   0.001  -0.000     0.001  -0.001  -0.000   0.001   0.000
  41.287   -0.002    -0.000  -0.001  -0.001   0.000  -0.001    -0.000  -0.000   0.002   0.000  -0.000     0.001  -0.001  -0.000   0.001  -0.000
  41.311   -0.003    -0.001  -0.001  -0.002   0.000  -0.001     0.000   0.000   0.001   0.000  -0.000     0.001  -0.001  -0.000   0.001  -0.000
  41.334   -0.005    -0.001  -0.001  -0.002   0.000  -0.002     0.000   0.000   0.001  -0.000  -0.000     0.001  -0.001  -0.000   0.000  -0.001
  41.358   -0.005    -0.000  -0.001  -0.002   0.000  -0.001     0.000   0.001   0.001  -0.000  -0.000     0.001  -0.002  -0.000   0.000  -0.001
  41.381   -0.005    -0.000  -0.001  -0.002  -0.000  -0.001     0.000   0.001   0.000  -0.000   0.000     0.001  -0.002  -0.001  -0.000  -0.001
  41.405   -0.004    -0.000  -0.001  -0.002  -0.000  -0.001     0.000   0.001  -0.000   0.000   0.000     0.001  -0.001  -0.001  -0.000  -0.001
  41.428   -0.003     0.000  -0.000  -0.002  -0.000  -0.001     0.000   0.001  -0.000   0.000   0.000     0.001  -0.001  -0.001  -0.000  -0.001
  41.452   -0.003     0.000  -0.000  -0.002  -0.000  -0.000     0.000   0.001  -0.000   0.000   0.000     0.001  -0.001  -0.000  -0.000  -0.001
  41.475   -0.002     0.000  -0.000  -0.002  -0.001  -0.001     0.000   0.000  -0.000   0.000   0.000     0.000  -0.001  -0.000   0.000  -0.000
  41.498   -0.003     0.000  -0.000  -0.001  -0.001  -0.001     0.000   0.000  -0.000   0.000  -0.000     0.000  -0.000   0.000   0.000   0.000
  41.522   -0.003    -0.000  -0.000  -0.001  -0.001  -0.001     0.000  -0.000  -0.001   0.000  -0.000     0.000  -0.000   0.001   0.000   0.000
  41.545   -0.003    -0.000  -0.000  -0.001  -0.001  -0.001     0.001  -0.001  -0.001  -0.000  -0.000     0.000  -0.000   0.001   0.000   0.001
  41.569   -0.003    -0.000  -0.000  -0.001  -0.000  -0.001     0.001  -0.001  -0.001  -0.000  -0.000     0.000  -0.001   0.001   0.000   0.001
  41.592   -0.003    -0.000  -0.000  -0.000  -0.000  -0.001     0.001  -0.001  -0.001  -0.000  -0.000     0.000  -0.001   0.001   0.000   0.000
  41.616   -0.002    -0.001  -0.000   0.001  -0.000  -0.001     0.000  -0.001  -0.001  -0.000  -0.000     0.000  -0.001   0.001   0.000   0.000
  41.639   -0.001    -0.001   0.000   0.001   0.000  -0.001     0.000  -0.001  -0.000  -0.000  -0.000     0.000  -0.001   0.001  -0.000  -0.000
  41.663   -0.001    -0.001   0.000   0.002   0.000  -0.000    -0.000  -0.001  -0.000  -0.000   0.000    -0.000  -0.001   0.001  -0.000  -0.001
  41.686   -0.000    -0.001   0.000   0.002   0.000  -0.000    -0.001  -0.000  -0.000  -0.000   0.000    -0.000  -0.000   0.001  -0.000  -0.001
  41.710   -0.000    -0.001   0.000   0.002   0.000  -0.000    -0.001  -0.000  -0.000  -0.000   0.000    -0.000   0.000   0.000  -0.000  -0.001
  41.733   -0.001    -0.001   0.000   0.002   0.000  -0.000    -0.001   0.000  -0.000  -0.000  -0.000     0.000   0.001   0.000  -0.000  -0.001
  41.757   -0.001    -0.001   0.000   0.002  -0.000  -0.001    -0.001   0.000  -0.001  -0.000  -0.000     0.000   0.001   0.000  -0.000  -0.001
  41.780   -0.002    -0.000  -0.000   0.001  -0.000  -0.001    -0.001   0.000  -0.001  -0.000  -0.000     0.000   0.001  -0.000  -0.001  -0.001
  41.803   -0.003    -0.000  -0.000   0.001  -0.000  -0.001    -0.001   0.000  -0.001  -0.001  -0.000     0.000   0.001  -0.000  -0.001  -0.000
  41.827   -0.004     0.000  -0.000   0.001  -0.000  -0.001    -0.001   0.000  -0.001  -0.001  -0.000     0.000   0.001  -0.001  -0.001   0.000
  41.850   -0.004     0.000   0.000   0.000  -0.001  -0.001    -0.000   0.000  -0.001  -0.001   0.000     0.000   0.000  -0.001  -0.001   0.000
  41.874   -0.005     0.000   0.000  -0.000  -0.001  -0.001    -0.000  -0.000  -0.001  -0.001   0.000     0.000  -0.000  -0.000  -0.001   0.001
  41.897   -0.005     0.001   0.000  -0.000  -0.001  -0.001    -0.000  -0.000  -0.000  -0.001   0.000    -0.000  -0.000  -0.000  -0.001   0.001
  41.921   -0.004     0.000  -0.000  -0.001  -0.001  -0.001    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.000  -0.000  -0.001   0.001
  41.944   -0.004     0.000   0.000  -0.001  -0.001  -0.001     0.000   0.000  -0.000  -0.000   0.000    -0.000  -0.000  -0.001  -0.001   0.001
  41.968   -0.003     0.000   0.000  -0.001  -0.001  -0.000     0.000   0.000  -0.000   0.000   0.000    -0.000   0.000  -0.001  -0.001   0.001
  41.991   -0.001     0.000   0.000  -0.001  -0.000   0.000     0.000   0.000  -0.001   0.000   0.000    -0.000   0.001  -0.001  -0.000   0.000
  42.015    0.000     0.000   0.000  -0.001  -0.000   0.001     0.000   0.000  -0.001   0.000   0.000    -0.000   0.001  -0.001   0.000   0.000
  42.038    0.002     0.000   0.000  -0.000  -0.000   0.001     0.000   0.000  -0.000   0.000  -0.000     0.000   0.001  -0.001   0.000  -0.000
  42.061    0.003     0.000   0.001  -0.000   0.000   0.001     0.000   0.000   0.000   0.000  -0.000     0.000   0.001  -0.001   0.000  -0.000
  42.085    0.004     0.000   0.001  -0.000   0.000   0.001     0.000  -0.000   0.001   0.000   0.000    -0.000   0.001  -0.000   0.000  -0.000
  42.108    0.005     0.000   0.001  -0.000   0.000   0.001     0.000  -0.000   0.001   0.000   0.000    -0.000   0.001  -0.000   0.000  -0.000
  42.132    0.005     0.000   0.001  -0.000   0.000   0.001     0.001  -0.000   0.001   0.000   0.000    -0.000   0.001   0.000   0.000  -0.000
  42.155    0.004     0.000   0.001  -0.000   0.000   0.001     0.001  -0.001   0.002   0.000   0.000    -0.000   0.001   0.000   0.000  -0.000
  42.179    0.004    -0.000   0.001  -0.000   0.000   0.001     0.001  -0.001   0.001  -0.000   0.000    -0.001   0.001   0.000   0.000  -0.000
  42.202    0.003     0.000   0.001   0.000   0.000   0.001     0.001  -0.001   0.001  -0.000   0.000    -0.000   0.001   0.000   0.000  -0.000
  42.226    0.002     0.000   0.001   0.000   0.000   0.000     0.000  -0.000   0.000  -0.000   0.000    -0.000   0.000   0.000   0.000  -0.000
  42.249    0.002     0.000   0.000   0.001   0.000   0.000     0.000  -0.000  -0.000  -0.000  -0.000    -0.000   0.000   0.000   0.000  -0.000
  42.273    0.001     0.000   0.000   0.001   0.000   0.000     0.000  -0.000  -0.000  -0.000  -0.000    -0.000  -0.000   0.000   0.000  -0.000
  42.296    0.001     0.000   0.000   0.001   0.000   0.000    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000  -0.000   0.001   0.000   0.000
  42.320    0.000     0.000   0.000   0.001  -0.000   0.000    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.001   0.001   0.000   0.000
  42.343    0.000     0.000   0.000   0.001  -0.000   0.001    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.001   0.000   0.001   0.001
  42.366    0.000     0.000   0.000   0.001  -0.001   0.001    -0.000  -0.001  -0.000  -0.000   0.000    -0.000  -0.001   0.000   0.001   0.001
  42.390    0.001     0.000   0.000   0.001  -0.001   0.001    -0.000  -0.001  -0.000  -0.001   0.000    -0.000  -0.001   0.000   0.001   0.001
  42.413    0.002     0.000   0.000   0.001  -0.001   0.002    -0.000  -0.000   0.000  -0.000   0.001    -0.000  -0.001   0.000   0.001   0.001
  42.437    0.003     0.000   0.000   0.001  -0.001   0.002    -0.000  -0.000   0.000  -0.000   0.001    -0.000  -0.001   0.000   0.001   0.001
  42.460    0.004     0.000   0.000   0.001  -0.000   0.002    -0.000   0.000   0.000  -0.000   0.001    -0.000  -0.000   0.000   0.000   0.001
  42.484    0.005     0.000   0.000   0.001  -0.000   0.002     0.000   0.001   0.001  -0.000   0.000    -0.000   0.000   0.000  -0.000   0.000
  42.507    0.005     0.000  -0.000   0.001  -0.000   0.002     0.000   0.001   0.001  -0.000   0.000    -0.000   0.001   0.001  -0.000   0.000
  42.531    0.005     0.000  -0.000   0.000  -0.000   0.002    -0.000   0.001   0.001  -0.001   0.000     0.000   0.001   0.001  -0.001   0.000
  42.554    0.004     0.000  -0.001   0.000  -0.000   0.001    -0.000   0.001   0.001  -0.001   0.000     0.000   0.001   0.000  -0.000   0.000
  42.578    0.003     0.000  -0.001   0.000  -0.000   0.001    -0.000   0.001   0.001  -0.001   0.000     0.000   0.000   0.000  -0.000   0.000
  42.601    0.002     0.000  -0.001   0.000  -0.000   0.001    -0.000   0.001   0.001  -0.000   0.000     0.000  -0.000   0.000   0.000   0.000
  42.625    0.002     0.000  -0.001  -0.000  -0.000   0.001    -0.000   0.001   0.001  -0.000   0.000     0.000  -0.001   0.000   0.000   0.000
  42.648    0.001     0.000  -0.001  -0.000  -0.000   0.000    -0.000   0.001   0.001   0.000  -0.000     0.000  -0.001   0.000   0.001   0.000
  42.671    0.000     0.000  -0.000  -0.001  -0.000   0.000    -0.000   0.000   0.001   0.000  -0.000    -0.000  -0.001  -0.000   0.001  -0.000
  42.695   -0.000    -0.000   0.000  -0.001  -0.000  -0.000    -0.000   0.000   0.001   0.001  -0.000    -0.000  -0.001  -0.000   0.001  -0.000
  42.718   -0.001    -0.000   0.000  -0.001  -0.000  -0.000    -0.000   0.000   0.001   0.001  -0.001    -0.000  -0.000  -0.000   0.001  -0.000
  42.742   -0.001    -0.000   0.001  -0.001   0.000  -0.001    -0.000   0.000   0.000   0.001  -0.001     0.000  -0.000  -0.000   0.001  -0.000
  42.765   -0.000    -0.000   0.001  -0.001   0.000  -0.001     0.000   0.000  -0.000   0.001  -0.001     0.000   0.000   0.000   0.001  -0.000
  42.789    0.000    -0.000   0.001  -0.001   0.000  -0.001     0.000   0.000  -0.001   0.001  -0.001     0.000   0.000   0.000   0.001  -0.000
  42.812    0.001    -0.000   0.001   0.000   0.001  -0.001     0.000   0.000  -0.001   0.001  -0.001     0.000   0.000   0.000   0.000  -0.000
  42.836    0.001    -0.000   0.000   0.001   0.000  -0.001     0.000   0.001  -0.002   0.000  -0.000     0.000   0.001   0.001   0.000  -0.000
  42.859    0.002    -0.000  -0.000   0.001   0.000  -0.000     0.000   0.001  -0.002   0.000  -0.000     0.000   0.001   0.000   0.000  -0.000
  42.883    0.002    -0.000  -0.001   0.001   0.000   0.000     0.000   0.001  -0.002   0.000  -0.000     0.000   0.001   0.000  -0.000  -0.000
  42.906    0.002    -0.000  -0.001   0.001   0.000   0.001     0.000   0.000  -0.002   0.001   0.000    -0.000   0.002   0.000  -0.001  -0.000
  42.929    0.002    -0.000  -0.001   0.001  -0.000   0.002     0.000   0.000  -0.002   0.000   0.000    -0.000   0.002   0.000  -0.001  -0.000
  42.953    0.001    -0.000  -0.001   0.001  -0.000   0.002     0.000  -0.000  -0.001   0.000   0.000    -0.001   0.002   0.000  -0.001  -0.000
  42.976    0.000    -0.000  -0.001   0.000  -0.000   0.002     0.000  -0.000  -0.001   0.000   0.000    -0.001   0.001   0.000  -0.001  -0.000
  43.000   -0.001    -0.001  -0.001  -0.000  -0.000   0.002     0.000  -0.000  -0.001  -0.000   0.000    -0.001   0.001   0.000  -0.001   0.000
  43.023   -0.002    -0.001  -0.000  -0.001  -0.000   0.002    -0.000  -0.000  -0.001  -0.000  -0.000    -0.001   0.001   0.001  -0.001   0.000
  43.047   -0.002    -0.001  -0.000  -0.001  -0.000   0.001    -0.000  -0.000  -0.000  -0.000  -0.000    -0.001   0.000   0.000  -0.000   0.000
  43.070   -0.003    -0.001  -0.000  -0.002  -0.000   0.001    -0.000  -0.000  -0.000  -0.000  -0.000    -0.001   0.000   0.000  -0.000   0.000
  43.094   -0.004    -0.001  -0.000  -0.002  -0.000   0.000    -0.000  -0.000  -0.000  -0.000  -0.000    -0.000  -0.000  -0.000   0.000   0.000
  43.117   -0.004    -0.001  -0.000  -0.002  -0.000   0.000    -0.000   0.000  -0.000  -0.000  -0.000    -0.000  -0.000  -0.001   0.001   0.000
  43.141   -0.004    -0.001  -0.000  -0.002   0.000  -0.000    -0.000   0.000  -0.001   0.000  -0.000    -0.000  -0.000  -0.001   0.001   0.000
  43.164   -0.003    -0.000  -0.000  -0.001   0.000  -0.000    -0.000   0.000  -0.001   0.000   0.000    -0.000  -0.000  -0.001   0.001  -0.000
  43.188   -0.002    -0.000  -0.000  -0.001   0.000  -0.000    -0.000   0.000  -0.001   0.001   0.000    -0.000  -0.000  -0.001   0.001  -0.000
  43.211   -0.001    -0.000  -0.000  -0.001   0.000  -0.000    -0.000   0.000  -0.001   0.001   0.000    -0.000  -0.000  -0.001   0.001  -0.000
  43.234   -0.000     0.000   0.000  -0.000   0.001  -0.000    -0.000   0.000  -0.001   0.001   0.000    -0.000  -0.000  -0.000   0.001  -0.001
  43.258    0.001     0.000   0.000  -0.000   0.001   0.000    -0.000   0.000  -0.000   0.001   0.000    -0.000  -0.000  -0.000   0.001  -0.001
  43.281    0.002     0.000   0.000  -0.000   0.001   0.000    -0.000   0.000   0.000   0.001   0.000    -0.000  -0.001   0.000   0.000  -0.001
  43.305    0.002     0.000   0.001  -0.001   0.001   0.001    -0.000   0.000   0.001   0.000   0.000    -0.001  -0.001   0.000   0.000  -0.001
  43.328    0.001     0.000   0.000  -0.001   0.001   0.001    -0.000   0.000   0.001   0.000  -0.000    -0.001  -0.001   0.000  -0.000  -0.001
  43.352    0.001     0.000   0.000  -0.001   0.001   0.001    -0.000   0.000   0.001   0.000  -0.000    -0.000  -0.001   0.000  -0.000  -0.001
  43.375   -0.000     0.000  -0.000  -0.001   0.001   0.001     0.000   0.000   0.001  -0.000  -0.000    -0.000  -0.000   0.000  -0.000  -0.001
  43.399   -0.001     0.000  -0.000  -0.001   0.001   0.000     0.000   0.000   0.000  -0.000  -0.000    -0.000   0.000   0.000  -0.001  -0.001
  43.422   -0.001     0.000  -0.000  -0.001   0.001   0.000     0.000  -0.000  -0.000  -0.000  -0.001     0.000   0.001  -0.000  -0.001  -0.001
  43.446   -0.001     0.000  -0.001  -0.000   0.001  -0.000     0.000  -0.000  -0.001  -0.000  -0.001     0.001   0.002  -0.000  -0.001  -0.001
  43.469    0.000     0.000  -0.001   0.000   0.001  -0.000     0.000  -0.000  -0.001  -0.001  -0.001     0.001   0.002  -0.000  -0.001  -0.000
  43.492    0.001     0.000  -0.001   0.001   0.000  -0.000     0.000  -0.001  -0.000  -0.001  -0.001     0.001   0.002  -0.000  -0.001  -0.000
  43.516    0.002     0.000  -0.001   0.002   0.000  -0.000     0.000  -0.001  -0.000  -0.001  -0.001     0.001   0.003  -0.001  -0.001   0.000
  43.539    0.003     0.000  -0.001   0.002   0.000   0.000     0.000  -0.001   0.000  -0.000  -0.001     0.001   0.002  -0.001  -0.001   0.000
  43.563    0.003     0.000  -0.001   0.002   0.000   0.000     0.000  -0.000   0.001  -0.000  -0.000     0.001   0.002  -0.001  -0.001   0.001
  43.586    0.003     0.000  -0.001   0.002  -0.000  -0.000    -0.000  -0.000   0.001   0.000  -0.000     0.001   0.002  -0.001  -0.001   0.001
  43.610    0.002     0.000  -0.001   0.002  -0.000  -0.000    -0.000  -0.000   0.001   0.000   0.000     0.001   0.001  -0.001  -0.001   0.001
  43.633    0.002     0.000  -0.000   0.002  -0.000  -0.000    -0.001   0.000   0.001   0.001   0.000     0.000   0.000  -0.001  -0.001   0.001
  43.657    0.001     0.000  -0.000   0.002  -0.000  -0.001    -0.001   0.000   0.001   0.001   0.001     0.001  -0.000  -0.001  -0.001   0.000
  43.680    0.002     0.000   0.000   0.002  -0.000  -0.001    -0.000  -0.000   0.001   0.001   0.001     0.001  -0.000  -0.001  -0.001   0.000
  43.704    0.002     0.000   0.000   0.001  -0.000  -0.001    -0.000  -0.000   0.000   0.001   0.001     0.001  -0.001  -0.001  -0.000   0.000
  43.727    0.003    -0.000   0.001   0.001  -0.000  -0.001    -0.000  -0.000   0.000   0.001   0.001     0.001  -0.001  -0.000   0.000   0.000
  43.751    0.003    -0.000   0.001   0.001  -0.000  -0.000    -0.000  -0.001   0.000   0.001   0.001     0.001  -0.002  -0.000   0.001   0.000
  43.774    0.003    -0.000   0.001   0.001   0.000  -0.000     0.000  -0.001  -0.000   0.000   0.001     0.002  -0.002   0.000   0.001   0.000
  43.797    0.003    -0.000   0.001   0.001   0.000  -0.000     0.000  -0.001  -0.000   0.000   0.001     0.001  -0.002   0.001   0.000   0.000
  43.821    0.002    -0.000   0.001   0.000   0.000  -0.000     0.000  -0.001  -0.001  -0.000   0.001     0.001  -0.002   0.001   0.000   0.000
  43.844    0.001     0.000   0.001   0.000   0.000  -0.000     0.000  -0.001  -0.001  -0.001   0.001     0.001  -0.002   0.001   0.000   0.001
  43.868    0.000     0.000   0.001  -0.000   0.000  -0.000     0.000  -0.001  -0.001  -0.001   0.000     0.000  -0.001   0.001   0.000   0.001
  43.891   -0.001     0.000   0.001  -0.001   0.000  -0.000     0.000  -0.001  -0.000  -0.001   0.000     0.000  -0.001   0.001   0.001   0.001
  43.915   -0.002     0.000   0.001  -0.001   0.000  -0.001    -0.000  -0.001   0.000  -0.001   0.000    -0.000  -0.001   0.000   0.001   0.001
  43.938   -0.003     0.001   0.000  -0.001  -0.000  -0.001    -0.000  -0.001   0.000  -0.001   0.000    -0.000  -0.001   0.000   0.001   0.000
  43.962   -0.003     0.001   0.000  -0.001  -0.000  -0.001    -0.000  -0.000   0.001  -0.001  -0.000    -0.000  -0.001  -0.000   0.001   0.000
  43.985   -0.003     0.001   0.000  -0.001  -0.001  -0.001    -0.000  -0.000   0.001  -0.001  -0.000    -0.000  -0.001  -0.001   0.001  -0.000
  44.009   -0.003     0.001   0.000  -0.001  -0.001  -0.001    -0.000  -0.000   0.001  -0.001  -0.000    -0.000  -0.001  -0.001   0.001  -0.000
  44.032   -0.003     0.001   0.000  -0.001  -0.001  -0.000    -0.000   0.000   0.001  -0.001  -0.001    -0.000  -0.001  -0.001   0.000  -0.000
  44.055   -0.002     0.001   0.001  -0.000  -0.001  -0.000    -0.000   0.000   0.001  -0.000  -0.001    -0.000  -0.000  -0.001  -0.000  -0.000
  44.079   -0.000     0.001   0.001   0.000  -0.001   0.000     0.000   0.000   0.000   0.000  -0.000    -0.000  -0.000  -0.001  -0.000  -0.000
  44.102    0.001     0.000   0.001   0.001  -0.001   0.000     0.000   0.000   0.000   0.000  -0.000     0.000  -0.000  -0.000  -0.000  -0.000
  44.126    0.002     0.000   0.001   0.001  -0.001  -0.000     0.000   0.000   0.000   0.001  -0.000     0.000   0.000  -0.000  -0.000  -0.000
  44.149    0.002    -0.000   0.000   0.001  -0.001  -0.000     0.000   0.000   0.000   0.001  -0.000     0.000   0.000   0.000   0.000  -0.000
  44.173    0.002    -0.000   0.000   0.001  -0.001  -0.001     0.000   0.000   0.001   0.001  -0.000     0.000   0.000   0.000   0.000  -0.001
  44.196    0.001    -0.000  -0.000   0.001  -0.000  -0.001     0.001   0.000   0.001   0.000  -0.000    -0.000   0.000   0.000   0.000  -0.001
  44.220   -0.001    -0.000  -0.000   0.001  -0.000  -0.001     0.001   0.000   0.000   0.000  -0.000    -0.000   0.000   0.000  -0.000  -0.001
  44.243   -0.002    -0.000  -0.000   0.000  -0.000  -0.002     0.001   0.000   0.000  -0.000  -0.000    -0.001   0.000   0.000  -0.000  -0.001
  44.267   -0.003    -0.000  -0.000   0.000  -0.000  -0.002     0.000   0.000   0.000  -0.000  -0.000    -0.001   0.000   0.000  -0.000  -0.000
  44.290   -0.004    -0.000  -0.000  -0.000  -0.000  -0.002     0.000   0.000  -0.000  -0.000  -0.000    -0.001   0.000   0.000  -0.000  -0.000
  44.314   -0.005    -0.000  -0.000  -0.000  -0.000  -0.002    -0.000   0.000  -0.000  -0.001  -0.000    -0.001   0.001   0.000  -0.000   0.000
  44.337   -0.005    -0.001  -0.000  -0.001  -0.001  -0.002    -0.001   0.000   0.000  -0.001  -0.000    -0.000   0.001   0.000  -0.000   0.000
  44.360   -0.005    -0.001  -0.001  -0.001  -0.000  -0.002    -0.001   0.000   0.000  -0.001  -0.000    -0.000   0.001   0.000  -0.000   0.001
  44.384   -0.005    -0.001  -0.001  -0.001  -0.000  -0.001    -0.001   0.000  -0.000  -0.001  -0.000    -0.000   0.001   0.000  -0.000   0.001
  44.407   -0.004    -0.001  -0.001  -0.001  -0.000  -0.000    -0.000   0.000  -0.000  -0.001  -0.000    -0.000   0.000   0.000  -0.000   0.001
  44.431   -0.004    -0.001  -0.001  -0.001  -0.000  -0.000    -0.000   0.000  -0.001  -0.001  -0.000    -0.000   0.000   0.000  -0.000   0.001
  44.454   -0.003    -0.000  -0.001  -0.001  -0.000   0.000     0.000   0.000  -0.001  -0.001  -0.000    -0.000   0.000   0.000  -0.000   0.001
  44.478   -0.003    -0.000  -0.000  -0.001  -0.000  -0.000     0.000   0.000  -0.001  -0.000  -0.000    -0.000   0.000   0.000  -0.000   0.000
  44.501   -0.003    -0.000  -0.000  -0.001  -0.000  -0.000     0.000   0.000  -0.001  -0.000  -0.000    -0.000  -0.000   0.000   0.000   0.000
  44.525   -0.003    -0.000   0.000  -0.001  -0.000  -0.001     0.000   0.000  -0.001  -0.000  -0.000    -0.000  -0.000   0.000   0.000   0.000
  44.548   -0.002    -0.000   0.000  -0.001   0.000  -0.001     0.001   0.000  -0.001   0.000  -0.000    -0.001  -0.001  -0.000   0.000  -0.000
  44.572   -0.002    -0.000   0.001  -0.001   0.000  -0.001     0.001   0.000  -0.000   0.000  -0.000    -0.001  -0.001   0.000   0.000  -0.000
  44.595   -0.001    -0.000   0.001  -0.001   0.001  -0.001     0.001   0.000  -0.000   0.000  -0.000    -0.001  -0.001   0.000   0.000  -0.001
  44.618   -0.001    -0.000   0.001  -0.001   0.001  -0.000     0.000   0.000   0.000   0.001  -0.000    -0.001  -0.001   0.000   0.000  -0.001
  44.642   -0.001    -0.000   0.000  -0.001   0.001  -0.000     0.000   0.000   0.000   0.001  -0.000    -0.001  -0.001   0.000   0.000  -0.001
  44.665   -0.001    -0.000   0.000  -0.001   0.000  -0.000    -0.000   0.000   0.000   0.001  -0.000    -0.001  -0.000   0.001   0.001  -0.001
  44.689   -0.001    -0.000  -0.000  -0.001   0.000   0.000    -0.000   0.000   0.000   0.001  -0.000    -0.001  -0.000   0.000   0.001  -0.001
  44.712   -0.001    -0.000  -0.000  -0.001   0.000   0.000    -0.000  -0.000   0.000   0.001  -0.000    -0.000   0.000   0.000   0.001  -0.000
  44.736   -0.001    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000  -0.000    -0.000   0.000   0.000   0.001  -0.000
  44.759   -0.001    -0.000  -0.000  -0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000  -0.000    -0.000   0.000   0.000   0.001  -0.000
  44.783   -0.000    -0.000  -0.000   0.000  -0.000   0.000    -0.000  -0.000   0.000   0.000  -0.000     0.000   0.000   0.000   0.000  -0.000
  44.806   -0.000    -0.000  -0.000   0.000  -0.000  -0.000     0.000  -0.000   0.000  -0.000   0.000     0.000  -0.000   0.000  -0.000  -0.000
  44.830   -0.000    -0.000  -0.000   0.000   0.000  -0.000     0.000  -0.000   0.000  -0.000   0.000     0.000  -0.000   0.000  -0.001  -0.000
  44.853    0.000    -0.000  -0.001   0.001   0.000  -0.000     0.000   0.000   0.000  -0.000   0.001     0.000   0.000  -0.000  -0.001  -0.000
  44.877    0.001    -0.000  -0.001   0.001   0.000  -0.000     0.000   0.000   0.000  -0.000   0.001     0.000   0.000  -0.000  -0.001   0.000
  44.900    0.002    -0.000  -0.001   0.002   0.000   0.000     0.000   0.000   0.000   0.000   0.001     0.000   0.000  -0.000  -0.001   0.000
  44.923    0.003    -0.000  -0.001   0.002   0.000   0.000     0.000   0.001   0.000   0.000   0.001    -0.000   0.000  -0.000  -0.000   0.000
  44.947    0.004    -0.000  -0.001   0.002   0.000   0.000    -0.000   0.001   0.000   0.000   0.000    -0.000   0.000  -0.000   0.000   0.000
  44.970    0.005     0.000  -0.000   0.002   0.000   0.000    -0.000   0.001   0.000   0.000   0.000    -0.001   0.000   0.000   0.000   0.001
  44.994    0.004     0.000  -0.000   0.002   0.000   0.000    -0.000   0.001   0.000  -0.000   0.000    -0.001   0.000   0.000   0.001   0.001
  45.017    0.003     0.000   0.000   0.001   0.000   0.000    -0.000   0.001  -0.000  -0.000   0.000    -0.001   0.000   0.000   0.000   0.000
