 Substance:BZO200d       2023/12/04 18:03:23                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: F(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  18.157   -0.031     0.009   0.053   0.034   0.004  -0.065     0.009   0.005  -0.063   0.005   0.011     0.007  -0.063   0.006   0.007   0.011
  18.181   -0.017     0.003   0.011   0.010   0.011  -0.043     0.003   0.013  -0.042   0.010   0.006     0.014  -0.041   0.011   0.013   0.005
  18.204    0.008    -0.000  -0.034   0.000   0.011  -0.013     0.001   0.013  -0.013   0.009   0.004     0.015  -0.012   0.011   0.012   0.003
  18.227    0.034     0.002  -0.070   0.009   0.004   0.016     0.004   0.006   0.014   0.003   0.006     0.008   0.016   0.004   0.006   0.005
  18.251    0.050     0.007  -0.088   0.030  -0.007   0.036     0.009  -0.005   0.033  -0.007   0.011    -0.003   0.035  -0.005  -0.005   0.010
  18.274    0.049     0.013  -0.084   0.054  -0.019   0.042     0.015  -0.017   0.039  -0.018   0.017    -0.016   0.041  -0.016  -0.017   0.015
  18.298    0.030     0.016  -0.061   0.069  -0.027   0.037     0.018  -0.026   0.033  -0.026   0.019    -0.025   0.036  -0.024  -0.026   0.018
  18.321    0.005     0.016  -0.024   0.066  -0.030   0.025     0.017  -0.028   0.021  -0.029   0.018    -0.028   0.023  -0.027  -0.030   0.016
  18.345   -0.011     0.011   0.017   0.046  -0.025   0.013     0.012  -0.024   0.010  -0.027   0.012    -0.025   0.012  -0.025  -0.027   0.011
  18.368    0.001     0.004   0.050   0.016  -0.015   0.009     0.004  -0.015   0.006  -0.019   0.004    -0.015   0.008  -0.018  -0.020   0.003
  18.392    0.048    -0.003   0.066  -0.012  -0.003   0.015    -0.003  -0.003   0.012  -0.009  -0.003    -0.003   0.014  -0.008  -0.010  -0.003
  18.415    0.120    -0.007   0.063  -0.028   0.008   0.030    -0.007   0.008   0.028   0.001  -0.008     0.008   0.029   0.002   0.000  -0.007
  18.439    0.198    -0.007   0.044  -0.028   0.015   0.050    -0.008   0.014   0.048   0.007  -0.007     0.016   0.049   0.007   0.006  -0.007
  18.462    0.256    -0.003   0.014  -0.012   0.017   0.067    -0.004   0.015   0.065   0.007  -0.003     0.017   0.066   0.007   0.007  -0.004
  18.485    0.276     0.003  -0.015   0.012   0.013   0.076     0.002   0.012   0.074   0.003   0.003     0.013   0.075   0.002   0.002   0.002
  18.509    0.251     0.009  -0.036   0.036   0.008   0.072     0.008   0.006   0.070  -0.005   0.009     0.007   0.072  -0.006  -0.006   0.007
  18.532    0.191     0.013  -0.045   0.054   0.003   0.055     0.013   0.002   0.053  -0.011   0.013     0.001   0.055  -0.013  -0.012   0.011
  18.556    0.113     0.015  -0.044   0.060   0.003   0.028     0.015   0.002   0.026  -0.014   0.014    -0.000   0.028  -0.016  -0.015   0.013
  18.579    0.035     0.013  -0.039   0.055   0.008  -0.004     0.014   0.007  -0.006  -0.011   0.012     0.004  -0.004  -0.013  -0.012   0.012
  18.603   -0.034     0.009  -0.036   0.039   0.016  -0.033     0.010   0.015  -0.036  -0.003   0.008     0.012  -0.033  -0.006  -0.005   0.009
  18.626   -0.090     0.003  -0.039   0.017   0.024  -0.053     0.004   0.022  -0.056   0.006   0.002     0.020  -0.054   0.004   0.005   0.004
  18.650   -0.134    -0.004  -0.047  -0.009   0.029  -0.060    -0.002   0.026  -0.063   0.014  -0.004     0.025  -0.061   0.011   0.012  -0.001
  18.673   -0.167    -0.009  -0.058  -0.032   0.028  -0.055    -0.007   0.024  -0.057   0.017  -0.009     0.025  -0.056   0.013   0.014  -0.006
  18.697   -0.189    -0.013  -0.065  -0.048   0.022  -0.041    -0.011   0.017  -0.042   0.014  -0.012     0.020  -0.042   0.010   0.011  -0.010
  18.720   -0.197    -0.014  -0.064  -0.054   0.011  -0.023    -0.012   0.007  -0.023   0.006  -0.013     0.010  -0.025   0.002   0.003  -0.011
  18.744   -0.193    -0.013  -0.052  -0.051   0.001  -0.008    -0.011  -0.003  -0.008  -0.003  -0.012    -0.001  -0.009  -0.007  -0.006  -0.011
  18.767   -0.179    -0.010  -0.031  -0.043  -0.008   0.001    -0.009  -0.012   0.001  -0.011  -0.010    -0.009  -0.001  -0.015  -0.014  -0.009
  18.790   -0.163    -0.008  -0.004  -0.036  -0.012   0.002    -0.007  -0.016   0.002  -0.017  -0.008    -0.014   0.001  -0.019  -0.019  -0.008
  18.814   -0.151    -0.008   0.021  -0.035  -0.012  -0.000    -0.007  -0.016  -0.002  -0.018  -0.009    -0.015  -0.002  -0.019  -0.020  -0.008
  18.837   -0.143    -0.010   0.039  -0.044  -0.010  -0.003    -0.009  -0.014  -0.005  -0.016  -0.011    -0.012  -0.005  -0.016  -0.017  -0.010
  18.861   -0.135    -0.013   0.044  -0.057  -0.006  -0.003    -0.012  -0.010  -0.005  -0.012  -0.014    -0.008  -0.004  -0.011  -0.013  -0.013
  18.884   -0.120    -0.015   0.033  -0.066  -0.003   0.004    -0.015  -0.006   0.002  -0.007  -0.016    -0.004   0.003  -0.006  -0.008  -0.015
  18.908   -0.092    -0.015   0.009  -0.065  -0.002   0.015    -0.015  -0.003   0.014  -0.004  -0.015    -0.002   0.015  -0.004  -0.006  -0.015
  18.931   -0.055    -0.011  -0.024  -0.048  -0.004   0.029    -0.012  -0.004   0.029  -0.004  -0.011    -0.002   0.028  -0.004  -0.006  -0.011
  18.955   -0.019    -0.004  -0.055  -0.018  -0.009   0.039    -0.005  -0.007   0.040  -0.007  -0.003    -0.006   0.039  -0.008  -0.009  -0.005
  18.978    0.004     0.004  -0.076   0.017  -0.015   0.043     0.003  -0.013   0.044  -0.012   0.005    -0.012   0.041  -0.014  -0.014   0.003
  19.002    0.008     0.011  -0.080   0.045  -0.021   0.038     0.009  -0.018   0.039  -0.017   0.010    -0.017   0.036  -0.018  -0.019   0.009
  19.025   -0.003     0.014  -0.064   0.059  -0.024   0.026     0.013  -0.020   0.027  -0.020   0.013    -0.021   0.023  -0.020  -0.021   0.012
  19.048   -0.012     0.013  -0.036   0.054  -0.021   0.013     0.012  -0.018   0.012  -0.018   0.011    -0.019   0.010  -0.018  -0.019   0.011
  19.072    0.001     0.009  -0.002   0.036  -0.013   0.003     0.009  -0.011   0.002  -0.011   0.006    -0.013   0.001  -0.011  -0.012   0.007
  19.095    0.050     0.004   0.028   0.013  -0.001   0.003     0.004  -0.000   0.001  -0.001   0.001    -0.003   0.002  -0.000  -0.001   0.002
  19.119    0.133    -0.001   0.045  -0.007   0.011   0.013    -0.000   0.011   0.011   0.011  -0.003     0.009   0.013   0.011   0.010  -0.002
  19.142    0.231    -0.003   0.049  -0.015   0.021   0.030    -0.003   0.021   0.029   0.020  -0.005     0.018   0.032   0.020   0.020  -0.004
  19.166    0.311    -0.003   0.042  -0.011   0.025   0.048    -0.003   0.024   0.048   0.026  -0.003     0.022   0.051   0.025   0.025  -0.003
  19.189    0.345    -0.000   0.031   0.001   0.022   0.058    -0.002   0.021   0.059   0.026  -0.001     0.019   0.063   0.024   0.025  -0.001
  19.213    0.318     0.003   0.023   0.015   0.012   0.058     0.001   0.013   0.059   0.021   0.002     0.010   0.062   0.019   0.020   0.002
  19.236    0.238     0.005   0.022   0.024   0.000   0.046     0.002   0.001   0.048   0.013   0.003    -0.001   0.050   0.010   0.012   0.003
  19.260    0.130     0.005   0.030   0.024  -0.011   0.027     0.001  -0.009   0.028   0.005   0.002    -0.011   0.030   0.002   0.004   0.003
  19.283    0.028     0.002   0.043   0.013  -0.018   0.008    -0.001  -0.015   0.009  -0.001  -0.000    -0.017   0.010  -0.003  -0.001   0.000
  19.307   -0.039    -0.001   0.055  -0.005  -0.019  -0.005    -0.004  -0.016  -0.004  -0.003  -0.004    -0.018  -0.004  -0.005  -0.003  -0.003
  19.330   -0.059    -0.006   0.061  -0.026  -0.014  -0.007    -0.008  -0.011  -0.007  -0.001  -0.008    -0.013  -0.007  -0.003  -0.001  -0.007
  19.353   -0.038    -0.010   0.058  -0.045  -0.008   0.001    -0.012  -0.004   0.001   0.003  -0.011    -0.006   0.000   0.001   0.003  -0.010
  19.377    0.006    -0.012   0.049  -0.056  -0.001   0.016    -0.014   0.002   0.014   0.007  -0.012     0.000   0.014   0.005   0.007  -0.012
  19.400    0.052    -0.012   0.036  -0.056   0.002   0.030    -0.013   0.005   0.028   0.008  -0.011     0.003   0.028   0.007   0.009  -0.012
  19.424    0.081    -0.010   0.025  -0.045   0.001   0.039    -0.010   0.003   0.036   0.007  -0.008     0.002   0.035   0.006   0.008  -0.009
  19.447    0.089    -0.006   0.021  -0.024  -0.003   0.037    -0.005  -0.001   0.033   0.003  -0.003    -0.001   0.033   0.004   0.005  -0.004
  19.471    0.077    -0.000   0.022   0.002  -0.006   0.022     0.001  -0.004   0.018  -0.000   0.003    -0.005   0.018   0.001   0.003   0.001
  19.494    0.053     0.005   0.026   0.026  -0.006  -0.002     0.006  -0.005  -0.005  -0.001   0.008    -0.005  -0.005   0.001   0.002   0.006
  19.518    0.026     0.009   0.027   0.043  -0.001  -0.029     0.010  -0.000  -0.032   0.002   0.012    -0.000  -0.032   0.004   0.005   0.010
  19.541    0.004     0.010   0.021   0.049   0.007  -0.052     0.011   0.008  -0.055   0.008   0.013     0.007  -0.056   0.011   0.011   0.011
  19.565   -0.010     0.009   0.005   0.044   0.016  -0.065     0.010   0.018  -0.068   0.016   0.012     0.016  -0.069   0.018   0.019   0.010
  19.588   -0.014     0.007  -0.017   0.033   0.022  -0.064     0.008   0.025  -0.067   0.021   0.009     0.023  -0.068   0.023   0.024   0.007
  19.611   -0.011     0.005  -0.042   0.024   0.023  -0.051     0.006   0.026  -0.053   0.022   0.007     0.024  -0.055   0.024   0.024   0.006
  19.635   -0.003     0.005  -0.061   0.021   0.018  -0.031     0.005   0.021  -0.033   0.018   0.006     0.019  -0.035   0.020   0.020   0.005
  19.658    0.004     0.007  -0.069   0.026   0.008  -0.012     0.007   0.011  -0.013   0.010   0.007     0.009  -0.015   0.012   0.011   0.007
  19.682    0.004     0.010  -0.062   0.038  -0.004   0.001     0.009  -0.001   0.000   0.000   0.009    -0.004  -0.002   0.002   0.000   0.009
  19.705   -0.004     0.012  -0.042   0.048  -0.015   0.004     0.012  -0.013   0.004  -0.008   0.011    -0.014   0.001  -0.007  -0.009   0.011
  19.729   -0.022     0.012  -0.014   0.049  -0.021  -0.001     0.012  -0.020   0.001  -0.013   0.012    -0.021  -0.004  -0.011  -0.014   0.012
  19.752   -0.046     0.009   0.014   0.038  -0.022  -0.009     0.010  -0.022  -0.007  -0.013   0.009    -0.023  -0.012  -0.012  -0.015   0.009
  19.776   -0.068     0.004   0.035   0.014  -0.018  -0.015     0.005  -0.019  -0.013  -0.010   0.004    -0.019  -0.018  -0.009  -0.012   0.004
  19.799   -0.085    -0.003   0.044  -0.016  -0.012  -0.016    -0.002  -0.013  -0.013  -0.006  -0.003    -0.013  -0.018  -0.004  -0.008  -0.002
  19.823   -0.092    -0.010   0.041  -0.046  -0.005  -0.010    -0.008  -0.007  -0.008  -0.002  -0.010    -0.007  -0.011  -0.001  -0.003  -0.008
  19.846   -0.092    -0.015   0.031  -0.066   0.000  -0.002    -0.013  -0.001   0.001   0.001  -0.014    -0.001  -0.002   0.001  -0.000  -0.012
  19.870   -0.088    -0.017   0.019  -0.074   0.003   0.005    -0.014   0.002   0.008   0.000  -0.016     0.002   0.006   0.001   0.001  -0.013
  19.893   -0.086    -0.016   0.011  -0.070   0.004   0.006    -0.013   0.002   0.009  -0.001  -0.014     0.002   0.008  -0.001  -0.000  -0.012
  19.916   -0.088    -0.013   0.006  -0.055   0.004  -0.001    -0.010   0.002   0.002  -0.003  -0.011     0.003   0.001  -0.003  -0.001  -0.009
  19.940   -0.089    -0.008   0.005  -0.035   0.005  -0.015    -0.006   0.003  -0.013  -0.003  -0.006     0.005  -0.013  -0.002  -0.000  -0.005
  19.963   -0.083    -0.004   0.004  -0.016   0.009  -0.032    -0.001   0.006  -0.030   0.000  -0.001     0.009  -0.031   0.002   0.004  -0.002
  19.987   -0.060    -0.000   0.000   0.000   0.015  -0.047     0.002   0.013  -0.045   0.007   0.002     0.017  -0.046   0.009   0.011   0.001
  20.010   -0.018     0.002  -0.007   0.011   0.023  -0.054     0.004   0.021  -0.052   0.016   0.004     0.025  -0.052   0.017   0.019   0.003
  20.034    0.039     0.004  -0.016   0.017   0.031  -0.050     0.005   0.029  -0.047   0.023   0.005     0.032  -0.048   0.024   0.027   0.004
  20.057    0.100     0.004  -0.025   0.020   0.034  -0.036     0.005   0.033  -0.033   0.028   0.005     0.035  -0.033   0.028   0.031   0.004
  20.081    0.147     0.005  -0.031   0.023   0.031  -0.016     0.005   0.031  -0.014   0.027   0.004     0.033  -0.013   0.027   0.031   0.004
  20.104    0.167     0.006  -0.029   0.027   0.022   0.003     0.005   0.023   0.004   0.021   0.004     0.024   0.006   0.021   0.024   0.004
  20.128    0.151     0.007  -0.021   0.032   0.010   0.015     0.006   0.011   0.015   0.011   0.005     0.012   0.017   0.012   0.015   0.005
  20.151    0.107     0.007  -0.005   0.034  -0.002   0.016     0.006  -0.001   0.016   0.001   0.005    -0.001   0.018   0.003   0.004   0.005
  20.175    0.047     0.006   0.015   0.032  -0.012   0.010     0.005  -0.011   0.009  -0.006   0.004    -0.011   0.010  -0.004  -0.004   0.004
  20.198   -0.008     0.004   0.034   0.021  -0.016  -0.000     0.003  -0.016  -0.001  -0.010   0.002    -0.016  -0.000  -0.008  -0.008   0.002
  20.221   -0.042     0.000   0.046   0.005  -0.015  -0.007    -0.000  -0.015  -0.007  -0.009  -0.001    -0.015  -0.007  -0.007  -0.008  -0.001
  20.245   -0.047    -0.003   0.047  -0.013  -0.010  -0.006    -0.004  -0.011  -0.006  -0.006  -0.004    -0.011  -0.006  -0.005  -0.006  -0.004
  20.268   -0.028    -0.006   0.035  -0.025  -0.004   0.003    -0.006  -0.006   0.004  -0.002  -0.006    -0.005   0.002  -0.002  -0.004  -0.006
  20.292    0.005    -0.006   0.012  -0.024   0.000   0.015    -0.006  -0.002   0.017  -0.001  -0.006    -0.002   0.015  -0.000  -0.003  -0.006
  20.315    0.035    -0.003  -0.013  -0.009   0.000   0.025    -0.004  -0.002   0.027  -0.002  -0.002    -0.001   0.025  -0.001  -0.004  -0.003
  20.339    0.051     0.003  -0.033   0.016  -0.002   0.028     0.001  -0.006   0.030  -0.005   0.003    -0.003   0.029  -0.004  -0.007   0.002
  20.362    0.044     0.008  -0.042   0.041  -0.007   0.022     0.006  -0.011   0.023  -0.009   0.008    -0.007   0.022  -0.008  -0.011   0.007
  20.386    0.016     0.012  -0.037   0.058  -0.012   0.007     0.010  -0.015   0.008  -0.012   0.012    -0.011   0.008  -0.010  -0.013   0.011
  20.409   -0.027     0.013  -0.023   0.058  -0.014  -0.011     0.010  -0.016  -0.011  -0.012   0.012    -0.012  -0.009  -0.010  -0.013   0.011
  20.433   -0.074     0.010  -0.008   0.043  -0.013  -0.028     0.008  -0.014  -0.027  -0.010   0.009    -0.011  -0.025  -0.009  -0.010   0.009
  20.456   -0.117     0.005  -0.000   0.019  -0.009  -0.037     0.004  -0.009  -0.037  -0.006   0.003    -0.007  -0.034  -0.006  -0.006   0.004
  20.479   -0.147    -0.000  -0.006  -0.006  -0.006  -0.038    -0.001  -0.004  -0.037  -0.003  -0.002    -0.003  -0.035  -0.003  -0.003  -0.001
  20.503   -0.161    -0.004  -0.024  -0.022  -0.003  -0.031    -0.004  -0.001  -0.028  -0.002  -0.005    -0.001  -0.028  -0.003  -0.003  -0.004
  20.526   -0.161    -0.005  -0.049  -0.025  -0.003  -0.019    -0.004   0.000  -0.014  -0.004  -0.006    -0.000  -0.015  -0.006  -0.005  -0.005
  20.550   -0.150    -0.004  -0.072  -0.018  -0.005  -0.006    -0.003  -0.002   0.000  -0.007  -0.005    -0.003  -0.003  -0.010  -0.009  -0.004
  20.573   -0.136    -0.002  -0.084  -0.007  -0.008   0.004    -0.001  -0.006   0.011  -0.011  -0.002    -0.006   0.007  -0.014  -0.014  -0.002
  20.597   -0.126    -0.001  -0.083  -0.001  -0.010   0.009     0.000  -0.009   0.016  -0.014  -0.001    -0.009   0.012  -0.017  -0.017  -0.001
  20.620   -0.124    -0.002  -0.069  -0.005  -0.010   0.010    -0.001  -0.010   0.015  -0.015  -0.001    -0.010   0.011  -0.018  -0.018  -0.002
  20.644   -0.131    -0.005  -0.048  -0.021  -0.009   0.008    -0.004  -0.009   0.011  -0.014  -0.004    -0.008   0.008  -0.016  -0.016  -0.005
  20.667   -0.144    -0.009  -0.028  -0.045  -0.006   0.005    -0.009  -0.006   0.006  -0.011  -0.009    -0.006   0.004  -0.012  -0.012  -0.009
  20.691   -0.159    -0.014  -0.012  -0.070  -0.002   0.003    -0.013  -0.003   0.004  -0.008  -0.013    -0.003   0.002  -0.008  -0.008  -0.013
  20.714   -0.167    -0.018  -0.003  -0.086   0.000   0.002    -0.017  -0.001   0.003  -0.005  -0.017    -0.001   0.002  -0.006  -0.005  -0.016
  20.738   -0.165    -0.018   0.004  -0.089   0.001   0.001    -0.017  -0.001   0.003  -0.005  -0.017    -0.000   0.002  -0.005  -0.005  -0.017
  20.761   -0.150    -0.015   0.012  -0.075  -0.001  -0.003    -0.015  -0.002   0.000  -0.006  -0.015    -0.002   0.000  -0.007  -0.006  -0.015
  20.784   -0.124    -0.010   0.025  -0.047  -0.003  -0.010    -0.010  -0.005  -0.006  -0.009  -0.011    -0.004  -0.006  -0.010  -0.009  -0.010
  20.808   -0.093    -0.003   0.041  -0.012  -0.005  -0.021    -0.004  -0.006  -0.018  -0.011  -0.005    -0.006  -0.017  -0.012  -0.011  -0.003
  20.831   -0.060     0.004   0.057   0.022  -0.005  -0.035     0.002  -0.006  -0.033  -0.011   0.001    -0.006  -0.031  -0.012  -0.011   0.003
  20.855   -0.028     0.009   0.067   0.046  -0.002  -0.046     0.006  -0.002  -0.045  -0.008   0.006    -0.003  -0.043  -0.009  -0.009   0.007
  20.878    0.000     0.011   0.065   0.056   0.003  -0.051     0.008   0.003  -0.052  -0.004   0.007     0.002  -0.050  -0.004  -0.004   0.009
  20.902    0.027     0.011   0.052   0.052   0.008  -0.047     0.008   0.010  -0.049   0.002   0.007     0.008  -0.047   0.002   0.002   0.009
  20.925    0.050     0.009   0.031   0.040   0.013  -0.035     0.006   0.015  -0.037   0.007   0.005     0.012  -0.036   0.007   0.006   0.007
  20.949    0.068     0.006   0.009   0.026   0.015  -0.018     0.004   0.016  -0.020   0.010   0.003     0.013  -0.019   0.009   0.008   0.005
  20.972    0.076     0.004  -0.007   0.016   0.012  -0.000     0.003   0.014  -0.002   0.008   0.002     0.010  -0.001   0.007   0.007   0.003
  20.996    0.071     0.003  -0.012   0.010   0.007   0.013     0.002   0.008   0.011   0.004   0.002     0.004   0.011   0.002   0.002   0.002
  21.019    0.053     0.003  -0.007   0.008   0.001   0.017     0.002   0.001   0.016  -0.001   0.003    -0.002   0.017  -0.003  -0.003   0.002
  21.042    0.030     0.002   0.007   0.005  -0.005   0.016     0.002  -0.005   0.015  -0.006   0.003    -0.007   0.016  -0.008  -0.007   0.001
  21.066    0.013     0.001   0.024  -0.001  -0.007   0.011     0.001  -0.007   0.011  -0.008   0.002    -0.009   0.012  -0.009  -0.009   0.000
  21.089    0.014    -0.001   0.038  -0.009  -0.005   0.008    -0.001  -0.005   0.009  -0.006   0.001    -0.007   0.009  -0.007  -0.007  -0.002
  21.113    0.036    -0.003   0.044  -0.018  -0.002   0.011    -0.003  -0.001   0.011  -0.003  -0.001    -0.003   0.012  -0.003  -0.003  -0.003
  21.136    0.076    -0.004   0.042  -0.023   0.002   0.019    -0.003   0.003   0.019   0.001  -0.002     0.002   0.020   0.001   0.001  -0.004
  21.160    0.119    -0.004   0.031  -0.021   0.005   0.030    -0.003   0.006   0.029   0.004  -0.001     0.006   0.031   0.005   0.004  -0.003
  21.183    0.148    -0.003   0.015  -0.013   0.006   0.039    -0.001   0.007   0.037   0.005  -0.000     0.006   0.039   0.006   0.005  -0.001
  21.207    0.152    -0.001  -0.001  -0.001   0.005   0.041     0.001   0.005   0.038   0.004   0.002     0.005   0.042   0.005   0.004   0.001
  21.230    0.128     0.001  -0.014   0.010   0.003   0.035     0.003   0.002   0.031   0.002   0.004     0.004   0.036   0.004   0.003   0.004
  21.254    0.085     0.002  -0.021   0.016   0.003   0.022     0.004   0.001   0.017   0.001   0.005     0.003   0.022   0.004   0.002   0.005
  21.277    0.039     0.002  -0.024   0.015   0.005   0.006     0.004   0.002   0.000   0.003   0.005     0.005   0.006   0.005   0.003   0.005
  21.301    0.006     0.001  -0.023   0.007   0.009  -0.008     0.002   0.005  -0.013   0.006   0.004     0.008  -0.009   0.008   0.006   0.003
  21.324   -0.006    -0.001  -0.021  -0.003   0.013  -0.016     0.001   0.009  -0.020   0.011   0.002     0.013  -0.018   0.011   0.010   0.001
  21.347    0.003    -0.002  -0.019  -0.010   0.017  -0.015    -0.000   0.013  -0.019   0.015   0.001     0.015  -0.018   0.014   0.013   0.000
  21.371    0.027    -0.001  -0.016  -0.012   0.017  -0.009    -0.000   0.014  -0.012   0.016   0.001     0.015  -0.013   0.014   0.013  -0.000
  21.394    0.054     0.000  -0.008  -0.005   0.013  -0.001     0.002   0.011  -0.003   0.014   0.002     0.011  -0.005   0.011   0.011   0.001
  21.418    0.074     0.003   0.006   0.009   0.006   0.004     0.004   0.005   0.004   0.008   0.004     0.005   0.001   0.006   0.006   0.003
  21.441    0.082     0.006   0.026   0.023  -0.001   0.005     0.006  -0.001   0.006   0.002   0.007    -0.003   0.002  -0.000  -0.000   0.006
  21.465    0.074     0.007   0.048   0.034  -0.007   0.000     0.008  -0.007   0.002  -0.005   0.008    -0.009  -0.002  -0.006  -0.005   0.007
  21.488    0.057     0.007   0.066   0.035  -0.011  -0.006     0.007  -0.010  -0.003  -0.008   0.007    -0.012  -0.007  -0.009  -0.008   0.007
  21.512    0.035     0.005   0.073   0.027  -0.011  -0.010     0.005  -0.011  -0.007  -0.009   0.005    -0.012  -0.010  -0.009  -0.008   0.005
  21.535    0.016     0.002   0.065   0.014  -0.010  -0.008     0.003  -0.010  -0.005  -0.008   0.001    -0.010  -0.008  -0.008  -0.006   0.003
  21.559    0.006    -0.001   0.041   0.003  -0.008   0.000     0.000  -0.009   0.002  -0.005  -0.001    -0.009   0.001  -0.005  -0.004   0.001
  21.582    0.004    -0.002   0.008  -0.000  -0.008   0.011    -0.001  -0.008   0.012  -0.003  -0.002    -0.009   0.012  -0.004  -0.003  -0.000
  21.605    0.008    -0.001  -0.025   0.006  -0.010   0.021     0.000  -0.010   0.022  -0.002  -0.000    -0.010   0.022  -0.003  -0.003   0.000
  21.629    0.011     0.002  -0.051   0.019  -0.012   0.026     0.002  -0.012   0.026  -0.001   0.002    -0.013   0.028  -0.004  -0.003   0.002
  21.652    0.009     0.005  -0.062   0.033  -0.014   0.023     0.004  -0.013   0.023  -0.001   0.005    -0.015   0.025  -0.004  -0.004   0.004
  21.676    0.003     0.007  -0.060   0.040  -0.014   0.014     0.005  -0.012   0.015   0.000   0.006    -0.014   0.017  -0.002  -0.003   0.005
  21.699   -0.003     0.007  -0.047   0.037  -0.010   0.003     0.005  -0.009   0.004   0.003   0.005    -0.010   0.006   0.000  -0.001   0.005
  21.723   -0.000     0.005  -0.031   0.026  -0.005  -0.005     0.003  -0.003  -0.004   0.006   0.003    -0.004  -0.003   0.005   0.004   0.003
  21.746    0.015     0.002  -0.017   0.011   0.001  -0.007     0.000   0.004  -0.006   0.009  -0.000     0.003  -0.005   0.009   0.009  -0.000
  21.770    0.040    -0.000  -0.008  -0.002   0.006  -0.002    -0.002   0.009  -0.002   0.012  -0.002     0.009  -0.001   0.012   0.013  -0.002
  21.793    0.065    -0.002  -0.006  -0.011   0.007   0.008    -0.002   0.011   0.007   0.012  -0.003     0.011   0.008   0.013   0.015  -0.003
  21.817    0.077    -0.003  -0.007  -0.016   0.005   0.018    -0.002   0.009   0.017   0.010  -0.003     0.009   0.018   0.012   0.014  -0.004
  21.840    0.071    -0.003  -0.008  -0.018   0.001   0.024    -0.002   0.005   0.023   0.006  -0.003     0.005   0.024   0.008   0.011  -0.003
  21.864    0.049    -0.004  -0.006  -0.021  -0.004   0.026    -0.002   0.001   0.024   0.003  -0.003    -0.000   0.025   0.005   0.008  -0.003
  21.887    0.022    -0.004   0.000  -0.027  -0.007   0.024    -0.002  -0.001   0.022  -0.000  -0.004    -0.003   0.023   0.002   0.005  -0.004
  21.910    0.006    -0.006   0.009  -0.034  -0.007   0.021    -0.004  -0.001   0.018  -0.001  -0.006    -0.004   0.020   0.001   0.005  -0.005
  21.934    0.011    -0.007   0.018  -0.041  -0.004   0.020    -0.006   0.001   0.017   0.000  -0.007    -0.002   0.019   0.002   0.006  -0.006
  21.957    0.039    -0.008   0.024  -0.044   0.001   0.024    -0.007   0.005   0.020   0.002  -0.008     0.002   0.022   0.005   0.008  -0.006
  21.981    0.079    -0.008   0.025  -0.041   0.004   0.030    -0.007   0.008   0.025   0.005  -0.008     0.005   0.028   0.008   0.010  -0.006
  22.004    0.113    -0.006   0.023  -0.032   0.007   0.036    -0.007   0.009   0.030   0.006  -0.007     0.007   0.033   0.010   0.011  -0.006
  22.028    0.127    -0.004   0.018  -0.021   0.007   0.037    -0.005   0.008   0.031   0.007  -0.006     0.006   0.034   0.011   0.010  -0.005
  22.051    0.113    -0.002   0.013  -0.009   0.005   0.030    -0.004   0.005   0.026   0.006  -0.004     0.004   0.028   0.010   0.008  -0.003
  22.075    0.074    -0.000   0.008  -0.000   0.003   0.017    -0.002   0.003   0.014   0.006  -0.003     0.002   0.015   0.008   0.005  -0.003
  22.098    0.019     0.001   0.003   0.002   0.003  -0.000    -0.002   0.002  -0.002   0.005  -0.002     0.002  -0.001   0.007   0.003  -0.002
  22.122   -0.035     0.000  -0.004  -0.001   0.004  -0.016    -0.002   0.003  -0.016   0.006  -0.002     0.003  -0.016   0.007   0.003  -0.003
  22.145   -0.078    -0.001  -0.014  -0.006   0.006  -0.027    -0.003   0.004  -0.026   0.006  -0.003     0.005  -0.027   0.007   0.003  -0.003
  22.168   -0.103    -0.001  -0.027  -0.011   0.007  -0.029    -0.004   0.005  -0.029   0.005  -0.003     0.008  -0.029   0.006   0.003  -0.003
  22.192   -0.108    -0.002  -0.040  -0.011   0.007  -0.025    -0.003   0.004  -0.024   0.003  -0.003     0.008  -0.025   0.004   0.002  -0.003
  22.215   -0.098    -0.001  -0.049  -0.005   0.005  -0.016    -0.002   0.001  -0.016  -0.000  -0.002     0.006  -0.017   0.000  -0.001  -0.001
  22.239   -0.079     0.001  -0.051   0.005   0.001  -0.007    -0.000  -0.003  -0.007  -0.005   0.000     0.002  -0.007  -0.004  -0.005   0.001
