 Substance:BZO200d       2023/12/04 18:04:51                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: I(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  59.046    0.997     0.144  -0.001   0.287   0.000  -0.000     0.189   0.000  -0.000   0.001   0.189    -0.000   0.000  -0.000  -0.001   0.190
  59.069    0.998     0.144  -0.001   0.287   0.000   0.000     0.189   0.000   0.000   0.001   0.189    -0.000   0.000  -0.000  -0.001   0.190
  59.093    0.998     0.144  -0.001   0.287  -0.000   0.000     0.189   0.000   0.000   0.001   0.189    -0.000   0.000  -0.000  -0.001   0.190
  59.116    0.998     0.144  -0.001   0.287  -0.000   0.000     0.189   0.001   0.000   0.000   0.189    -0.000   0.000  -0.000  -0.001   0.190
  59.139    0.999     0.144  -0.000   0.286  -0.000  -0.000     0.189   0.001   0.000   0.000   0.189    -0.000   0.000  -0.000  -0.000   0.190
  59.163    0.999     0.144  -0.000   0.286  -0.000  -0.000     0.189   0.001   0.000   0.000   0.189    -0.000   0.000  -0.000  -0.000   0.190
  59.186    0.999     0.144  -0.000   0.287  -0.000  -0.001     0.190   0.001   0.000  -0.000   0.189    -0.001   0.000  -0.000   0.000   0.190
  59.210    0.999     0.144  -0.000   0.287  -0.000  -0.001     0.190   0.001  -0.000  -0.000   0.189    -0.001   0.000  -0.000   0.001   0.190
  59.233    0.999     0.144  -0.000   0.287  -0.000  -0.001     0.190   0.001  -0.000  -0.000   0.189    -0.001   0.000  -0.000   0.001   0.190
  59.257    0.999     0.144  -0.000   0.287  -0.000  -0.000     0.190   0.000  -0.000  -0.001   0.189    -0.001   0.000   0.000   0.001   0.190
  59.280    0.999     0.144  -0.000   0.287  -0.000  -0.000     0.190   0.000  -0.000  -0.000   0.189    -0.001   0.000   0.001   0.001   0.190
  59.304    1.000     0.144  -0.000   0.287  -0.000   0.000     0.190   0.000  -0.000  -0.000   0.189    -0.001   0.000   0.001   0.001   0.190
  59.327    1.000     0.144  -0.001   0.287  -0.000   0.000     0.190   0.000   0.000  -0.000   0.189    -0.001   0.000   0.001   0.001   0.190
  59.351    1.000     0.144  -0.001   0.287  -0.000   0.001     0.190   0.000   0.000  -0.000   0.189    -0.001   0.000   0.001   0.000   0.189
  59.374    1.000     0.144  -0.001   0.287  -0.000   0.001     0.190   0.000   0.000   0.000   0.189    -0.001   0.000   0.001   0.000   0.189
  59.397    1.000     0.144  -0.001   0.287  -0.000   0.001     0.190   0.000   0.000   0.000   0.189    -0.001   0.001   0.000   0.000   0.189
  59.421    1.001     0.144  -0.001   0.287  -0.000   0.001     0.190   0.000   0.000   0.000   0.189    -0.001   0.001   0.000   0.000   0.189
  59.444    1.001     0.144  -0.000   0.287  -0.000   0.001     0.190   0.000   0.000  -0.000   0.189    -0.001   0.001  -0.000   0.000   0.189
  59.468    1.001     0.144  -0.000   0.287  -0.000   0.001     0.190   0.000  -0.000  -0.000   0.189    -0.000   0.001  -0.000   0.000   0.189
  59.491    1.002     0.144   0.000   0.287  -0.000   0.001     0.190   0.000  -0.000   0.000   0.189    -0.000   0.001   0.000   0.000   0.189
  59.515    1.003     0.144   0.001   0.287  -0.000   0.001     0.190   0.000  -0.000   0.000   0.189     0.000   0.000   0.000   0.000   0.189
  59.538    1.003     0.144   0.001   0.287  -0.000   0.001     0.190   0.000  -0.000   0.000   0.189     0.000   0.000   0.001   0.000   0.190
  59.562    1.004     0.144   0.001   0.287   0.000   0.001     0.190   0.000  -0.000   0.000   0.189     0.000  -0.000   0.001   0.000   0.190
  59.585    1.004     0.144   0.001   0.287   0.000   0.001     0.190   0.000   0.000   0.000   0.189     0.001  -0.000   0.001   0.000   0.190
  59.609    1.004     0.144   0.001   0.288   0.000   0.001     0.190   0.000   0.000   0.000   0.189     0.001  -0.000   0.001   0.000   0.190
  59.632    1.003     0.144   0.001   0.288   0.000   0.001     0.190  -0.000   0.000   0.000   0.189     0.000  -0.001   0.001  -0.000   0.190
  59.656    1.002     0.144   0.001   0.288   0.000   0.001     0.190  -0.000   0.000   0.000   0.189     0.000  -0.001   0.001  -0.000   0.189
  59.679    1.002     0.144   0.001   0.288   0.000   0.001     0.189  -0.000   0.000   0.000   0.189     0.000  -0.001   0.001  -0.000   0.189
  59.702    1.001     0.144   0.001   0.288  -0.000   0.001     0.189  -0.000   0.000   0.000   0.189     0.000  -0.001   0.001  -0.000   0.189
  59.726    1.001     0.144   0.001   0.288  -0.000   0.001     0.189  -0.000   0.000   0.000   0.189     0.000  -0.000   0.001  -0.000   0.189
  59.749    1.001     0.144   0.001   0.288  -0.000   0.000     0.189  -0.000   0.000   0.000   0.189    -0.000  -0.000   0.001  -0.000   0.190
  59.773    1.001     0.144   0.000   0.288  -0.000   0.000     0.189  -0.000   0.000   0.000   0.189    -0.000  -0.000   0.001   0.000   0.190
  59.796    1.001     0.144   0.000   0.288  -0.000   0.000     0.189  -0.000   0.000   0.000   0.189    -0.000  -0.000   0.001   0.000   0.190
  59.820    1.001     0.144   0.000   0.288  -0.000   0.001     0.189  -0.000   0.000   0.000   0.189    -0.001  -0.000   0.001   0.001   0.190
  59.843    1.001     0.144  -0.000   0.288  -0.000   0.001     0.189  -0.000   0.000   0.001   0.189    -0.001  -0.000   0.001   0.001   0.189
  59.867    1.001     0.144  -0.000   0.288  -0.000   0.000     0.190  -0.000   0.000   0.001   0.189    -0.001  -0.000   0.001   0.001   0.189
  59.890    1.001     0.144  -0.000   0.288  -0.000   0.000     0.190  -0.000   0.000   0.001   0.189    -0.000  -0.000   0.001   0.000   0.189
  59.914    1.000     0.144  -0.000   0.288  -0.001   0.000     0.190  -0.000   0.000   0.001   0.189    -0.000  -0.000   0.001   0.000   0.189
  59.937    1.000     0.144  -0.000   0.288  -0.001  -0.000     0.190  -0.000   0.000   0.001   0.189    -0.000  -0.000   0.001  -0.000   0.189
  59.961    0.999     0.144   0.000   0.288  -0.001  -0.001     0.190  -0.000   0.000   0.000   0.189     0.000  -0.000   0.001  -0.000   0.189
  59.984    0.998     0.144   0.000   0.288  -0.001  -0.001     0.190  -0.000   0.000   0.000   0.189     0.000  -0.000   0.000  -0.000   0.189
  60.007    0.997     0.144  -0.000   0.288  -0.001  -0.001     0.190  -0.000   0.000   0.000   0.189     0.001  -0.000  -0.000  -0.000   0.189
  60.031    0.997     0.145  -0.000   0.288  -0.001  -0.001     0.190  -0.000  -0.000  -0.000   0.189     0.001  -0.000  -0.000  -0.000   0.189
  60.054    0.997     0.145  -0.000   0.288  -0.000  -0.001     0.190  -0.000  -0.000  -0.000   0.189     0.001  -0.000  -0.001  -0.000   0.189
  60.078    0.998     0.145  -0.000   0.288  -0.000  -0.001     0.189  -0.000  -0.000  -0.000   0.189     0.001  -0.000  -0.001  -0.000   0.189
  60.101    0.998     0.145   0.000   0.288  -0.000  -0.001     0.189  -0.000  -0.000  -0.000   0.190     0.001  -0.000  -0.001  -0.000   0.189
  60.125    0.999     0.145   0.000   0.288   0.000  -0.000     0.190  -0.000  -0.000  -0.000   0.190     0.000  -0.000  -0.001  -0.000   0.189
  60.148    1.000     0.145   0.001   0.288   0.000  -0.000     0.190  -0.000   0.000  -0.000   0.190     0.000  -0.000  -0.000  -0.000   0.189
  60.172    1.000     0.145   0.001   0.288   0.000  -0.000     0.190  -0.001   0.001  -0.000   0.190     0.000  -0.001  -0.000  -0.000   0.189
  60.195    1.000     0.145   0.001   0.288   0.000  -0.000     0.190  -0.001   0.001  -0.001   0.190     0.000  -0.001  -0.000  -0.000   0.189
  60.219    1.000     0.144   0.001   0.287  -0.000  -0.001     0.190  -0.000   0.001  -0.001   0.190     0.001  -0.000  -0.000  -0.000   0.189
  60.242    1.000     0.144   0.000   0.287  -0.000  -0.001     0.190  -0.000   0.001  -0.001   0.190     0.001  -0.000  -0.000   0.000   0.189
  60.265    1.000     0.144   0.000   0.287   0.000  -0.001     0.190  -0.000   0.001  -0.001   0.189     0.000  -0.000  -0.000   0.000   0.190
  60.289    1.000     0.144   0.000   0.287   0.000  -0.001     0.190  -0.000   0.001  -0.001   0.189     0.000   0.000  -0.000   0.000   0.190
  60.312    1.000     0.144  -0.000   0.287   0.000  -0.000     0.190   0.000   0.001  -0.001   0.189     0.000   0.000  -0.001   0.000   0.190
  60.336    1.000     0.144  -0.000   0.287   0.000  -0.000     0.190   0.000   0.001  -0.001   0.189     0.000   0.001  -0.001   0.000   0.190
  60.359    1.001     0.144  -0.000   0.287   0.001   0.000     0.190  -0.000   0.000  -0.000   0.189     0.000   0.001  -0.001   0.000   0.190
  60.383    1.001     0.144  -0.000   0.287   0.001   0.000     0.190  -0.000   0.000   0.000   0.189     0.000   0.001  -0.001   0.000   0.189
  60.406    1.001     0.144  -0.000   0.287   0.001   0.000     0.190  -0.000   0.000   0.000   0.189     0.000   0.001  -0.001   0.000   0.189
  60.430    1.001     0.144  -0.000   0.287   0.001   0.000     0.190  -0.000   0.000   0.000   0.189     0.000   0.001  -0.001   0.000   0.189
  60.453    1.000     0.144  -0.000   0.287   0.001   0.000     0.190  -0.000   0.000   0.000   0.189     0.000   0.000  -0.000   0.000   0.189
  60.477    0.999     0.144  -0.000   0.287   0.001   0.000     0.190  -0.000  -0.000  -0.000   0.189     0.000   0.000  -0.000  -0.000   0.189
  60.500    0.999     0.144  -0.000   0.286   0.001   0.000     0.190  -0.000  -0.000  -0.000   0.189     0.000  -0.000  -0.000  -0.000   0.189
  60.524    0.998     0.144  -0.000   0.286   0.001   0.001     0.190  -0.000  -0.001  -0.000   0.189    -0.000  -0.000  -0.000  -0.000   0.189
  60.547    0.998     0.144   0.000   0.286   0.000   0.001     0.190  -0.000  -0.001   0.000   0.189    -0.000  -0.000  -0.000  -0.000   0.190
  60.570    0.998     0.144   0.000   0.286   0.000   0.001     0.190   0.000  -0.001   0.000   0.189    -0.000  -0.001  -0.000  -0.000   0.190
  60.594    0.998     0.144   0.000   0.287   0.000   0.001     0.189   0.000  -0.001   0.000   0.189    -0.000  -0.001  -0.001  -0.000   0.190
  60.617    0.999     0.144   0.000   0.287   0.000   0.001     0.189   0.001  -0.001   0.000   0.189     0.000  -0.000  -0.000  -0.000   0.190
  60.641    1.000     0.144   0.000   0.287  -0.000   0.001     0.190   0.001  -0.001   0.000   0.189     0.000  -0.000  -0.000  -0.000   0.190
  60.664    1.000     0.144  -0.000   0.287  -0.000   0.001     0.190   0.001  -0.001   0.000   0.189     0.001   0.000  -0.000  -0.000   0.190
  60.688    1.000     0.144  -0.000   0.287  -0.000   0.000     0.190   0.000  -0.001   0.000   0.189     0.001   0.000  -0.000  -0.000   0.190
  60.711    1.000     0.144  -0.000   0.287   0.000   0.000     0.190   0.000  -0.001  -0.000   0.189     0.001   0.000  -0.000  -0.000   0.190
  60.735    1.000     0.144  -0.000   0.287   0.000  -0.000     0.190   0.000  -0.001  -0.000   0.189     0.001   0.000  -0.000  -0.000   0.190
  60.758    0.999     0.144  -0.000   0.287   0.000  -0.000     0.190  -0.000  -0.001  -0.001   0.189     0.000   0.000  -0.000  -0.000   0.190
  60.782    0.999     0.144  -0.000   0.287   0.000  -0.000     0.190  -0.000  -0.001  -0.001   0.189     0.000  -0.000  -0.000  -0.000   0.190
  60.805    0.999     0.144  -0.000   0.287   0.000  -0.000     0.190  -0.000  -0.000  -0.000   0.189     0.000  -0.000  -0.000  -0.000   0.190
  60.828    0.999     0.144  -0.000   0.287   0.000  -0.000     0.189  -0.000  -0.000  -0.000   0.189     0.000  -0.001  -0.000   0.000   0.190
  60.852    0.999     0.144  -0.000   0.287  -0.000  -0.000     0.189  -0.000  -0.000  -0.000   0.189     0.000  -0.001  -0.000   0.000   0.190
  60.875    0.999     0.144  -0.001   0.287  -0.000  -0.000     0.189   0.000  -0.000   0.000   0.189     0.000  -0.001   0.000   0.000   0.190
  60.899    0.999     0.144  -0.001   0.287  -0.000  -0.000     0.189   0.000  -0.000   0.000   0.189     0.000  -0.001   0.000   0.000   0.190
  60.922    0.998     0.144  -0.001   0.287  -0.000   0.000     0.189   0.000  -0.000   0.000   0.189     0.000  -0.000   0.000   0.000   0.190
  60.946    0.998     0.144  -0.001   0.287  -0.000   0.000     0.189   0.001  -0.000   0.000   0.189     0.000  -0.000   0.001  -0.000   0.190
  60.969    0.999     0.144  -0.001   0.287   0.000   0.000     0.189   0.001  -0.000   0.000   0.189     0.000  -0.000   0.001  -0.000   0.190
  60.993    0.999     0.144  -0.001   0.287   0.000   0.000     0.189   0.000   0.000   0.000   0.189     0.000   0.000   0.000  -0.000   0.190
  61.016    1.000     0.144  -0.001   0.287   0.000   0.000     0.189   0.000   0.001  -0.000   0.189     0.000   0.000   0.000   0.000   0.190
  61.040    1.000     0.144  -0.001   0.287   0.000   0.000     0.190   0.000   0.001  -0.000   0.189     0.000   0.000   0.000   0.000   0.189
  61.063    0.999     0.144  -0.001   0.287   0.000   0.000     0.190  -0.000   0.001  -0.000   0.189     0.000   0.000   0.000   0.000   0.189
  61.087    0.999     0.144  -0.000   0.287   0.000  -0.000     0.190  -0.000   0.001  -0.000   0.189     0.000   0.000  -0.000   0.000   0.189
  61.110    0.998     0.144  -0.000   0.287  -0.000  -0.000     0.190  -0.000   0.001  -0.000   0.189     0.000   0.000  -0.000  -0.000   0.189
  61.133    0.998     0.144  -0.000   0.288  -0.000  -0.001     0.190  -0.000   0.000  -0.000   0.189     0.000   0.000  -0.000  -0.000   0.189
  61.157    0.997     0.144  -0.000   0.288  -0.000  -0.001     0.190  -0.000  -0.000  -0.000   0.189     0.000  -0.000  -0.000  -0.001   0.189
  61.180    0.998     0.144  -0.000   0.288  -0.000  -0.001     0.190  -0.000  -0.000  -0.000   0.189    -0.000  -0.000  -0.000  -0.001   0.189
  61.204    0.998     0.144   0.000   0.288  -0.000  -0.001     0.190  -0.000  -0.000  -0.000   0.189    -0.000  -0.000  -0.000  -0.001   0.189
  61.227    0.999     0.144   0.000   0.288   0.000  -0.001     0.190   0.000  -0.000  -0.000   0.189    -0.001  -0.000  -0.000  -0.000   0.189
  61.251    1.000     0.144   0.001   0.288   0.000  -0.000     0.190   0.000   0.000  -0.000   0.189    -0.001   0.000  -0.000  -0.000   0.189
  61.274    1.001     0.144   0.001   0.288   0.000  -0.000     0.190   0.000   0.000  -0.000   0.189    -0.001   0.000  -0.000   0.000   0.189
  61.298    1.001     0.144   0.001   0.288   0.000  -0.000     0.190   0.001   0.001  -0.000   0.189    -0.001   0.000  -0.000   0.000   0.189
  61.321    1.001     0.144   0.001   0.288   0.000  -0.000     0.190   0.001   0.001  -0.000   0.190    -0.001  -0.000  -0.000   0.000   0.189
  61.345    1.002     0.144   0.001   0.287   0.000  -0.000     0.190   0.001   0.001   0.000   0.190    -0.001  -0.000  -0.001  -0.000   0.189
  61.368    1.001     0.144   0.001   0.287   0.000  -0.000     0.190   0.001   0.001   0.000   0.190    -0.001  -0.000  -0.001  -0.000   0.189
  61.391    1.001     0.144   0.001   0.287   0.000  -0.000     0.190   0.001   0.000   0.001   0.190    -0.001  -0.000  -0.001  -0.001   0.189
  61.415    1.001     0.144   0.001   0.287  -0.000  -0.000     0.190   0.000   0.000   0.001   0.189    -0.001   0.000  -0.001  -0.001   0.189
  61.438    1.000     0.144   0.000   0.288  -0.000   0.000     0.190   0.000   0.000   0.001   0.189    -0.001   0.000  -0.001  -0.001   0.189
  61.462    1.000     0.144   0.000   0.288  -0.000   0.000     0.190   0.000   0.000   0.001   0.189    -0.000   0.001  -0.000  -0.000   0.189
  61.485    1.000     0.144   0.000   0.288  -0.000   0.000     0.190  -0.000   0.000   0.000   0.189    -0.000   0.001  -0.000  -0.000   0.189
  61.509    1.000     0.144   0.000   0.288  -0.000   0.000     0.190  -0.000  -0.000   0.000   0.189    -0.000   0.001   0.000   0.000   0.189
  61.532    1.000     0.144   0.000   0.288  -0.000   0.000     0.190  -0.000  -0.000  -0.000   0.189    -0.000   0.001   0.000   0.000   0.189
  61.556    1.000     0.144   0.000   0.288  -0.000   0.000     0.189  -0.000  -0.001  -0.000   0.189    -0.000   0.000   0.000   0.000   0.189
  61.579    1.000     0.144   0.000   0.288  -0.000   0.000     0.189  -0.000  -0.001   0.000   0.189    -0.000   0.000   0.000   0.001   0.189
  61.603    0.999     0.144   0.000   0.288  -0.000  -0.000     0.189   0.000  -0.001   0.000   0.189    -0.000  -0.000   0.000   0.001   0.189
  61.626    0.999     0.144   0.001   0.287  -0.000  -0.000     0.189   0.000  -0.001   0.000   0.189    -0.000  -0.000   0.000   0.001   0.189
  61.650    0.999     0.144   0.001   0.287  -0.000  -0.001     0.190   0.000  -0.001   0.000   0.189    -0.001  -0.000  -0.000   0.001   0.189
  61.673    1.000     0.144   0.001   0.287  -0.000  -0.001     0.190   0.000  -0.001   0.000   0.189    -0.001   0.000  -0.000   0.001   0.190
  61.696    1.000     0.145   0.000   0.287   0.000  -0.001     0.190   0.000  -0.001   0.000   0.189    -0.001   0.000  -0.000   0.001   0.190
  61.720    1.001     0.145   0.000   0.287   0.000  -0.001     0.190   0.000  -0.000   0.000   0.189    -0.001   0.001  -0.000   0.001   0.190
  61.743    1.002     0.145   0.000   0.287   0.000  -0.001     0.190   0.000   0.000   0.000   0.189    -0.000   0.001   0.000   0.001   0.190
  61.767    1.002     0.145   0.000   0.287   0.000  -0.001     0.190   0.000   0.000   0.000   0.189    -0.000   0.001   0.000   0.001   0.190
  61.790    1.001     0.145  -0.000   0.287  -0.000  -0.000     0.189   0.000   0.000  -0.000   0.189    -0.000   0.001   0.000   0.000   0.190
  61.814    1.001     0.145  -0.000   0.287  -0.000  -0.000     0.189   0.001   0.000  -0.000   0.189    -0.000   0.000   0.001   0.000   0.190
  61.837    1.001     0.144   0.000   0.287  -0.000   0.000     0.189   0.001   0.000  -0.000   0.189    -0.000   0.000   0.001  -0.000   0.190
  61.861    1.000     0.144   0.000   0.287  -0.001   0.001     0.189   0.000  -0.000   0.000   0.189    -0.000   0.000   0.001  -0.000   0.189
  61.884    1.001     0.144   0.000   0.287  -0.001   0.001     0.190   0.000  -0.000   0.000   0.189    -0.000  -0.000   0.001  -0.000   0.189
  61.908    1.001     0.144   0.000   0.287  -0.000   0.001     0.190   0.000  -0.000   0.000   0.189    -0.000  -0.000   0.001  -0.000   0.189
  61.931    1.001     0.144   0.000   0.287  -0.000   0.001     0.190   0.000  -0.000   0.001   0.189    -0.000  -0.000   0.001  -0.000   0.189
  61.954    1.002     0.144   0.000   0.287  -0.000   0.001     0.190  -0.000  -0.000   0.001   0.189    -0.000  -0.000   0.001  -0.000   0.189
  61.978    1.001     0.144   0.000   0.287   0.000   0.001     0.190  -0.000  -0.000   0.001   0.189    -0.000   0.000   0.001  -0.000   0.189
  62.001    1.001     0.144  -0.000   0.287   0.000   0.000     0.190  -0.000  -0.000   0.001   0.189    -0.000   0.000   0.000  -0.000   0.189
  62.025    1.000     0.144  -0.000   0.287   0.000   0.000     0.190  -0.001  -0.000   0.000   0.189     0.000   0.000   0.000  -0.000   0.189
  62.048    1.000     0.144  -0.000   0.287   0.000   0.000     0.189  -0.001   0.000   0.000   0.189     0.000   0.000   0.000   0.000   0.189
  62.072    1.000     0.144  -0.000   0.287   0.000   0.000     0.189  -0.001   0.000  -0.000   0.189     0.000   0.000   0.001   0.000   0.189
  62.095    1.000     0.145  -0.000   0.287  -0.000   0.000     0.189  -0.001   0.000  -0.000   0.189     0.001   0.000   0.001   0.000   0.189
  62.119    1.000     0.145  -0.000   0.287  -0.000   0.000     0.189  -0.001   0.000  -0.001   0.189     0.001   0.000   0.001   0.000   0.189
  62.142    1.000     0.145  -0.000   0.287  -0.000  -0.000     0.189  -0.001   0.000  -0.001   0.189     0.001  -0.000   0.001   0.001   0.189
  62.166    1.000     0.145  -0.000   0.287  -0.000  -0.000     0.189  -0.001  -0.000  -0.000   0.190     0.001  -0.000   0.001   0.001   0.189
  62.189    1.000     0.144  -0.000   0.287  -0.000  -0.000     0.189  -0.000  -0.000  -0.000   0.190     0.001  -0.000   0.001   0.000   0.189
  62.213    0.999     0.144  -0.000   0.287  -0.000  -0.000     0.189  -0.000  -0.000  -0.000   0.190     0.001  -0.000   0.000   0.000   0.190
  62.236    0.999     0.144  -0.000   0.287  -0.000  -0.000     0.190   0.000  -0.000  -0.000   0.189     0.001  -0.000   0.000  -0.000   0.190
  62.259    0.999     0.144  -0.000   0.287   0.000  -0.000     0.190   0.000  -0.000  -0.000   0.189     0.001   0.000  -0.000  -0.000   0.190
  62.283    1.000     0.144  -0.000   0.287   0.000   0.000     0.190   0.000  -0.000  -0.000   0.189     0.001   0.000  -0.000  -0.000   0.190
  62.306    1.000     0.144  -0.000   0.287   0.000   0.000     0.190  -0.000  -0.000  -0.000   0.189     0.000   0.000  -0.000  -0.000   0.190
  62.330    1.000     0.144  -0.000   0.287   0.000   0.000     0.190  -0.000  -0.000  -0.000   0.189     0.000   0.000  -0.000  -0.000   0.190
  62.353    1.000     0.144  -0.000   0.287   0.000   0.001     0.190  -0.000  -0.000  -0.000   0.189    -0.000   0.000  -0.000  -0.000   0.190
  62.377    0.999     0.144   0.000   0.287   0.000   0.001     0.190  -0.000  -0.000  -0.000   0.189    -0.000   0.000  -0.000  -0.000   0.190
  62.400    0.999     0.144   0.000   0.287   0.000   0.001     0.190  -0.000  -0.000  -0.000   0.189    -0.000   0.000  -0.000  -0.000   0.190
  62.424    0.999     0.144   0.000   0.287   0.000   0.001     0.189  -0.000  -0.000  -0.000   0.189     0.000   0.000  -0.000  -0.001   0.190
  62.447    0.999     0.144   0.001   0.287   0.000   0.000     0.189  -0.000  -0.000  -0.000   0.189     0.000  -0.000  -0.000  -0.001   0.190
  62.471    0.998     0.144   0.001   0.287   0.000   0.000     0.189  -0.001  -0.000  -0.000   0.189     0.000  -0.000  -0.000  -0.001   0.190
  62.494    0.998     0.144   0.000   0.287   0.000  -0.000     0.189  -0.001  -0.000  -0.000   0.189     0.001  -0.000  -0.000  -0.001   0.190
  62.518    0.998     0.144   0.000   0.287   0.000  -0.000     0.189  -0.001   0.000  -0.000   0.189     0.001  -0.000  -0.000  -0.000   0.190
  62.541    0.998     0.144   0.000   0.287   0.000  -0.000     0.189  -0.001   0.000  -0.000   0.189     0.000  -0.001  -0.000  -0.000   0.189
  62.564    0.998     0.144  -0.000   0.287   0.000  -0.000     0.189  -0.001   0.000  -0.000   0.189     0.000  -0.001  -0.000   0.000   0.189
  62.588    0.999     0.144  -0.001   0.287   0.000  -0.000     0.189  -0.001   0.001  -0.000   0.189     0.000  -0.001  -0.000   0.000   0.189
  62.611    0.999     0.144  -0.001   0.287   0.000   0.000     0.190  -0.000   0.001   0.000   0.189     0.000  -0.001  -0.001   0.000   0.189
  62.635    1.000     0.144  -0.001   0.287   0.000   0.000     0.190  -0.000   0.001  -0.000   0.189     0.001  -0.001  -0.001   0.000   0.189
  62.658    1.000     0.144  -0.001   0.287   0.000   0.000     0.190  -0.000   0.001  -0.000   0.189     0.001  -0.001  -0.001  -0.000   0.189
  62.682    1.000     0.144  -0.001   0.287   0.000   0.000     0.190  -0.000   0.001  -0.000   0.189     0.001  -0.001  -0.000  -0.000   0.189
  62.705    1.000     0.144  -0.001   0.287   0.000   0.000     0.190   0.000   0.001  -0.000   0.189     0.001  -0.000  -0.000  -0.001   0.189
  62.729    1.000     0.144  -0.001   0.287   0.000   0.000     0.190   0.000   0.001  -0.000   0.189     0.001  -0.000  -0.000  -0.001   0.189
  62.752    1.000     0.144  -0.001   0.287   0.000   0.000     0.190   0.000   0.001  -0.000   0.189     0.000  -0.000  -0.000  -0.001   0.189
  62.776    1.001     0.144  -0.001   0.287   0.000   0.000     0.190   0.000   0.001  -0.000   0.189     0.000   0.000  -0.000  -0.001   0.189
  62.799    1.001     0.144  -0.001   0.288   0.000   0.000     0.190   0.000   0.001  -0.000   0.189    -0.000   0.000  -0.000  -0.000   0.189
  62.822    1.001     0.144  -0.000   0.288  -0.000   0.000     0.190   0.000   0.001  -0.000   0.189    -0.000   0.000  -0.000  -0.000   0.189
  62.846    1.001     0.144  -0.000   0.288  -0.000   0.000     0.190   0.000   0.001  -0.000   0.189    -0.001   0.000  -0.000  -0.000   0.189
  62.869    1.001     0.144   0.000   0.289  -0.000  -0.000     0.190   0.000   0.000  -0.000   0.189    -0.001   0.000  -0.000  -0.000   0.189
  62.893    1.000     0.144   0.000   0.289  -0.000  -0.000     0.190   0.000  -0.000  -0.000   0.189    -0.001   0.000  -0.000  -0.000   0.189
  62.916    0.999     0.144   0.000   0.289  -0.000  -0.000     0.190   0.000  -0.001  -0.000   0.189    -0.000   0.000  -0.001  -0.000   0.189
  62.940    0.999     0.144   0.000   0.288  -0.000  -0.000     0.190   0.000  -0.001  -0.000   0.189    -0.000   0.000  -0.001  -0.000   0.189
  62.963    0.999     0.144   0.000   0.288   0.000  -0.000     0.190   0.000  -0.001  -0.000   0.189    -0.000   0.000  -0.001   0.000   0.189
  62.987    0.999     0.144   0.000   0.288   0.000  -0.000     0.190   0.000  -0.000  -0.000   0.189     0.000   0.000  -0.001   0.001   0.189
  63.010    1.000     0.144   0.000   0.288   0.000  -0.000     0.189   0.000   0.000  -0.000   0.189     0.000   0.000  -0.001   0.001   0.189
  63.034    1.001     0.144   0.000   0.287   0.000  -0.000     0.189   0.000   0.000  -0.000   0.189     0.000   0.000  -0.001   0.001   0.189
  63.057    1.001     0.144   0.000   0.287   0.000  -0.000     0.189   0.000   0.001  -0.000   0.189     0.000   0.000  -0.001   0.001   0.189
  63.081    1.001     0.144   0.000   0.287   0.001  -0.000     0.189   0.000   0.001  -0.000   0.189    -0.000   0.000  -0.000   0.001   0.189
  63.104    1.000     0.144   0.000   0.288   0.001  -0.000     0.189   0.000   0.001  -0.000   0.189    -0.000  -0.000  -0.000   0.000   0.189
  63.127    1.000     0.144   0.000   0.288   0.001  -0.000     0.189   0.000   0.000  -0.000   0.189    -0.000  -0.000  -0.000   0.000   0.189
  63.151    1.000     0.144   0.001   0.288   0.000  -0.000     0.189   0.001   0.000  -0.000   0.189    -0.000  -0.001  -0.000  -0.000   0.189
  63.174    0.999     0.144   0.001   0.288   0.000   0.000     0.189   0.001  -0.000  -0.000   0.189    -0.000  -0.001  -0.000  -0.000   0.189
  63.198    0.999     0.144   0.001   0.288  -0.000   0.000     0.189   0.001  -0.000  -0.000   0.189     0.000  -0.001  -0.000  -0.001   0.189
  63.221    0.999     0.144   0.001   0.288  -0.000   0.000     0.189   0.001  -0.001  -0.000   0.189     0.000  -0.001  -0.000  -0.001   0.189
  63.245    0.999     0.144   0.001   0.288  -0.000   0.000     0.189   0.000  -0.001  -0.000   0.189     0.000  -0.001   0.000  -0.000   0.189
  63.268    0.999     0.144   0.001   0.288  -0.000   0.000     0.189   0.000  -0.001   0.000   0.189     0.000  -0.001   0.000  -0.000   0.189
  63.292    0.999     0.144   0.001   0.287  -0.000  -0.000     0.189   0.000  -0.001   0.000   0.189     0.000  -0.001   0.000  -0.000   0.189
