 Substance:BZO200d       2023/12/04 18:04:51                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: I(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
   8.211    0.481     0.181   0.436   0.368  -0.116  -0.176     0.231  -0.112  -0.167  -0.114   0.232    -0.117  -0.178  -0.110  -0.108   0.234
   8.234    0.447     0.162   0.408   0.321  -0.103  -0.165     0.208  -0.097  -0.154  -0.098   0.209    -0.102  -0.166  -0.094  -0.091   0.209
   8.257    0.395     0.135   0.311   0.257  -0.082  -0.129     0.176  -0.076  -0.117  -0.076   0.176    -0.080  -0.128  -0.075  -0.069   0.174
   8.281    0.327     0.102   0.191   0.182  -0.058  -0.086     0.138  -0.052  -0.075  -0.052   0.138    -0.054  -0.082  -0.052  -0.045   0.134
   8.304    0.264     0.072   0.087   0.112  -0.035  -0.047     0.102  -0.029  -0.038  -0.030   0.101    -0.030  -0.043  -0.031  -0.022   0.096
   8.328    0.245     0.050   0.021   0.063  -0.017  -0.018     0.077  -0.011  -0.012  -0.011   0.075    -0.010  -0.013  -0.013  -0.004   0.069
   8.351    0.310     0.040  -0.004   0.042  -0.002   0.004     0.066   0.003   0.009   0.004   0.064     0.005   0.009   0.001   0.010   0.059
   8.375    0.477     0.041   0.006   0.046   0.013   0.026     0.068   0.017   0.029   0.018   0.066     0.019   0.029   0.014   0.023   0.062
   8.398    0.729     0.049   0.036   0.063   0.030   0.049     0.077   0.034   0.052   0.036   0.075     0.035   0.051   0.031   0.038   0.073
   8.422    1.013     0.058   0.072   0.083   0.050   0.073     0.087   0.053   0.077   0.056   0.085     0.052   0.074   0.051   0.056   0.086
   8.445    1.255     0.066   0.097   0.102   0.066   0.094     0.097   0.069   0.099   0.074   0.094     0.066   0.095   0.068   0.071   0.097
   8.469    1.391     0.075   0.094   0.121   0.072   0.110     0.108   0.074   0.115   0.080   0.104     0.070   0.111   0.074   0.075   0.108
   8.492    1.392     0.087   0.050   0.150   0.062   0.121     0.123   0.062   0.125   0.068   0.119     0.057   0.123   0.062   0.061   0.122
   8.516    1.275     0.104  -0.038   0.190   0.034   0.131     0.144   0.033   0.133   0.037   0.140     0.029   0.134   0.031   0.030   0.143
   8.539    1.091     0.125  -0.159   0.240  -0.004   0.141     0.170  -0.007   0.142  -0.005   0.167    -0.010   0.145  -0.011  -0.012   0.169
   8.562    0.905     0.147  -0.281   0.292  -0.043   0.150     0.196  -0.046   0.149  -0.047   0.193    -0.048   0.154  -0.053  -0.052   0.195
   8.586    0.762     0.164  -0.364   0.334  -0.072   0.151     0.216  -0.076   0.149  -0.080   0.216    -0.077   0.154  -0.085  -0.083   0.216
   8.609    0.677     0.175  -0.371   0.361  -0.090   0.134     0.229  -0.093   0.132  -0.098   0.229    -0.093   0.136  -0.103  -0.100   0.229
   8.633    0.634     0.180  -0.286   0.373  -0.099   0.095     0.234  -0.101   0.095  -0.106   0.235    -0.101   0.097  -0.110  -0.107   0.235
   8.656    0.609     0.180  -0.122   0.373  -0.104   0.040     0.233  -0.105   0.041  -0.109   0.234    -0.106   0.041  -0.113  -0.110   0.234
   8.680    0.589     0.179   0.078   0.369  -0.109  -0.023     0.230  -0.108  -0.019  -0.110   0.232    -0.111  -0.022  -0.114  -0.113   0.231
   8.703    0.580     0.177   0.253   0.364  -0.109  -0.084     0.227  -0.107  -0.078  -0.107   0.229    -0.111  -0.082  -0.110  -0.111   0.228
   8.727    0.599     0.176   0.349   0.363  -0.095  -0.139     0.225  -0.092  -0.132  -0.089   0.227    -0.096  -0.136  -0.092  -0.096   0.227
   8.750    0.661     0.176   0.335   0.363  -0.057  -0.191     0.225  -0.054  -0.186  -0.048   0.226    -0.058  -0.189  -0.050  -0.057   0.227
   8.774    0.761     0.176   0.216   0.365   0.006  -0.250     0.226   0.009  -0.245   0.019   0.226     0.006  -0.249   0.017   0.010   0.228
   8.797    0.882     0.176   0.034   0.368   0.087  -0.314     0.226   0.089  -0.312   0.103   0.226     0.087  -0.314   0.102   0.096   0.228
   8.820    1.015     0.175  -0.154   0.368   0.168  -0.373     0.226   0.169  -0.372   0.188   0.226     0.169  -0.374   0.187   0.183   0.228
   8.844    1.170     0.174  -0.289   0.365   0.231  -0.404     0.224   0.232  -0.404   0.255   0.224     0.234  -0.405   0.254   0.253   0.226
   8.867    1.378     0.170  -0.334   0.355   0.266  -0.384     0.219   0.266  -0.383   0.292   0.220     0.270  -0.383   0.290   0.293   0.222
   8.891    1.666     0.164  -0.283   0.339   0.272  -0.301     0.210   0.271  -0.301   0.298   0.212     0.276  -0.299   0.296   0.301   0.213
   8.914    2.029     0.154  -0.159   0.317   0.256  -0.168     0.199   0.255  -0.168   0.280   0.201     0.260  -0.165   0.279   0.285   0.202
   8.938    2.406     0.144  -0.007   0.293   0.230  -0.015     0.187   0.229  -0.015   0.252   0.189     0.234  -0.011   0.252   0.256   0.190
   8.961    2.692     0.134   0.123   0.270   0.201   0.120     0.176   0.200   0.118   0.221   0.178     0.204   0.123   0.223   0.224   0.178
   8.985    2.782     0.125   0.193   0.250   0.171   0.208     0.168   0.170   0.205   0.189   0.169     0.174   0.210   0.193   0.190   0.169
   9.008    2.619     0.119   0.187   0.235   0.136   0.239     0.161   0.136   0.235   0.155   0.162     0.139   0.239   0.160   0.153   0.161
   9.032    2.226     0.114   0.113   0.221   0.096   0.225     0.156   0.097   0.220   0.117   0.157     0.100   0.223   0.122   0.112   0.155
   9.055    1.703     0.109   0.006   0.208   0.051   0.185     0.151   0.053   0.180   0.074   0.152     0.055   0.181   0.079   0.067   0.149
   9.079    1.185     0.107  -0.089   0.200   0.007   0.139     0.148   0.009   0.135   0.031   0.150     0.011   0.133   0.035   0.022   0.146
   9.102    0.787     0.110  -0.129   0.205  -0.031   0.094     0.151  -0.030   0.090  -0.009   0.152    -0.028   0.087  -0.006  -0.019   0.149
   9.125    0.568     0.122  -0.090   0.231  -0.061   0.048     0.164  -0.061   0.045  -0.044   0.164    -0.060   0.040  -0.041  -0.053   0.162
   9.149    0.519     0.143   0.025   0.280  -0.082  -0.003     0.189  -0.084  -0.006  -0.073   0.187    -0.083  -0.011  -0.070  -0.080   0.187
   9.172    0.578     0.170   0.185   0.345  -0.098  -0.060     0.220  -0.100  -0.062  -0.097   0.218    -0.100  -0.066  -0.094  -0.102   0.219
   9.196    0.670     0.196   0.343   0.406  -0.108  -0.114     0.250  -0.110  -0.116  -0.116   0.247    -0.111  -0.117  -0.112  -0.117   0.249
   9.219    0.729     0.210   0.454   0.441  -0.112  -0.153     0.268  -0.113  -0.155  -0.126   0.264    -0.115  -0.153  -0.122  -0.125   0.266
   9.243    0.720     0.207   0.487   0.432  -0.108  -0.168     0.264  -0.108  -0.171  -0.124   0.261    -0.110  -0.163  -0.121  -0.121   0.263
   9.266    0.642     0.185   0.439   0.379  -0.095  -0.156     0.237  -0.094  -0.159  -0.110   0.235    -0.095  -0.148  -0.108  -0.106   0.237
   9.290    0.526     0.149   0.333   0.294  -0.075  -0.123     0.196  -0.073  -0.127  -0.086   0.195    -0.074  -0.113  -0.085  -0.082   0.195
   9.313    0.429     0.111   0.206   0.202  -0.051  -0.079     0.151  -0.048  -0.083  -0.057   0.151    -0.048  -0.069  -0.057  -0.052   0.151
   9.337    0.417     0.081   0.100   0.128  -0.025  -0.032     0.115  -0.022  -0.037  -0.027   0.115    -0.020  -0.024  -0.027  -0.022   0.114
   9.360    0.543     0.063   0.043   0.086   0.001   0.013     0.094   0.005   0.007   0.003   0.094     0.008   0.018   0.004   0.009   0.093
   9.383    0.819     0.059   0.044   0.078   0.029   0.055     0.090   0.034   0.048   0.035   0.089     0.037   0.057   0.036   0.041   0.088
   9.407    1.202     0.065   0.085   0.095   0.058   0.093     0.098   0.063   0.087   0.066   0.096     0.067   0.092   0.068   0.074   0.096
   9.430    1.603     0.078   0.134   0.127   0.084   0.129     0.113   0.088   0.124   0.092   0.111     0.092   0.126   0.095   0.101   0.111
   9.454    1.918     0.095   0.148   0.172   0.097   0.162     0.133   0.100   0.159   0.105   0.132     0.103   0.158   0.109   0.114   0.132
   9.477    2.064     0.118   0.096   0.228   0.089   0.193     0.159   0.090   0.192   0.096   0.159     0.093   0.189   0.100   0.104   0.159
   9.501    2.020     0.147  -0.031   0.298   0.056   0.221     0.192   0.056   0.222   0.062   0.192     0.058   0.217   0.066   0.069   0.193
   9.524    1.821     0.181  -0.212   0.379   0.003   0.245     0.231   0.003   0.248   0.009   0.231     0.004   0.241   0.012   0.014   0.232
   9.548    1.544     0.215  -0.398   0.459  -0.057   0.259     0.270  -0.057   0.262  -0.051   0.270    -0.057   0.255  -0.050  -0.048   0.271
   9.571    1.267     0.242  -0.529   0.521  -0.109   0.257     0.301  -0.109   0.259  -0.104   0.301    -0.110   0.253  -0.104  -0.103   0.302
   9.595    1.043     0.255  -0.556   0.552  -0.143   0.232     0.317  -0.143   0.232  -0.140   0.317    -0.145   0.228  -0.140  -0.139   0.316
   9.618    0.889     0.252  -0.465   0.545  -0.154   0.182     0.314  -0.154   0.180  -0.154   0.314    -0.157   0.180  -0.154  -0.153   0.313
   9.642    0.792     0.235  -0.282   0.506  -0.145   0.113     0.295  -0.146   0.110  -0.150   0.296    -0.150   0.113  -0.149  -0.148   0.293
   9.665    0.730     0.210  -0.064   0.448  -0.124   0.036     0.267  -0.125   0.033  -0.133   0.268    -0.129   0.038  -0.131  -0.130   0.265
   9.688    0.684     0.185   0.121   0.387  -0.095  -0.037     0.236  -0.097  -0.040  -0.108   0.239    -0.102  -0.033  -0.105  -0.103   0.235
   9.712    0.646     0.163   0.222   0.334  -0.062  -0.097     0.209  -0.065  -0.099  -0.076   0.213    -0.070  -0.091  -0.073  -0.071   0.210
   9.735    0.617     0.146   0.222   0.294  -0.027  -0.141     0.189  -0.029  -0.142  -0.039   0.193    -0.035  -0.132  -0.037  -0.035   0.190
   9.759    0.609     0.134   0.142   0.264   0.009  -0.167     0.176   0.008  -0.167   0.002   0.178     0.003  -0.157   0.003   0.005   0.177
   9.782    0.640     0.125   0.029   0.242   0.045  -0.176     0.166   0.046  -0.174   0.043   0.165     0.040  -0.165   0.042   0.045   0.167
   9.806    0.731     0.117  -0.065   0.223   0.077  -0.166     0.158   0.079  -0.163   0.080   0.155     0.074  -0.156   0.078   0.080   0.159
   9.829    0.899     0.110  -0.105   0.206   0.103  -0.135     0.151   0.106  -0.132   0.108   0.146     0.101  -0.126   0.106   0.106   0.152
   9.853    1.139     0.104  -0.082   0.191   0.120  -0.084     0.145   0.123  -0.080   0.126   0.139     0.119  -0.076   0.124   0.123   0.146
   9.876    1.418     0.100  -0.017   0.183   0.127  -0.018     0.141   0.129  -0.015   0.133   0.136     0.126  -0.012   0.131   0.129   0.143
   9.900    1.673     0.101   0.050   0.184   0.124   0.052     0.142   0.125   0.055   0.128   0.139     0.123   0.057   0.128   0.125   0.143
   9.923    1.835     0.107   0.078   0.199   0.109   0.115     0.149   0.109   0.116   0.111   0.148     0.108   0.118   0.112   0.108   0.150
   9.946    1.854     0.119   0.043   0.228   0.083   0.161     0.162   0.082   0.162   0.081   0.163     0.082   0.162   0.083   0.080   0.163
   9.970    1.722     0.137  -0.053   0.270   0.047   0.186     0.182   0.044   0.186   0.041   0.184     0.046   0.186   0.043   0.040   0.182
   9.993    1.479     0.157  -0.182   0.319   0.006   0.191     0.205   0.002   0.192  -0.006   0.206     0.005   0.190  -0.004  -0.007   0.204
  10.017    1.199     0.176  -0.296   0.365  -0.035   0.180     0.226  -0.040   0.182  -0.052   0.227    -0.034   0.178  -0.051  -0.054   0.226
  10.040    0.953     0.190  -0.351   0.399  -0.067   0.156     0.241  -0.073   0.159  -0.090   0.242    -0.065   0.154  -0.090  -0.093   0.241
  10.064    0.788     0.197  -0.323   0.415  -0.085   0.121     0.248  -0.092   0.125  -0.115   0.248    -0.083   0.118  -0.116  -0.119   0.249
  10.087    0.709     0.195  -0.217   0.409  -0.089   0.078     0.246  -0.095   0.083  -0.125   0.246    -0.086   0.075  -0.127  -0.130   0.246
  10.111    0.687     0.186  -0.066   0.385  -0.081   0.032     0.236  -0.087   0.035  -0.121   0.235    -0.078   0.028  -0.124  -0.127   0.236
  10.134    0.681     0.171   0.083   0.348  -0.068  -0.010     0.220  -0.072  -0.009  -0.109   0.218    -0.065  -0.016  -0.113  -0.115   0.219
  10.158    0.655     0.153   0.188   0.302  -0.053  -0.041     0.199  -0.057  -0.043  -0.094   0.197    -0.052  -0.048  -0.098  -0.098   0.199
  10.181    0.599     0.133   0.226   0.252  -0.040  -0.054     0.177  -0.043  -0.059  -0.078   0.174    -0.040  -0.062  -0.082  -0.081   0.176
  10.205    0.526     0.112   0.202   0.202  -0.029  -0.049     0.154  -0.033  -0.057  -0.062   0.151    -0.031  -0.058  -0.065  -0.062   0.153
  10.228    0.461     0.092   0.142   0.154  -0.020  -0.033     0.132  -0.024  -0.042  -0.045   0.129    -0.023  -0.041  -0.047  -0.044   0.131
  10.251    0.431     0.075   0.078   0.114  -0.010  -0.011     0.113  -0.015  -0.020  -0.027   0.110    -0.013  -0.018  -0.028  -0.025   0.111
  10.275    0.451     0.062   0.034   0.085   0.002   0.008     0.099  -0.004  -0.001  -0.009   0.096    -0.002   0.002  -0.010  -0.007   0.097
  10.298    0.518     0.056   0.020   0.070   0.013   0.022     0.091   0.008   0.014   0.007   0.088     0.009   0.017   0.007   0.008   0.088
  10.322    0.614     0.056   0.028   0.071   0.021   0.031     0.091   0.018   0.023   0.019   0.088     0.018   0.027   0.019   0.018   0.087
  10.345    0.713     0.062   0.035   0.086   0.025   0.040     0.097   0.022   0.032   0.024   0.094     0.021   0.037   0.023   0.021   0.093
  10.369    0.791     0.073   0.021   0.112   0.021   0.054     0.109   0.021   0.045   0.021   0.105     0.018   0.050   0.019   0.017   0.104
  10.392    0.831     0.088  -0.027   0.146   0.011   0.072     0.123   0.012   0.063   0.011   0.121     0.007   0.068   0.008   0.007   0.121
  10.416    0.829     0.104  -0.101   0.186  -0.006   0.090     0.141  -0.003   0.082  -0.006   0.141    -0.009   0.086  -0.009  -0.009   0.140
  10.439    0.798     0.123  -0.175   0.231  -0.027   0.102     0.161  -0.023   0.095  -0.026   0.162    -0.029   0.098  -0.029  -0.028   0.162
  10.463    0.754     0.142  -0.213   0.278  -0.051   0.100     0.183  -0.046   0.094  -0.049   0.185    -0.052   0.097  -0.052  -0.048   0.185
  10.486    0.715     0.161  -0.188   0.326  -0.075   0.080     0.205  -0.070   0.075  -0.071   0.207    -0.075   0.077  -0.074  -0.070   0.208
  10.510    0.696     0.179  -0.091   0.371  -0.098   0.040     0.226  -0.093   0.036  -0.090   0.227    -0.097   0.038  -0.093  -0.089   0.228
  10.533    0.698     0.194   0.055   0.408  -0.114  -0.016     0.244  -0.108  -0.018  -0.102   0.244    -0.112  -0.017  -0.105  -0.101   0.245
  10.556    0.718     0.204   0.204   0.435  -0.117  -0.080     0.256  -0.112  -0.082  -0.101   0.256    -0.115  -0.081  -0.104  -0.102   0.256
  10.580    0.747     0.208   0.303   0.447  -0.102  -0.147     0.262  -0.097  -0.147  -0.084   0.261    -0.100  -0.147  -0.085  -0.085   0.261
  10.603    0.782     0.206   0.315   0.444  -0.066  -0.207     0.261  -0.063  -0.207  -0.048   0.260    -0.066  -0.208  -0.049  -0.049   0.259
  10.627    0.824     0.198   0.237   0.427  -0.014  -0.254     0.252  -0.013  -0.252   0.003   0.253    -0.014  -0.256   0.003   0.002   0.251
  10.650    0.886     0.186   0.101   0.399   0.046  -0.280     0.239   0.046  -0.277   0.061   0.240     0.046  -0.284   0.062   0.062   0.239
  10.674    0.980     0.170  -0.037   0.362   0.103  -0.279     0.221   0.101  -0.275   0.114   0.223     0.103  -0.284   0.116   0.118   0.223
  10.697    1.114     0.154  -0.126   0.321   0.144  -0.249     0.202   0.141  -0.243   0.154   0.205     0.145  -0.254   0.156   0.159   0.205
  10.721    1.281     0.138  -0.141   0.282   0.163  -0.190     0.184   0.161  -0.184   0.172   0.188     0.166  -0.196   0.174   0.178   0.187
  10.744    1.458     0.126  -0.095   0.250   0.159  -0.111     0.171   0.158  -0.105   0.168   0.174     0.163  -0.117   0.170   0.174   0.173
  10.768    1.604     0.120  -0.027   0.231   0.136  -0.024     0.163   0.137  -0.018   0.147   0.166     0.142  -0.030   0.148   0.150   0.164
  10.791    1.678     0.119   0.013   0.228   0.102   0.057     0.162   0.105   0.063   0.114   0.165     0.108   0.052   0.114   0.115   0.163
  10.814    1.651     0.125  -0.004   0.241   0.062   0.120     0.168   0.067   0.125   0.076   0.171     0.069   0.116   0.074   0.074   0.169
  10.838    1.523     0.136  -0.076   0.269   0.022   0.156     0.181   0.028   0.160   0.036   0.183     0.027   0.154   0.033   0.031   0.181
  10.861    1.327     0.152  -0.166   0.309  -0.016   0.162     0.199  -0.010   0.166  -0.004   0.200    -0.013   0.164  -0.007  -0.009   0.199
  10.885    1.116     0.171  -0.223   0.357  -0.051   0.139     0.219  -0.045   0.143  -0.041   0.221    -0.051   0.146  -0.044  -0.045   0.221
  10.908    0.946     0.190  -0.206   0.406  -0.081   0.092     0.241  -0.077   0.097  -0.073   0.243    -0.082   0.104  -0.074  -0.075   0.242
  10.932    0.845     0.207  -0.106   0.449  -0.103   0.030     0.260  -0.101   0.036  -0.096   0.262    -0.106   0.044  -0.096  -0.097   0.262
  10.955    0.806     0.218   0.053   0.478  -0.117  -0.037     0.274  -0.116  -0.030  -0.109   0.275    -0.120  -0.022  -0.108  -0.108   0.275
  10.979    0.789     0.221   0.216   0.484  -0.122  -0.096     0.276  -0.121  -0.088  -0.112   0.278    -0.123  -0.082  -0.110  -0.110   0.278
  11.002    0.752     0.212   0.332   0.459  -0.116  -0.136     0.266  -0.117  -0.127  -0.106   0.267    -0.117  -0.126  -0.103  -0.103   0.267
  11.026    0.679     0.191   0.368   0.404  -0.103  -0.149     0.243  -0.104  -0.140  -0.092   0.243    -0.103  -0.143  -0.090  -0.090   0.243
  11.049    0.603     0.162   0.328   0.330  -0.081  -0.133     0.211  -0.083  -0.126  -0.072   0.209    -0.082  -0.130  -0.070  -0.071   0.211
  11.073    0.596     0.132   0.243   0.253  -0.052  -0.092     0.177  -0.053  -0.086  -0.044   0.174    -0.053  -0.091  -0.043  -0.045   0.176
  11.096    0.731     0.108   0.161   0.190  -0.015  -0.033     0.150  -0.017  -0.029  -0.009   0.146    -0.018  -0.031  -0.009  -0.011   0.148
  11.119    1.044     0.094   0.115   0.157   0.026   0.036     0.135   0.025   0.037   0.033   0.130     0.023   0.039   0.032   0.030   0.133
  11.143    1.493     0.094   0.115   0.156   0.067   0.104     0.134   0.067   0.103   0.075   0.129     0.064   0.108   0.073   0.072   0.131
  11.166    1.969     0.103   0.143   0.182   0.100   0.163     0.145   0.102   0.160   0.111   0.140     0.099   0.166   0.108   0.107   0.141
  11.190    2.332     0.118   0.165   0.221   0.119   0.204     0.161   0.122   0.200   0.130   0.156     0.120   0.206   0.126   0.127   0.157
  11.213    2.468     0.133   0.151   0.258   0.119   0.221     0.177   0.123   0.217   0.128   0.172     0.122   0.222   0.124   0.126   0.173
  11.237    2.335     0.143   0.094   0.284   0.102   0.214     0.188   0.105   0.210   0.105   0.183     0.105   0.213   0.101   0.103   0.185
  11.260    1.980     0.148   0.007   0.294   0.070   0.186     0.193   0.072   0.182   0.066   0.188     0.073   0.183   0.063   0.064   0.191
  11.284    1.514     0.146  -0.075   0.289   0.031   0.145     0.190   0.032   0.143   0.021   0.187     0.034   0.141   0.020   0.020   0.190
  11.307    1.065     0.140  -0.123   0.272  -0.006   0.101     0.183  -0.006   0.100  -0.019   0.181    -0.002   0.096  -0.018  -0.019   0.184
  11.331    0.728     0.131  -0.122   0.250  -0.033   0.059     0.174  -0.033   0.060  -0.045   0.172    -0.029   0.053  -0.042  -0.044   0.176
  11.354    0.547     0.123  -0.084   0.230  -0.043   0.019     0.165  -0.044   0.022  -0.051   0.165    -0.040   0.013  -0.046  -0.049   0.168
  11.377    0.511     0.119  -0.037   0.219  -0.034  -0.025     0.160  -0.035  -0.021  -0.035   0.161    -0.031  -0.031  -0.030  -0.033   0.164
  11.401    0.578     0.120  -0.015   0.223  -0.005  -0.078     0.162  -0.006  -0.074   0.001   0.163    -0.003  -0.084   0.006   0.003   0.165
  11.424    0.697     0.128  -0.037   0.243   0.040  -0.142     0.171   0.039  -0.139   0.051   0.171     0.041  -0.148   0.055   0.052   0.173
  11.448    0.823     0.139  -0.099   0.271   0.092  -0.209     0.184   0.090  -0.206   0.105   0.183     0.092  -0.215   0.108   0.105   0.184
  11.471    0.922     0.149  -0.176   0.297   0.139  -0.265     0.195   0.137  -0.264   0.152   0.194     0.137  -0.270   0.153   0.150   0.194
  11.495    0.968     0.153  -0.235   0.307   0.169  -0.296     0.200   0.167  -0.295   0.180   0.198     0.165  -0.300   0.180   0.178   0.197
  11.518    0.953     0.148  -0.253   0.293   0.175  -0.291     0.194   0.173  -0.290   0.182   0.193     0.170  -0.294   0.182   0.180   0.191
  11.542    0.880     0.135  -0.229   0.260   0.154  -0.251     0.180   0.152  -0.249   0.159   0.179     0.149  -0.252   0.159   0.157   0.176
  11.565    0.772     0.118  -0.184   0.217   0.114  -0.182     0.161   0.112  -0.180   0.116   0.161     0.109  -0.182   0.118   0.116   0.157
  11.589    0.663     0.105  -0.149   0.184   0.064  -0.101     0.147   0.063  -0.099   0.065   0.147     0.060  -0.100   0.067   0.066   0.143
  11.612    0.587     0.101  -0.144   0.174   0.016  -0.023     0.142   0.015  -0.021   0.016   0.142     0.013  -0.021   0.019   0.018   0.139
  11.636    0.565     0.109  -0.171   0.195  -0.024   0.039     0.150  -0.024   0.040  -0.023   0.151    -0.025   0.040  -0.020  -0.020   0.148
  11.659    0.596     0.127  -0.205   0.242  -0.053   0.075     0.170  -0.053   0.075  -0.051   0.170    -0.052   0.075  -0.048  -0.047   0.168
  11.682    0.660     0.150  -0.211   0.304  -0.072   0.082     0.196  -0.072   0.081  -0.069   0.196    -0.069   0.081  -0.067  -0.065   0.195
  11.706    0.729     0.173  -0.163   0.366  -0.085   0.060     0.222  -0.085   0.059  -0.082   0.221    -0.081   0.059  -0.080  -0.077   0.221
  11.729    0.779     0.191  -0.059   0.413  -0.093   0.018     0.241  -0.094   0.018  -0.091   0.241    -0.089   0.017  -0.090  -0.086   0.241
  11.753    0.795     0.200   0.076   0.437  -0.098  -0.032     0.251  -0.099  -0.031  -0.097   0.250    -0.093  -0.032  -0.096  -0.092   0.251
  11.776    0.776     0.198   0.199   0.431  -0.097  -0.076     0.248  -0.097  -0.074  -0.098   0.248    -0.092  -0.074  -0.096  -0.093   0.250
  11.800    0.730     0.186   0.274   0.398  -0.089  -0.103     0.234  -0.089  -0.100  -0.092   0.234    -0.085  -0.099  -0.089  -0.087   0.236
  11.823    0.669     0.165   0.282   0.342  -0.075  -0.106     0.211  -0.073  -0.104  -0.079   0.211    -0.071  -0.101  -0.074  -0.073   0.214
  11.847    0.608     0.139   0.234   0.272  -0.055  -0.089     0.183  -0.053  -0.088  -0.060   0.182    -0.053  -0.083  -0.054  -0.054   0.186
  11.870    0.562     0.113   0.160   0.202  -0.033  -0.060     0.154  -0.032  -0.061  -0.038   0.154    -0.033  -0.054  -0.032  -0.034   0.157
  11.894    0.545     0.090   0.090   0.142  -0.014  -0.029     0.130  -0.013  -0.032  -0.019   0.130    -0.014  -0.023  -0.012  -0.016   0.133
  11.917    0.560     0.076   0.041   0.106  -0.000  -0.003     0.116   0.000  -0.007  -0.004   0.116    -0.001   0.003   0.002  -0.003   0.117
  11.940    0.605     0.073   0.007   0.097   0.007   0.018     0.113   0.006   0.014   0.004   0.113     0.006   0.023   0.009   0.003   0.113
  11.964    0.666     0.081  -0.030   0.118   0.005   0.037     0.121   0.003   0.034   0.003   0.122     0.005   0.041   0.005   0.000   0.121
  11.987    0.727     0.098  -0.085   0.165  -0.005   0.056     0.140  -0.007   0.055  -0.007   0.140    -0.005   0.060  -0.007  -0.011   0.139
  12.011    0.776     0.122  -0.157   0.229  -0.022   0.077     0.165  -0.024   0.078  -0.025   0.166    -0.021   0.080  -0.027  -0.030   0.165
  12.034    0.809     0.148  -0.222   0.300  -0.042   0.093     0.193  -0.045   0.095  -0.048   0.194    -0.042   0.096  -0.051  -0.053   0.193
  12.058    0.833     0.173  -0.248   0.368  -0.063   0.097     0.221  -0.065   0.099  -0.074   0.221    -0.063   0.100  -0.077  -0.076   0.221
  12.081    0.852     0.193  -0.211   0.423  -0.080   0.082     0.243  -0.082   0.084  -0.096   0.244    -0.081   0.084  -0.098  -0.096   0.243
  12.105    0.866     0.205  -0.112   0.458  -0.089   0.047     0.257  -0.091   0.048  -0.110   0.258    -0.091   0.049  -0.112  -0.108   0.258
  12.128    0.864     0.209   0.019   0.468  -0.089  -0.003     0.261  -0.090  -0.003  -0.114   0.263    -0.092  -0.002  -0.115  -0.110   0.262
  12.152    0.840     0.204   0.137   0.452  -0.079  -0.056     0.256  -0.080  -0.057  -0.105   0.258    -0.083  -0.056  -0.106  -0.100   0.256
  12.175    0.801     0.191   0.203   0.416  -0.060  -0.101     0.242  -0.060  -0.102  -0.084   0.244    -0.063  -0.102  -0.086  -0.080   0.241
  12.199    0.774     0.174   0.206   0.367  -0.033  -0.126     0.222  -0.032  -0.127  -0.053   0.224    -0.035  -0.127  -0.056  -0.050   0.221
  12.222    0.807     0.154   0.161   0.314  -0.000  -0.125     0.200   0.001  -0.126  -0.015   0.202    -0.002  -0.126  -0.019  -0.013   0.200
  12.245    0.940     0.137   0.103   0.269   0.035  -0.098     0.182   0.037  -0.099   0.025   0.183     0.034  -0.098   0.021   0.026   0.182
  12.269    1.182     0.126   0.064   0.239   0.069  -0.048     0.169   0.070  -0.050   0.063   0.170     0.067  -0.049   0.059   0.063   0.170
  12.292    1.497     0.122   0.054   0.230   0.094   0.015     0.165   0.096   0.013   0.091   0.165     0.093   0.014   0.087   0.092   0.166
  12.316    1.805     0.126   0.060   0.241   0.106   0.081     0.170   0.108   0.078   0.105   0.169     0.105   0.078   0.101   0.106   0.171
  12.339    2.016     0.136   0.055   0.268   0.102   0.138     0.181   0.103   0.135   0.101   0.181     0.100   0.134   0.097   0.102   0.182
  12.363    2.063     0.151   0.018   0.306   0.080   0.177     0.197   0.081   0.175   0.079   0.196     0.079   0.173   0.076   0.079   0.198
  12.386    1.936     0.166  -0.052   0.344   0.046   0.192     0.213   0.046   0.191   0.044   0.212     0.045   0.189   0.041   0.043   0.213
  12.410    1.679     0.178  -0.130   0.376   0.008   0.184     0.227   0.007   0.183   0.004   0.224     0.007   0.182   0.001   0.002   0.226
  12.433    1.372     0.185  -0.183   0.392  -0.026   0.155     0.233  -0.029   0.155  -0.032   0.231    -0.026   0.155  -0.035  -0.036   0.232
