 Substance:Al_U       2023/12/12 09:50:39                     
 Input files: ./data/Al_U_large_n0001.dat to ./data/Al_U_large_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     100000000 cell pairs, j_rand          10
 Supercell size:           1           1           1
 Unit cell parameter:   79.8159637       79.8159637       79.8159637    
 Atoms/unit_cell:           2
 Atoms  :    Al      U   
 Atom no.        1       2
 Occups:   0.9200  0.0800
 Weights: Unit             1.0000  1.0000
 Masks	:        1       1
 Smoothing FWHM [Å]   9.99999940E-02

 Output: g(r)
 Partials index        1  1    1  2    2  2
   r [A]   Total       Al_Al   Al_U   U_U
  11.380    0.964     0.826   0.132   0.006
  11.400    0.965     0.827   0.132   0.006
  11.420    0.966     0.828   0.132   0.006
  11.440    0.968     0.829   0.133   0.006
  11.460    0.970     0.830   0.133   0.006
  11.480    0.972     0.832   0.134   0.006
  11.500    0.975     0.834   0.135   0.007
  11.520    0.979     0.836   0.136   0.007
  11.540    0.984     0.840   0.137   0.007
  11.560    0.988     0.843   0.138   0.007
  11.580    0.991     0.846   0.138   0.007
  11.600    0.993     0.848   0.138   0.007
  11.620    0.994     0.848   0.139   0.007
  11.640    0.994     0.848   0.139   0.007
  11.660    0.994     0.847   0.141   0.007
  11.680    0.996     0.847   0.142   0.007
  11.700    0.998     0.848   0.143   0.007
  11.720    1.001     0.851   0.144   0.007
  11.740    1.005     0.854   0.144   0.007
  11.760    1.009     0.857   0.145   0.007
  11.780    1.012     0.860   0.145   0.007
  11.800    1.014     0.861   0.146   0.007
  11.820    1.016     0.862   0.147   0.007
  11.840    1.017     0.863   0.147   0.007
  11.860    1.018     0.863   0.148   0.007
  11.880    1.019     0.863   0.149   0.007
  11.900    1.020     0.862   0.150   0.007
  11.920    1.022     0.863   0.151   0.007
  11.940    1.024     0.865   0.152   0.007
  11.960    1.028     0.868   0.152   0.008
  11.980    1.033     0.872   0.153   0.008
  12.000    1.036     0.874   0.153   0.008
  12.020    1.037     0.876   0.154   0.008
  12.040    1.038     0.876   0.154   0.008
  12.060    1.037     0.875   0.155   0.008
  12.080    1.035     0.873   0.155   0.007
  12.100    1.034     0.872   0.155   0.007
  12.120    1.034     0.872   0.155   0.007
  12.140    1.034     0.872   0.155   0.007
  12.160    1.035     0.873   0.155   0.007
  12.180    1.036     0.875   0.155   0.007
  12.200    1.037     0.876   0.155   0.007
  12.220    1.038     0.877   0.155   0.007
  12.240    1.038     0.877   0.155   0.007
  12.260    1.038     0.876   0.155   0.007
  12.280    1.037     0.875   0.155   0.007
  12.300    1.036     0.873   0.156   0.007
  12.320    1.034     0.872   0.156   0.007
  12.340    1.032     0.869   0.156   0.007
  12.360    1.030     0.867   0.156   0.007
  12.380    1.028     0.866   0.156   0.007
  12.400    1.028     0.865   0.156   0.007
  12.420    1.027     0.864   0.156   0.007
  12.440    1.027     0.864   0.156   0.007
  12.460    1.026     0.864   0.156   0.007
  12.480    1.026     0.864   0.155   0.007
  12.500    1.026     0.864   0.155   0.006
  12.520    1.025     0.864   0.155   0.006
  12.540    1.023     0.863   0.154   0.006
  12.560    1.022     0.862   0.154   0.006
  12.580    1.020     0.860   0.153   0.007
  12.600    1.019     0.859   0.153   0.007
  12.620    1.017     0.858   0.153   0.007
  12.640    1.017     0.857   0.153   0.007
  12.660    1.016     0.857   0.152   0.007
  12.680    1.016     0.857   0.152   0.007
  12.700    1.014     0.856   0.151   0.007
  12.720    1.012     0.855   0.150   0.007
  12.740    1.008     0.852   0.149   0.007
  12.760    1.005     0.850   0.148   0.007
  12.780    1.002     0.848   0.148   0.007
  12.800    1.001     0.846   0.148   0.007
  12.820    1.000     0.846   0.148   0.007
  12.840    1.000     0.846   0.147   0.007
  12.860    1.001     0.847   0.147   0.006
  12.880    1.001     0.848   0.146   0.006
  12.900    1.000     0.848   0.146   0.006
  12.920    1.000     0.848   0.145   0.006
  12.940    0.999     0.848   0.145   0.006
  12.960    0.998     0.847   0.144   0.006
  12.980    0.997     0.846   0.144   0.007
  13.000    0.995     0.844   0.144   0.007
  13.020    0.992     0.842   0.143   0.007
  13.040    0.988     0.839   0.143   0.007
  13.060    0.985     0.836   0.142   0.007
  13.080    0.983     0.834   0.142   0.006
  13.100    0.982     0.834   0.142   0.006
  13.120    0.981     0.833   0.142   0.006
  13.140    0.981     0.834   0.141   0.006
  13.160    0.980     0.833   0.141   0.006
  13.180    0.979     0.833   0.140   0.006
  13.200    0.977     0.831   0.140   0.006
  13.220    0.975     0.829   0.139   0.006
  13.240    0.973     0.828   0.139   0.006
  13.260    0.973     0.828   0.140   0.006
  13.280    0.974     0.828   0.140   0.006
  13.300    0.975     0.829   0.140   0.006
  13.320    0.974     0.828   0.140   0.006
  13.340    0.973     0.827   0.141   0.006
  13.360    0.971     0.824   0.141   0.006
  13.380    0.970     0.823   0.141   0.006
  13.400    0.970     0.823   0.141   0.006
  13.420    0.971     0.824   0.141   0.006
  13.440    0.973     0.827   0.140   0.006
  13.460    0.976     0.829   0.140   0.006
  13.480    0.977     0.831   0.140   0.006
  13.500    0.978     0.832   0.140   0.006
  13.520    0.977     0.832   0.139   0.006
  13.540    0.976     0.831   0.139   0.006
  13.560    0.975     0.830   0.139   0.006
  13.580    0.975     0.830   0.139   0.006
  13.600    0.974     0.829   0.139   0.006
  13.620    0.974     0.829   0.139   0.006
  13.640    0.974     0.829   0.140   0.006
  13.660    0.975     0.830   0.140   0.006
  13.680    0.977     0.831   0.140   0.006
  13.700    0.980     0.834   0.140   0.006
  13.720    0.982     0.835   0.140   0.006
  13.740    0.983     0.837   0.140   0.006
  13.760    0.984     0.838   0.140   0.006
  13.780    0.985     0.839   0.140   0.006
  13.800    0.986     0.840   0.140   0.006
  13.820    0.987     0.840   0.141   0.006
  13.840    0.988     0.841   0.141   0.006
  13.860    0.988     0.841   0.141   0.006
  13.880    0.989     0.842   0.141   0.006
  13.900    0.991     0.844   0.141   0.006
  13.920    0.992     0.845   0.141   0.006
  13.940    0.993     0.845   0.142   0.006
  13.960    0.994     0.845   0.143   0.006
  13.980    0.995     0.845   0.144   0.006
  14.000    0.996     0.846   0.144   0.006
  14.020    0.997     0.847   0.144   0.006
  14.040    0.998     0.848   0.144   0.006
  14.060    0.998     0.849   0.144   0.006
  14.080    0.999     0.849   0.144   0.006
  14.100    1.000     0.850   0.144   0.006
  14.120    1.002     0.851   0.145   0.006
  14.140    1.004     0.852   0.146   0.006
  14.160    1.006     0.854   0.146   0.006
  14.180    1.007     0.854   0.147   0.006
  14.200    1.008     0.855   0.147   0.006
  14.220    1.008     0.854   0.147   0.006
  14.240    1.007     0.854   0.147   0.006
  14.260    1.007     0.854   0.146   0.006
  14.280    1.007     0.854   0.146   0.006
  14.300    1.008     0.855   0.146   0.006
  14.320    1.010     0.857   0.147   0.006
  14.340    1.013     0.859   0.148   0.006
  14.360    1.016     0.861   0.149   0.006
  14.380    1.019     0.863   0.150   0.006
  14.400    1.021     0.864   0.150   0.006
  14.420    1.021     0.865   0.150   0.006
  14.440    1.021     0.864   0.150   0.006
  14.460    1.020     0.863   0.151   0.007
  14.480    1.020     0.863   0.151   0.007
  14.500    1.021     0.863   0.151   0.007
  14.520    1.021     0.864   0.151   0.007
  14.540    1.022     0.864   0.151   0.007
  14.560    1.022     0.864   0.151   0.007
  14.580    1.021     0.864   0.151   0.006
  14.600    1.021     0.863   0.152   0.006
  14.620    1.022     0.863   0.152   0.006
  14.640    1.023     0.863   0.153   0.006
  14.660    1.023     0.863   0.153   0.006
  14.680    1.023     0.863   0.154   0.007
  14.700    1.023     0.863   0.154   0.007
  14.720    1.023     0.862   0.154   0.007
  14.740    1.021     0.861   0.154   0.007
  14.760    1.020     0.860   0.153   0.007
  14.780    1.018     0.858   0.153   0.007
  14.800    1.017     0.857   0.153   0.007
  14.820    1.016     0.856   0.153   0.007
  14.840    1.015     0.856   0.152   0.007
  14.860    1.014     0.856   0.151   0.007
  14.880    1.013     0.856   0.150   0.007
  14.900    1.012     0.855   0.150   0.007
  14.920    1.011     0.855   0.149   0.007
  14.940    1.010     0.854   0.149   0.007
  14.960    1.010     0.854   0.149   0.007
  14.980    1.009     0.853   0.149   0.007
  15.000    1.008     0.853   0.148   0.007
  15.020    1.007     0.852   0.148   0.007
  15.040    1.006     0.851   0.148   0.007
  15.060    1.005     0.851   0.148   0.006
  15.080    1.006     0.851   0.148   0.007
  15.100    1.006     0.851   0.148   0.007
  15.120    1.007     0.852   0.148   0.007
  15.140    1.008     0.853   0.148   0.007
  15.160    1.008     0.854   0.148   0.007
  15.180    1.008     0.853   0.147   0.007
  15.200    1.006     0.853   0.147   0.007
  15.220    1.005     0.852   0.146   0.007
  15.240    1.003     0.850   0.146   0.007
  15.260    1.001     0.849   0.146   0.007
  15.280    1.000     0.848   0.145   0.007
  15.300    0.998     0.847   0.145   0.007
  15.320    0.997     0.846   0.145   0.007
  15.340    0.997     0.845   0.145   0.007
  15.360    0.995     0.844   0.145   0.007
  15.380    0.994     0.843   0.144   0.007
  15.400    0.992     0.841   0.144   0.007
  15.420    0.990     0.839   0.144   0.007
  15.440    0.988     0.838   0.144   0.007
  15.460    0.987     0.836   0.144   0.007
  15.480    0.985     0.835   0.143   0.007
  15.500    0.984     0.834   0.143   0.006
  15.520    0.983     0.834   0.143   0.006
  15.540    0.982     0.834   0.142   0.006
  15.560    0.982     0.834   0.142   0.006
  15.580    0.982     0.834   0.141   0.006
  15.600    0.982     0.834   0.142   0.006
  15.620    0.983     0.834   0.142   0.006
  15.640    0.983     0.834   0.142   0.006
  15.660    0.983     0.834   0.143   0.006
  15.680    0.983     0.834   0.143   0.006
  15.700    0.983     0.834   0.143   0.006
  15.720    0.983     0.834   0.143   0.006
  15.740    0.984     0.834   0.143   0.006
  15.760    0.985     0.835   0.143   0.006
  15.780    0.986     0.837   0.143   0.006
  15.800    0.987     0.838   0.143   0.006
  15.820    0.987     0.838   0.142   0.006
  15.840    0.986     0.838   0.142   0.006
  15.860    0.986     0.838   0.142   0.006
  15.880    0.985     0.837   0.142   0.006
  15.900    0.984     0.836   0.142   0.006
  15.920    0.984     0.835   0.143   0.006
  15.940    0.984     0.834   0.144   0.006
  15.960    0.985     0.834   0.145   0.006
  15.980    0.985     0.834   0.146   0.006
  16.000    0.985     0.834   0.146   0.006
  16.020    0.985     0.834   0.145   0.006
  16.040    0.984     0.834   0.144   0.006
  16.060    0.984     0.835   0.143   0.006
  16.080    0.985     0.836   0.143   0.006
  16.100    0.986     0.837   0.143   0.006
  16.120    0.987     0.838   0.143   0.006
  16.140    0.988     0.838   0.144   0.006
  16.160    0.989     0.839   0.144   0.006
  16.180    0.990     0.839   0.145   0.006
  16.200    0.991     0.840   0.145   0.006
  16.220    0.991     0.841   0.145   0.006
  16.240    0.992     0.841   0.144   0.006
  16.260    0.992     0.843   0.144   0.006
  16.280    0.992     0.844   0.143   0.006
  16.300    0.992     0.844   0.142   0.006
  16.320    0.993     0.845   0.142   0.006
  16.340    0.993     0.845   0.142   0.006
  16.360    0.994     0.845   0.143   0.006
  16.380    0.994     0.844   0.144   0.006
  16.400    0.994     0.843   0.145   0.006
  16.420    0.993     0.842   0.145   0.006
  16.440    0.993     0.842   0.146   0.006
  16.460    0.994     0.843   0.146   0.006
  16.480    0.997     0.845   0.146   0.006
  16.500    1.000     0.849   0.145   0.006
  16.520    1.003     0.853   0.145   0.006
  16.540    1.007     0.856   0.145   0.006
  16.560    1.010     0.859   0.145   0.006
  16.580    1.013     0.862   0.145   0.006
  16.600    1.015     0.863   0.146   0.006
  16.620    1.016     0.863   0.147   0.006
  16.640    1.016     0.862   0.147   0.006
  16.660    1.015     0.861   0.148   0.006
  16.680    1.014     0.860   0.148   0.006
  16.700    1.013     0.859   0.148   0.006
  16.720    1.013     0.859   0.149   0.006
  16.740    1.013     0.859   0.149   0.006
  16.760    1.014     0.859   0.149   0.006
  16.780    1.013     0.859   0.149   0.006
  16.800    1.013     0.858   0.149   0.006
  16.820    1.012     0.858   0.148   0.006
  16.840    1.012     0.858   0.148   0.006
  16.860    1.012     0.858   0.148   0.006
  16.880    1.013     0.858   0.148   0.006
  16.900    1.013     0.858   0.149   0.006
  16.920    1.013     0.857   0.149   0.006
  16.940    1.012     0.857   0.149   0.006
  16.960    1.011     0.856   0.149   0.006
  16.980    1.010     0.855   0.148   0.006
  17.000    1.009     0.855   0.148   0.006
  17.020    1.009     0.855   0.148   0.006
  17.040    1.009     0.855   0.148   0.006
  17.060    1.010     0.856   0.148   0.006
  17.080    1.010     0.855   0.149   0.006
  17.100    1.010     0.854   0.149   0.006
  17.120    1.009     0.853   0.149   0.006
  17.140    1.008     0.852   0.149   0.007
  17.160    1.008     0.852   0.149   0.007
  17.180    1.007     0.851   0.149   0.007
  17.200    1.006     0.851   0.149   0.007
  17.220    1.006     0.850   0.149   0.007
  17.240    1.006     0.850   0.150   0.006
  17.260    1.006     0.850   0.150   0.006
  17.280    1.007     0.851   0.150   0.006
  17.300    1.008     0.852   0.149   0.006
  17.320    1.009     0.853   0.149   0.006
  17.340    1.009     0.853   0.149   0.006
  17.360    1.008     0.853   0.149   0.006
  17.380    1.007     0.852   0.149   0.006
  17.400    1.006     0.851   0.149   0.006
  17.420    1.005     0.851   0.149   0.006
  17.440    1.005     0.850   0.148   0.006
  17.460    1.004     0.849   0.148   0.006
  17.480    1.003     0.849   0.147   0.006
  17.500    1.002     0.849   0.147   0.006
  17.520    1.002     0.849   0.147   0.006
  17.540    1.002     0.848   0.147   0.006
  17.560    1.002     0.848   0.148   0.006
  17.580    1.001     0.847   0.148   0.006
  17.600    1.000     0.846   0.148   0.006
  17.620    0.999     0.844   0.148   0.006
  17.640    0.997     0.843   0.148   0.006
  17.660    0.996     0.843   0.148   0.006
  17.680    0.996     0.843   0.147   0.006
  17.700    0.997     0.843   0.147   0.006
  17.720    0.997     0.843   0.148   0.006
  17.740    0.996     0.842   0.148   0.006
  17.760    0.996     0.841   0.148   0.006
  17.780    0.995     0.841   0.148   0.006
  17.800    0.995     0.841   0.148   0.006
  17.820    0.995     0.841   0.148   0.006
  17.840    0.996     0.842   0.148   0.006
  17.860    0.996     0.843   0.147   0.006
  17.880    0.997     0.844   0.147   0.006
  17.900    0.997     0.845   0.146   0.006
  17.920    0.997     0.845   0.146   0.006
  17.940    0.996     0.845   0.145   0.006
  17.960    0.994     0.843   0.145   0.006
  17.980    0.991     0.841   0.145   0.006
  18.000    0.989     0.839   0.145   0.006
  18.020    0.988     0.837   0.144   0.006
  18.040    0.987     0.836   0.145   0.006
  18.060    0.986     0.836   0.145   0.006
  18.080    0.986     0.835   0.145   0.006
  18.100    0.987     0.835   0.146   0.006
  18.120    0.988     0.836   0.146   0.006
  18.140    0.990     0.838   0.146   0.006
  18.160    0.992     0.840   0.146   0.006
  18.180    0.993     0.842   0.146   0.006
  18.200    0.994     0.843   0.145   0.006
  18.220    0.993     0.843   0.145   0.006
  18.240    0.992     0.842   0.144   0.006
  18.260    0.990     0.841   0.144   0.006
  18.280    0.989     0.839   0.144   0.006
  18.300    0.987     0.837   0.144   0.006
  18.320    0.986     0.835   0.145   0.006
  18.340    0.985     0.834   0.145   0.006
  18.360    0.985     0.834   0.145   0.006
  18.380    0.985     0.835   0.144   0.006
  18.400    0.986     0.836   0.143   0.006
  18.420    0.987     0.838   0.143   0.006
  18.440    0.988     0.839   0.143   0.006
  18.460    0.989     0.841   0.143   0.006
  18.480    0.990     0.841   0.143   0.006
  18.500    0.991     0.842   0.143   0.006
  18.520    0.991     0.842   0.144   0.006
  18.540    0.991     0.841   0.144   0.006
  18.560    0.991     0.842   0.144   0.006
  18.580    0.992     0.842   0.144   0.006
  18.600    0.994     0.843   0.144   0.006
  18.620    0.995     0.844   0.145   0.006
  18.640    0.995     0.844   0.145   0.006
  18.660    0.995     0.844   0.146   0.006
  18.680    0.995     0.843   0.146   0.006
  18.700    0.996     0.844   0.146   0.006
  18.720    0.996     0.844   0.146   0.006
  18.740    0.998     0.845   0.147   0.006
  18.760    0.999     0.846   0.147   0.006
  18.780    1.000     0.848   0.146   0.006
  18.800    1.001     0.849   0.146   0.006
  18.820    1.001     0.849   0.146   0.006
  18.840    1.002     0.850   0.146   0.006
  18.860    1.002     0.850   0.146   0.006
  18.880    1.003     0.851   0.146   0.006
  18.900    1.004     0.852   0.146   0.006
  18.920    1.006     0.853   0.147   0.006
  18.940    1.007     0.854   0.147   0.006
  18.960    1.008     0.854   0.148   0.006
  18.980    1.007     0.853   0.148   0.006
  19.000    1.005     0.851   0.148   0.006
  19.020    1.003     0.849   0.148   0.006
  19.040    1.003     0.849   0.148   0.006
  19.060    1.004     0.850   0.148   0.006
  19.080    1.006     0.852   0.148   0.006
  19.100    1.008     0.854   0.148   0.006
  19.120    1.009     0.855   0.148   0.006
  19.140    1.009     0.854   0.148   0.006
  19.160    1.008     0.854   0.148   0.006
  19.180    1.007     0.853   0.148   0.006
  19.200    1.006     0.852   0.148   0.006
  19.220    1.005     0.851   0.148   0.006
  19.240    1.005     0.850   0.148   0.006
  19.260    1.005     0.850   0.148   0.006
  19.280    1.005     0.850   0.148   0.006
  19.300    1.005     0.851   0.148   0.006
  19.320    1.006     0.852   0.148   0.006
  19.340    1.008     0.854   0.148   0.006
  19.360    1.009     0.855   0.148   0.006
  19.380    1.010     0.855   0.149   0.006
  19.400    1.010     0.855   0.149   0.006
  19.420    1.009     0.854   0.148   0.006
  19.440    1.007     0.853   0.148   0.006
  19.460    1.006     0.852   0.148   0.006
  19.480    1.006     0.851   0.148   0.007
  19.500    1.006     0.851   0.148   0.007
  19.520    1.007     0.852   0.149   0.006
  19.540    1.008     0.853   0.149   0.006
  19.560    1.010     0.855   0.149   0.006
  19.580    1.011     0.856   0.148   0.006
  19.600    1.011     0.856   0.148   0.006
  19.620    1.010     0.856   0.149   0.006
  19.640    1.009     0.854   0.148   0.006
  19.660    1.007     0.853   0.148   0.006
  19.680    1.005     0.851   0.148   0.006
  19.700    1.004     0.850   0.147   0.006
  19.720    1.003     0.849   0.147   0.006
  19.740    1.002     0.848   0.147   0.006
  19.760    1.000     0.848   0.147   0.006
  19.780    1.000     0.847   0.146   0.006
  19.800    0.999     0.847   0.145   0.006
  19.820    0.999     0.848   0.145   0.006
  19.840    0.999     0.848   0.145   0.006
  19.860    1.000     0.848   0.145   0.006
  19.880    1.000     0.848   0.146   0.006
  19.900    1.001     0.849   0.146   0.006
  19.920    1.002     0.849   0.147   0.006
  19.940    1.001     0.848   0.147   0.006
  19.960    1.000     0.847   0.147   0.006
  19.980    0.998     0.845   0.147   0.006
  20.000    0.995     0.842   0.147   0.006
  20.020    0.993     0.840   0.147   0.006
  20.040    0.992     0.839   0.147   0.006
  20.060    0.992     0.840   0.146   0.006
  20.080    0.994     0.842   0.146   0.006
  20.100    0.996     0.844   0.146   0.006
  20.120    0.998     0.846   0.145   0.006
  20.140    1.000     0.848   0.145   0.006
  20.160    1.001     0.849   0.145   0.006
  20.180    1.001     0.849   0.145   0.006
  20.200    1.000     0.849   0.145   0.006
  20.220    0.999     0.847   0.145   0.006
  20.240    0.997     0.846   0.145   0.006
  20.260    0.996     0.845   0.145   0.006
  20.280    0.995     0.844   0.146   0.006
  20.300    0.996     0.844   0.146   0.006
  20.320    0.997     0.844   0.147   0.006
  20.340    0.998     0.844   0.148   0.006
  20.360    0.999     0.845   0.148   0.006
  20.380    1.000     0.846   0.148   0.006
  20.400    1.000     0.846   0.147   0.006
  20.420    0.999     0.846   0.147   0.006
  20.440    0.998     0.845   0.146   0.006
  20.460    0.996     0.845   0.146   0.006
  20.480    0.996     0.844   0.145   0.006
  20.500    0.996     0.844   0.145   0.006
  20.520    0.996     0.845   0.145   0.006
  20.540    0.996     0.845   0.145   0.006
  20.560    0.996     0.845   0.146   0.006
  20.580    0.997     0.845   0.146   0.006
  20.600    0.998     0.846   0.146   0.006
  20.620    0.998     0.847   0.145   0.006
  20.640    0.999     0.848   0.145   0.006
  20.660    0.999     0.849   0.144   0.006
  20.680    0.999     0.849   0.144   0.006
  20.700    0.998     0.848   0.144   0.006
  20.720    0.997     0.848   0.144   0.006
  20.740    0.997     0.847   0.144   0.006
  20.760    0.997     0.847   0.144   0.006
  20.780    0.997     0.847   0.145   0.006
  20.800    0.998     0.846   0.145   0.006
  20.820    0.998     0.846   0.145   0.006
  20.840    0.999     0.847   0.146   0.006
  20.860    0.999     0.847   0.145   0.006
  20.880    0.999     0.847   0.145   0.006
  20.900    0.998     0.847   0.145   0.006
  20.920    0.997     0.846   0.145   0.006
  20.940    0.996     0.845   0.144   0.006
  20.960    0.995     0.845   0.144   0.006
  20.980    0.995     0.845   0.144   0.006
  21.000    0.996     0.845   0.144   0.006
  21.020    0.996     0.846   0.145   0.006
  21.040    0.997     0.846   0.145   0.006
  21.060    0.997     0.846   0.145   0.006
  21.080    0.998     0.847   0.145   0.006
  21.100    1.000     0.849   0.145   0.006
  21.120    1.001     0.850   0.145   0.006
  21.140    1.002     0.851   0.145   0.006
  21.160    1.003     0.851   0.145   0.006
  21.180    1.003     0.851   0.145   0.006
  21.200    1.003     0.851   0.145   0.006
  21.220    1.002     0.850   0.145   0.006
  21.240    1.000     0.849   0.145   0.006
  21.260    0.999     0.847   0.145   0.006
  21.280    0.997     0.846   0.145   0.007
  21.300    0.997     0.846   0.145   0.007
  21.320    0.997     0.846   0.145   0.007
  21.340    0.998     0.846   0.145   0.006
  21.360    0.999     0.847   0.146   0.006
  21.380    1.001     0.848   0.147   0.006
  21.400    1.002     0.848   0.147   0.006
  21.420    1.002     0.848   0.147   0.007
  21.440    1.002     0.848   0.148   0.006
  21.460    1.002     0.848   0.147   0.006
  21.480    1.002     0.848   0.147   0.006
  21.500    1.002     0.848   0.147   0.006
  21.520    1.002     0.849   0.147   0.006
  21.540    1.003     0.850   0.147   0.006
  21.560    1.005     0.851   0.148   0.006
  21.580    1.007     0.852   0.149   0.006
  21.600    1.009     0.853   0.149   0.006
  21.620    1.010     0.853   0.150   0.006
  21.640    1.009     0.853   0.150   0.006
  21.660    1.008     0.852   0.149   0.006
  21.680    1.007     0.851   0.149   0.006
  21.700    1.006     0.851   0.148   0.006
  21.720    1.005     0.851   0.148   0.006
  21.740    1.006     0.851   0.148   0.006
  21.760    1.007     0.852   0.148   0.006
  21.780    1.007     0.853   0.148   0.006
  21.800    1.007     0.853   0.148   0.007
  21.820    1.007     0.853   0.147   0.006
  21.840    1.005     0.852   0.147   0.006
  21.860    1.003     0.850   0.146   0.006
  21.880    1.002     0.849   0.146   0.006
  21.900    1.000     0.848   0.146   0.006
  21.920    0.999     0.848   0.146   0.006
  21.940    0.999     0.847   0.146   0.006
  21.960    0.998     0.846   0.146   0.006
  21.980    0.998     0.846   0.146   0.006
  22.000    1.000     0.847   0.146   0.007
  22.020    1.001     0.848   0.147   0.007
  22.040    1.004     0.850   0.147   0.007
  22.060    1.005     0.852   0.146   0.007
  22.080    1.006     0.853   0.146   0.007
  22.100    1.006     0.853   0.146   0.007
  22.120    1.005     0.852   0.147   0.006
  22.140    1.004     0.851   0.147   0.006
  22.160    1.003     0.851   0.147   0.006
  22.180    1.002     0.850   0.146   0.006
  22.200    1.001     0.849   0.146   0.006
  22.220    1.001     0.849   0.146   0.006
  22.240    1.000     0.848   0.146   0.006
  22.260    1.000     0.848   0.147   0.006
  22.280    1.000     0.847   0.147   0.006
  22.300    1.001     0.847   0.147   0.006
  22.320    1.001     0.847   0.147   0.006
  22.340    1.001     0.847   0.148   0.006
  22.360    1.001     0.848   0.148   0.006
  22.380    1.002     0.848   0.148   0.006
  22.400    1.003     0.849   0.148   0.006
  22.420    1.004     0.850   0.148   0.006
  22.440    1.004     0.851   0.147   0.006
  22.460    1.004     0.851   0.147   0.006
  22.480    1.003     0.851   0.146   0.006
  22.500    1.002     0.850   0.146   0.006
  22.520    1.001     0.850   0.145   0.006
  22.540    1.000     0.849   0.145   0.006
  22.560    0.998     0.848   0.144   0.006
  22.580    0.997     0.847   0.144   0.006
  22.600    0.996     0.845   0.144   0.006
  22.620    0.995     0.844   0.144   0.006
  22.640    0.995     0.844   0.145   0.006
  22.660    0.996     0.844   0.145   0.006
  22.680    0.996     0.845   0.145   0.006
  22.700    0.997     0.846   0.145   0.006
  22.720    0.998     0.846   0.145   0.006
  22.740    0.998     0.847   0.145   0.006
  22.760    0.998     0.847   0.145   0.006
  22.780    0.998     0.846   0.145   0.006
  22.800    0.998     0.846   0.145   0.006
  22.820    0.997     0.845   0.146   0.006
  22.840    0.996     0.844   0.145   0.006
  22.860    0.994     0.843   0.145   0.006
  22.880    0.993     0.842   0.144   0.006
  22.900    0.992     0.842   0.144   0.006
  22.920    0.991     0.841   0.143   0.006
  22.940    0.991     0.842   0.143   0.006
  22.960    0.992     0.842   0.143   0.006
  22.980    0.992     0.842   0.144   0.006
  23.000    0.994     0.843   0.145   0.006
  23.020    0.995     0.843   0.145   0.006
  23.040    0.996     0.844   0.146   0.006
  23.060    0.997     0.844   0.147   0.006
  23.080    0.997     0.844   0.147   0.006
  23.100    0.997     0.844   0.147   0.006
  23.120    0.997     0.844   0.146   0.006
  23.140    0.998     0.845   0.146   0.006
  23.160    0.999     0.847   0.146   0.006
  23.180    1.000     0.848   0.146   0.006
  23.200    1.001     0.849   0.146   0.006
  23.220    1.001     0.850   0.146   0.006
  23.240    1.001     0.850   0.145   0.006
  23.260    1.001     0.850   0.145   0.006
  23.280    1.000     0.849   0.144   0.006
  23.300    0.999     0.849   0.144   0.006
  23.320    0.999     0.848   0.145   0.006
  23.340    0.999     0.847   0.145   0.006
  23.360    0.999     0.847   0.146   0.006
  23.380    1.000     0.847   0.147   0.006
  23.400    1.000     0.847   0.147   0.006
  23.420    1.000     0.846   0.147   0.006
  23.440    0.999     0.846   0.147   0.006
  23.460    0.999     0.846   0.147   0.006
  23.480    1.000     0.847   0.146   0.006
  23.500    0.999     0.847   0.146   0.006
  23.520    0.999     0.847   0.145   0.006
  23.540    0.999     0.848   0.145   0.006
  23.560    0.999     0.848   0.145   0.006
  23.580    1.000     0.849   0.145   0.006
  23.600    1.001     0.850   0.145   0.006
  23.620    1.001     0.850   0.145   0.006
  23.640    1.001     0.850   0.145   0.006
  23.660    1.000     0.849   0.145   0.006
  23.680    0.999     0.848   0.145   0.006
  23.700    0.999     0.848   0.145   0.006
  23.720    1.000     0.849   0.145   0.006
  23.740    1.000     0.848   0.145   0.006
  23.760    1.000     0.848   0.146   0.006
  23.780    1.000     0.848   0.147   0.006
  23.800    1.001     0.847   0.147   0.006
  23.820    1.002     0.847   0.148   0.006
  23.840    1.002     0.847   0.149   0.006
  23.860    1.003     0.847   0.149   0.006
  23.880    1.003     0.848   0.149   0.006
  23.900    1.004     0.849   0.149   0.006
  23.920    1.004     0.850   0.148   0.006
  23.940    1.004     0.851   0.148   0.006
  23.960    1.004     0.850   0.147   0.006
  23.980    1.003     0.850   0.147   0.006
  24.000    1.001     0.849   0.146   0.006
  24.020    1.000     0.848   0.146   0.006
  24.040    0.999     0.847   0.145   0.006
  24.060    0.998     0.847   0.145   0.006
  24.080    0.998     0.847   0.145   0.006
  24.100    0.999     0.848   0.145   0.006
  24.120    1.000     0.848   0.145   0.006
  24.140    1.000     0.848   0.146   0.006
  24.160    1.000     0.848   0.146   0.006
  24.180    0.999     0.847   0.146   0.006
  24.200    0.998     0.846   0.146   0.007
  24.220    0.997     0.845   0.146   0.007
  24.240    0.997     0.845   0.146   0.006
  24.260    0.998     0.845   0.146   0.006
  24.280    0.999     0.846   0.147   0.006
  24.300    1.000     0.847   0.147   0.006
  24.320    1.001     0.848   0.147   0.006
  24.340    1.002     0.849   0.147   0.006
  24.360    1.003     0.850   0.147   0.007
  24.380    1.003     0.850   0.146   0.007
