 Substance:Al_U       2023/12/12 09:50:39                     
 Input files: ./data/Al_U_large_n0001.dat to ./data/Al_U_large_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     100000000 cell pairs, j_rand          10
 Supercell size:           1           1           1
 Unit cell parameter:   79.8159637       79.8159637       79.8159637    
 Atoms/unit_cell:           2
 Atoms  :    Al      U   
 Atom no.        1       2
 Occups:   0.9200  0.0800
 Weights: Unit             1.0000  1.0000
 Masks	:        1       1
 Smoothing FWHM [Å]   9.99999940E-02

 Output: g(r)
 Partials index        1  1    1  2    2  2
   r [A]   Total       Al_Al   Al_U   U_U
  24.400    1.004     0.851   0.146   0.007
  24.420    1.004     0.851   0.146   0.007
  24.440    1.003     0.850   0.146   0.007
  24.460    1.003     0.850   0.146   0.007
  24.480    1.001     0.848   0.146   0.006
  24.500    1.000     0.848   0.146   0.006
  24.520    0.999     0.847   0.146   0.006
  24.540    0.999     0.848   0.146   0.006
  24.560    1.000     0.849   0.145   0.006
  24.580    1.001     0.850   0.145   0.006
  24.600    1.002     0.851   0.145   0.006
  24.620    1.003     0.851   0.145   0.006
  24.640    1.003     0.851   0.146   0.006
  24.660    1.003     0.851   0.146   0.006
  24.680    1.003     0.851   0.146   0.007
  24.700    1.003     0.850   0.146   0.007
  24.720    1.002     0.850   0.146   0.007
  24.740    1.001     0.849   0.146   0.007
  24.760    1.000     0.848   0.146   0.006
  24.780    0.999     0.847   0.145   0.006
  24.800    0.998     0.847   0.145   0.006
  24.820    0.998     0.846   0.145   0.006
  24.840    0.998     0.846   0.146   0.006
  24.860    0.998     0.846   0.146   0.006
  24.880    0.998     0.846   0.145   0.006
  24.900    0.998     0.846   0.145   0.006
  24.920    0.998     0.847   0.145   0.006
  24.940    0.998     0.847   0.145   0.006
  24.960    0.999     0.847   0.145   0.006
  24.980    0.999     0.847   0.146   0.006
  25.000    0.999     0.846   0.146   0.006
  25.020    0.999     0.846   0.146   0.006
  25.040    0.998     0.846   0.146   0.007
  25.060    0.999     0.846   0.146   0.007
  25.080    1.000     0.848   0.145   0.007
  25.100    1.001     0.849   0.145   0.007
  25.120    1.001     0.849   0.145   0.007
  25.140    1.001     0.849   0.145   0.007
  25.160    0.999     0.848   0.145   0.007
  25.180    0.999     0.847   0.146   0.007
  25.200    0.999     0.846   0.146   0.007
  25.220    0.999     0.846   0.146   0.007
  25.240    1.001     0.847   0.147   0.007
  25.260    1.002     0.848   0.147   0.007
  25.280    1.002     0.848   0.147   0.007
  25.300    1.002     0.849   0.147   0.007
  25.320    1.002     0.849   0.146   0.007
  25.340    1.001     0.848   0.145   0.007
  25.360    0.999     0.847   0.145   0.007
  25.380    0.998     0.846   0.145   0.007
  25.400    0.997     0.845   0.146   0.007
  25.420    0.998     0.844   0.147   0.007
  25.440    0.998     0.845   0.147   0.007
  25.460    0.999     0.846   0.147   0.007
  25.480    0.999     0.847   0.146   0.007
  25.500    0.999     0.848   0.145   0.007
  25.520    1.000     0.849   0.144   0.007
  25.540    1.001     0.850   0.144   0.007
  25.560    1.001     0.851   0.144   0.006
  25.580    1.002     0.851   0.144   0.006
  25.600    1.002     0.850   0.145   0.006
  25.620    1.001     0.849   0.145   0.006
  25.640    1.000     0.848   0.146   0.006
  25.660    0.999     0.846   0.146   0.007
  25.680    0.999     0.846   0.147   0.007
  25.700    0.999     0.846   0.147   0.006
  25.720    1.000     0.846   0.147   0.006
  25.740    1.000     0.847   0.146   0.006
  25.760    1.000     0.848   0.146   0.006
  25.780    1.000     0.848   0.145   0.007
  25.800    1.000     0.848   0.145   0.007
  25.820    1.000     0.849   0.145   0.007
  25.840    1.000     0.849   0.145   0.007
  25.860    1.001     0.849   0.145   0.007
  25.880    1.001     0.849   0.145   0.006
  25.900    1.001     0.849   0.145   0.006
  25.920    1.001     0.848   0.146   0.006
  25.940    1.001     0.848   0.147   0.006
  25.960    1.000     0.847   0.147   0.006
  25.980    1.001     0.847   0.148   0.006
  26.000    1.001     0.847   0.148   0.006
  26.020    1.002     0.848   0.148   0.006
  26.040    1.003     0.849   0.148   0.006
  26.060    1.004     0.849   0.148   0.006
  26.080    1.004     0.850   0.148   0.006
  26.100    1.005     0.850   0.148   0.007
  26.120    1.006     0.851   0.148   0.007
  26.140    1.006     0.852   0.148   0.007
  26.160    1.006     0.852   0.147   0.007
  26.180    1.005     0.852   0.147   0.007
  26.200    1.005     0.852   0.146   0.007
  26.220    1.004     0.851   0.146   0.007
  26.240    1.003     0.850   0.146   0.007
  26.260    1.002     0.849   0.146   0.007
  26.280    1.001     0.847   0.147   0.007
  26.300    1.000     0.847   0.147   0.006
  26.320    0.999     0.846   0.147   0.006
  26.340    0.999     0.847   0.146   0.006
  26.360    1.000     0.847   0.146   0.006
  26.380    1.000     0.848   0.146   0.006
  26.400    1.000     0.847   0.146   0.006
  26.420    0.999     0.847   0.146   0.006
  26.440    0.999     0.847   0.146   0.006
  26.460    0.999     0.847   0.146   0.006
  26.480    1.000     0.847   0.146   0.006
  26.500    1.000     0.847   0.146   0.007
  26.520    1.000     0.847   0.146   0.007
  26.540    1.000     0.846   0.147   0.007
  26.560    1.000     0.846   0.147   0.007
  26.580    1.000     0.846   0.147   0.007
  26.600    1.000     0.846   0.147   0.007
  26.620    1.000     0.846   0.147   0.006
  26.640    1.000     0.847   0.146   0.006
  26.660    1.000     0.847   0.146   0.006
  26.680    1.000     0.848   0.146   0.006
  26.700    1.000     0.848   0.145   0.006
  26.720    1.000     0.848   0.145   0.007
  26.740    0.999     0.847   0.145   0.007
  26.760    0.999     0.847   0.145   0.007
  26.780    0.999     0.847   0.145   0.007
  26.800    1.000     0.848   0.145   0.007
  26.820    1.001     0.849   0.145   0.007
  26.840    1.002     0.850   0.145   0.007
  26.860    1.001     0.850   0.145   0.007
  26.880    0.999     0.848   0.144   0.006
  26.900    0.998     0.847   0.144   0.006
  26.920    0.997     0.846   0.145   0.007
  26.940    0.998     0.846   0.146   0.007
  26.960    0.998     0.845   0.146   0.007
  26.980    0.998     0.845   0.146   0.007
  27.000    0.998     0.845   0.146   0.007
  27.020    0.999     0.846   0.146   0.007
  27.040    0.999     0.847   0.146   0.007
  27.060    1.000     0.848   0.145   0.007
  27.080    1.001     0.849   0.145   0.007
  27.100    1.002     0.850   0.145   0.007
  27.120    1.003     0.850   0.146   0.007
  27.140    1.003     0.850   0.146   0.007
  27.160    1.003     0.850   0.146   0.007
  27.180    1.002     0.849   0.146   0.007
  27.200    1.002     0.849   0.146   0.007
  27.220    1.001     0.848   0.146   0.007
  27.240    1.000     0.847   0.146   0.007
  27.260    0.999     0.846   0.146   0.006
  27.280    0.997     0.845   0.146   0.006
  27.300    0.997     0.845   0.146   0.006
  27.320    0.996     0.845   0.145   0.006
  27.340    0.997     0.846   0.145   0.006
  27.360    0.998     0.847   0.145   0.006
  27.380    0.999     0.848   0.145   0.006
  27.400    0.999     0.848   0.145   0.006
  27.420    1.000     0.848   0.145   0.006
  27.440    0.999     0.848   0.145   0.006
  27.460    0.998     0.847   0.145   0.006
  27.480    0.997     0.846   0.145   0.006
  27.500    0.996     0.845   0.145   0.006
  27.520    0.995     0.844   0.144   0.007
  27.540    0.995     0.844   0.144   0.007
  27.560    0.995     0.844   0.145   0.007
  27.580    0.996     0.845   0.145   0.007
  27.600    0.998     0.845   0.146   0.007
  27.620    0.998     0.846   0.146   0.006
  27.640    0.999     0.846   0.146   0.006
  27.660    1.000     0.847   0.146   0.006
  27.680    1.001     0.848   0.146   0.006
  27.700    1.001     0.849   0.146   0.006
  27.720    1.002     0.850   0.146   0.006
  27.740    1.002     0.851   0.145   0.006
  27.760    1.001     0.850   0.145   0.007
  27.780    1.000     0.849   0.144   0.007
  27.800    0.998     0.848   0.144   0.007
  27.820    0.997     0.847   0.144   0.007
  27.840    0.997     0.847   0.144   0.006
  27.860    0.997     0.848   0.143   0.006
  27.880    0.999     0.849   0.143   0.007
  27.900    1.000     0.851   0.143   0.007
  27.920    1.001     0.852   0.143   0.007
  27.940    1.003     0.853   0.143   0.007
  27.960    1.004     0.854   0.143   0.007
  27.980    1.004     0.854   0.143   0.007
  28.000    1.005     0.854   0.144   0.007
  28.020    1.004     0.853   0.145   0.007
  28.040    1.003     0.851   0.145   0.007
  28.060    1.002     0.850   0.146   0.007
  28.080    1.001     0.849   0.146   0.007
  28.100    1.001     0.849   0.146   0.007
  28.120    1.000     0.848   0.145   0.007
  28.140    0.998     0.847   0.145   0.006
  28.160    0.997     0.846   0.144   0.006
  28.180    0.996     0.846   0.144   0.006
  28.200    0.995     0.845   0.144   0.006
  28.220    0.995     0.845   0.144   0.006
  28.240    0.996     0.845   0.144   0.006
  28.260    0.997     0.846   0.144   0.006
  28.280    0.998     0.846   0.145   0.007
  28.300    0.999     0.846   0.146   0.007
  28.320    0.999     0.847   0.146   0.007
  28.340    1.000     0.847   0.146   0.007
  28.360    1.000     0.848   0.146   0.007
  28.380    1.001     0.849   0.145   0.006
  28.400    1.002     0.851   0.145   0.006
  28.420    1.002     0.851   0.145   0.006
  28.440    1.002     0.851   0.145   0.006
  28.460    1.001     0.850   0.145   0.006
  28.480    1.000     0.848   0.145   0.007
  28.500    0.999     0.848   0.145   0.006
  28.520    0.999     0.848   0.145   0.006
  28.540    0.999     0.848   0.145   0.006
  28.560    1.000     0.849   0.144   0.006
  28.580    1.000     0.849   0.144   0.006
  28.600    1.000     0.849   0.144   0.006
  28.620    1.000     0.849   0.145   0.006
  28.640    1.000     0.849   0.145   0.006
  28.660    1.000     0.848   0.145   0.006
  28.680    1.000     0.848   0.145   0.006
  28.700    1.000     0.848   0.145   0.006
  28.720    1.000     0.848   0.145   0.006
  28.740    1.000     0.848   0.145   0.006
  28.760    1.000     0.848   0.145   0.006
  28.780    1.000     0.848   0.146   0.006
  28.800    1.000     0.847   0.146   0.007
  28.820    0.999     0.847   0.146   0.007
  28.840    0.998     0.846   0.146   0.007
  28.860    0.997     0.844   0.146   0.007
  28.880    0.996     0.844   0.145   0.007
  28.900    0.996     0.844   0.145   0.007
  28.920    0.996     0.844   0.146   0.007
  28.940    0.998     0.845   0.146   0.006
  28.960    0.999     0.846   0.146   0.006
  28.980    1.001     0.847   0.147   0.006
  29.000    1.001     0.848   0.147   0.007
  29.020    1.002     0.848   0.147   0.007
  29.040    1.001     0.848   0.147   0.007
  29.060    1.000     0.848   0.146   0.006
  29.080    0.999     0.847   0.146   0.006
  29.100    0.998     0.846   0.146   0.006
  29.120    0.996     0.844   0.146   0.006
  29.140    0.995     0.844   0.145   0.006
  29.160    0.995     0.844   0.145   0.006
  29.180    0.996     0.845   0.144   0.007
  29.200    0.997     0.847   0.144   0.006
  29.220    0.999     0.848   0.144   0.007
  29.240    1.000     0.849   0.145   0.007
  29.260    1.001     0.849   0.145   0.007
  29.280    1.000     0.847   0.146   0.007
  29.300    0.998     0.846   0.146   0.007
  29.320    0.997     0.844   0.146   0.007
  29.340    0.996     0.844   0.146   0.007
  29.360    0.996     0.844   0.146   0.007
  29.380    0.996     0.844   0.145   0.007
  29.400    0.996     0.845   0.144   0.007
  29.420    0.996     0.846   0.144   0.007
  29.440    0.997     0.847   0.144   0.007
  29.460    0.998     0.848   0.144   0.007
  29.480    0.999     0.848   0.144   0.007
  29.500    1.000     0.849   0.144   0.006
  29.520    1.000     0.849   0.145   0.006
  29.540    1.001     0.849   0.146   0.006
  29.560    1.001     0.849   0.146   0.006
  29.580    1.000     0.848   0.146   0.006
  29.600    1.000     0.848   0.146   0.006
  29.620    0.999     0.847   0.146   0.006
  29.640    0.997     0.846   0.145   0.006
  29.660    0.996     0.845   0.145   0.006
  29.680    0.995     0.844   0.145   0.006
  29.700    0.994     0.844   0.144   0.006
  29.720    0.994     0.844   0.144   0.006
  29.740    0.996     0.845   0.144   0.006
  29.760    0.998     0.847   0.145   0.006
  29.780    1.000     0.848   0.145   0.007
  29.800    1.001     0.848   0.146   0.007
  29.820    1.000     0.848   0.145   0.007
  29.840    0.999     0.848   0.145   0.007
  29.860    0.998     0.847   0.145   0.007
  29.880    0.997     0.846   0.144   0.007
  29.900    0.998     0.846   0.145   0.007
  29.920    0.998     0.846   0.145   0.006
  29.940    0.998     0.847   0.145   0.006
  29.960    0.998     0.846   0.146   0.006
  29.980    0.998     0.846   0.146   0.006
  30.000    0.997     0.846   0.145   0.007
  30.020    0.997     0.845   0.145   0.007
  30.040    0.997     0.845   0.145   0.007
  30.060    0.997     0.846   0.145   0.007
  30.080    0.997     0.846   0.145   0.007
  30.100    0.997     0.846   0.145   0.007
  30.120    0.997     0.845   0.145   0.007
  30.140    0.998     0.845   0.146   0.007
  30.160    0.998     0.845   0.146   0.007
  30.180    0.999     0.846   0.147   0.007
  30.200    0.999     0.846   0.146   0.007
  30.220    1.001     0.848   0.146   0.007
  30.240    1.002     0.849   0.146   0.007
  30.260    1.003     0.850   0.146   0.007
  30.280    1.003     0.850   0.146   0.007
  30.300    1.003     0.850   0.146   0.006
  30.320    1.001     0.848   0.146   0.006
  30.340    1.000     0.847   0.146   0.006
  30.360    0.999     0.846   0.146   0.006
  30.380    0.998     0.846   0.146   0.006
  30.400    0.999     0.846   0.146   0.006
  30.420    0.999     0.847   0.146   0.006
  30.440    1.000     0.847   0.146   0.006
  30.460    1.000     0.847   0.146   0.006
  30.480    1.000     0.847   0.147   0.006
  30.500    1.000     0.847   0.147   0.006
  30.520    1.000     0.847   0.147   0.006
  30.540    1.000     0.847   0.147   0.006
  30.560    0.999     0.846   0.146   0.006
  30.580    0.999     0.846   0.146   0.006
  30.600    0.998     0.846   0.146   0.006
  30.620    0.997     0.845   0.146   0.006
  30.640    0.997     0.845   0.145   0.006
  30.660    0.996     0.846   0.144   0.006
  30.680    0.997     0.846   0.144   0.006
  30.700    0.999     0.848   0.144   0.006
  30.720    1.001     0.849   0.145   0.007
  30.740    1.002     0.850   0.145   0.007
  30.760    1.003     0.851   0.146   0.007
  30.780    1.003     0.850   0.146   0.007
  30.800    1.002     0.849   0.147   0.006
  30.820    1.001     0.848   0.147   0.006
  30.840    1.000     0.847   0.146   0.006
  30.860    0.999     0.847   0.146   0.006
  30.880    0.999     0.847   0.145   0.006
  30.900    0.999     0.847   0.145   0.007
  30.920    0.998     0.847   0.145   0.007
  30.940    0.998     0.847   0.145   0.006
  30.960    0.998     0.847   0.145   0.006
  30.980    0.998     0.847   0.145   0.006
  31.000    0.999     0.847   0.145   0.006
  31.020    1.000     0.848   0.146   0.006
  31.040    1.000     0.848   0.146   0.006
  31.060    1.000     0.848   0.146   0.006
  31.080    1.000     0.847   0.146   0.006
  31.100    1.000     0.847   0.147   0.006
  31.120    1.000     0.847   0.146   0.006
  31.140    0.999     0.846   0.146   0.006
  31.160    0.998     0.846   0.146   0.006
  31.180    0.998     0.845   0.146   0.006
  31.200    0.997     0.844   0.146   0.006
  31.220    0.997     0.844   0.146   0.006
  31.240    0.997     0.844   0.147   0.006
  31.260    0.997     0.843   0.147   0.006
  31.280    0.996     0.843   0.147   0.006
  31.300    0.996     0.842   0.147   0.006
  31.320    0.995     0.842   0.147   0.006
  31.340    0.995     0.842   0.147   0.006
  31.360    0.995     0.842   0.147   0.006
  31.380    0.994     0.842   0.146   0.006
  31.400    0.995     0.842   0.146   0.006
  31.420    0.996     0.844   0.146   0.006
  31.440    0.998     0.845   0.146   0.006
  31.460    0.999     0.847   0.146   0.006
  31.480    1.001     0.848   0.146   0.006
  31.500    1.001     0.849   0.146   0.006
  31.520    1.001     0.849   0.145   0.007
  31.540    1.001     0.849   0.145   0.007
  31.560    1.000     0.849   0.144   0.007
  31.580    0.999     0.849   0.143   0.007
  31.600    0.998     0.849   0.143   0.007
  31.620    0.999     0.849   0.143   0.007
  31.640    1.000     0.849   0.144   0.007
  31.660    1.001     0.850   0.144   0.007
  31.680    1.001     0.850   0.145   0.006
  31.700    1.000     0.849   0.145   0.006
  31.720    0.999     0.847   0.145   0.006
  31.740    0.997     0.846   0.145   0.006
  31.760    0.996     0.845   0.145   0.006
  31.780    0.996     0.845   0.145   0.006
  31.800    0.997     0.846   0.145   0.006
  31.820    0.998     0.847   0.145   0.006
  31.840    0.999     0.847   0.145   0.006
  31.860    0.999     0.848   0.145   0.006
  31.880    1.000     0.848   0.146   0.006
  31.900    1.001     0.848   0.146   0.006
  31.920    1.001     0.848   0.147   0.006
  31.940    1.001     0.848   0.147   0.007
  31.960    1.001     0.848   0.147   0.007
  31.980    1.001     0.848   0.146   0.007
  32.000    1.001     0.848   0.146   0.007
  32.020    1.001     0.848   0.146   0.007
  32.040    1.000     0.848   0.146   0.007
  32.060    1.000     0.848   0.146   0.007
  32.080    1.000     0.848   0.146   0.007
  32.100    1.001     0.849   0.146   0.006
  32.120    1.002     0.849   0.146   0.006
  32.140    1.002     0.849   0.146   0.007
  32.160    1.002     0.849   0.146   0.006
  32.180    1.001     0.849   0.146   0.006
  32.200    1.001     0.849   0.145   0.006
  32.220    1.000     0.849   0.145   0.006
  32.240    1.001     0.849   0.145   0.006
  32.260    1.001     0.849   0.145   0.006
  32.280    1.002     0.850   0.145   0.006
  32.300    1.002     0.850   0.145   0.006
  32.320    1.002     0.850   0.146   0.006
  32.340    1.002     0.850   0.146   0.006
  32.360    1.001     0.849   0.146   0.006
  32.380    1.001     0.849   0.146   0.006
  32.400    1.001     0.849   0.146   0.006
  32.420    1.002     0.849   0.146   0.006
  32.440    1.002     0.849   0.146   0.006
  32.460    1.002     0.849   0.147   0.006
  32.480    1.002     0.849   0.147   0.006
  32.500    1.001     0.849   0.146   0.006
  32.520    1.001     0.848   0.146   0.006
  32.540    1.001     0.849   0.146   0.006
  32.560    1.001     0.849   0.146   0.006
  32.580    1.001     0.849   0.146   0.006
  32.600    1.001     0.849   0.146   0.006
  32.620    1.002     0.850   0.145   0.006
  32.640    1.002     0.851   0.145   0.006
  32.660    1.002     0.851   0.145   0.006
  32.680    1.002     0.851   0.145   0.006
  32.700    1.002     0.851   0.145   0.006
  32.720    1.001     0.850   0.145   0.006
  32.740    1.001     0.850   0.145   0.006
  32.760    1.002     0.850   0.145   0.006
  32.780    1.002     0.850   0.145   0.006
  32.800    1.002     0.850   0.145   0.007
  32.820    1.001     0.849   0.145   0.007
  32.840    0.999     0.848   0.145   0.007
  32.860    0.998     0.846   0.145   0.007
  32.880    0.997     0.845   0.146   0.007
  32.900    0.997     0.844   0.146   0.007
  32.920    0.997     0.844   0.147   0.007
  32.940    0.998     0.845   0.147   0.007
  32.960    0.999     0.845   0.147   0.006
  32.980    0.999     0.846   0.147   0.006
  33.000    0.999     0.846   0.146   0.006
  33.020    0.998     0.846   0.146   0.006
  33.040    0.998     0.846   0.145   0.006
  33.060    0.997     0.846   0.145   0.006
  33.080    0.997     0.846   0.145   0.006
  33.100    0.997     0.845   0.145   0.006
  33.120    0.997     0.845   0.145   0.006
  33.140    0.997     0.845   0.145   0.006
  33.160    0.997     0.846   0.146   0.006
  33.180    0.998     0.846   0.146   0.006
  33.200    0.999     0.847   0.146   0.006
  33.220    1.000     0.848   0.146   0.006
  33.240    1.000     0.848   0.146   0.006
  33.260    1.000     0.849   0.145   0.006
  33.280    1.000     0.849   0.145   0.006
  33.300    1.000     0.849   0.145   0.006
  33.320    1.001     0.849   0.145   0.006
  33.340    1.001     0.849   0.146   0.006
  33.360    1.002     0.850   0.146   0.006
  33.380    1.002     0.850   0.146   0.006
  33.400    1.001     0.850   0.145   0.006
  33.420    1.001     0.849   0.145   0.006
  33.440    1.000     0.849   0.145   0.006
  33.460    1.000     0.848   0.145   0.006
  33.480    0.999     0.848   0.146   0.006
  33.500    0.999     0.847   0.146   0.006
  33.520    0.999     0.847   0.146   0.006
  33.540    0.999     0.846   0.147   0.006
  33.560    0.998     0.845   0.147   0.006
  33.580    0.997     0.844   0.147   0.006
  33.600    0.996     0.844   0.146   0.006
  33.620    0.997     0.845   0.146   0.006
  33.640    0.998     0.846   0.146   0.006
  33.660    0.998     0.846   0.145   0.006
  33.680    0.998     0.846   0.145   0.006
  33.700    0.998     0.846   0.145   0.006
  33.720    0.998     0.846   0.146   0.006
  33.740    0.999     0.847   0.146   0.006
  33.760    1.000     0.847   0.146   0.006
  33.780    1.001     0.848   0.146   0.006
  33.800    1.002     0.849   0.146   0.006
  33.820    1.002     0.850   0.146   0.006
  33.840    1.003     0.850   0.146   0.006
  33.860    1.003     0.851   0.146   0.006
  33.880    1.003     0.851   0.145   0.006
  33.900    1.002     0.851   0.145   0.006
  33.920    1.002     0.850   0.145   0.006
  33.940    1.001     0.849   0.145   0.006
  33.960    0.999     0.848   0.145   0.006
  33.980    0.998     0.847   0.145   0.006
  34.000    0.997     0.846   0.145   0.006
  34.020    0.996     0.845   0.145   0.006
  34.040    0.996     0.845   0.145   0.006
  34.060    0.997     0.845   0.146   0.006
  34.080    0.998     0.846   0.146   0.006
  34.100    0.999     0.846   0.146   0.006
  34.120    0.999     0.847   0.146   0.006
  34.140    0.999     0.847   0.146   0.006
  34.160    1.000     0.848   0.146   0.006
  34.180    1.002     0.849   0.146   0.006
  34.200    1.002     0.850   0.146   0.006
  34.220    1.003     0.851   0.146   0.006
  34.240    1.002     0.850   0.145   0.006
  34.260    1.001     0.850   0.145   0.006
  34.280    1.000     0.849   0.144   0.006
  34.300    1.000     0.849   0.145   0.006
  34.320    1.000     0.849   0.145   0.006
  34.340    1.000     0.848   0.146   0.006
  34.360    1.001     0.848   0.146   0.006
  34.380    1.001     0.848   0.146   0.006
  34.400    1.000     0.848   0.146   0.006
  34.420    1.000     0.847   0.146   0.006
  34.440    1.000     0.847   0.146   0.006
  34.460    1.000     0.847   0.146   0.006
  34.480    0.999     0.847   0.146   0.006
  34.500    0.999     0.847   0.146   0.006
  34.520    0.999     0.847   0.146   0.006
  34.540    1.000     0.848   0.146   0.006
  34.560    1.000     0.848   0.146   0.006
  34.580    1.001     0.849   0.146   0.006
  34.600    1.002     0.849   0.146   0.006
  34.620    1.002     0.849   0.146   0.006
  34.640    1.002     0.849   0.146   0.006
  34.660    1.002     0.849   0.146   0.006
  34.680    1.002     0.849   0.146   0.006
  34.700    1.001     0.848   0.146   0.007
  34.720    1.000     0.848   0.145   0.007
  34.740    0.999     0.847   0.145   0.007
  34.760    0.998     0.847   0.145   0.007
  34.780    0.998     0.847   0.144   0.007
  34.800    0.998     0.847   0.145   0.007
  34.820    0.998     0.847   0.145   0.007
  34.840    0.999     0.847   0.145   0.007
  34.860    0.999     0.847   0.145   0.007
  34.880    1.001     0.848   0.146   0.007
  34.900    1.001     0.849   0.146   0.007
  34.920    1.002     0.849   0.146   0.007
  34.940    1.001     0.848   0.145   0.007
  34.960    0.999     0.847   0.145   0.007
  34.980    0.998     0.846   0.145   0.007
  35.000    0.997     0.844   0.146   0.006
  35.020    0.996     0.844   0.146   0.006
  35.040    0.997     0.844   0.147   0.006
  35.060    0.998     0.845   0.147   0.006
  35.080    0.999     0.846   0.147   0.006
  35.100    0.999     0.847   0.146   0.006
  35.120    1.000     0.847   0.146   0.006
  35.140    1.000     0.847   0.146   0.006
  35.160    0.999     0.847   0.146   0.006
  35.180    0.998     0.847   0.145   0.006
  35.200    0.998     0.846   0.145   0.007
  35.220    0.998     0.847   0.144   0.007
  35.240    0.998     0.847   0.144   0.007
  35.260    1.000     0.848   0.145   0.007
  35.280    1.001     0.850   0.145   0.007
  35.300    1.002     0.850   0.145   0.007
  35.320    1.002     0.851   0.144   0.007
  35.340    1.003     0.851   0.145   0.007
  35.360    1.003     0.852   0.145   0.007
  35.380    1.003     0.852   0.145   0.007
  35.400    1.002     0.851   0.144   0.007
  35.420    1.001     0.851   0.144   0.007
  35.440    1.000     0.850   0.144   0.007
  35.460    1.000     0.850   0.143   0.006
  35.480    0.999     0.850   0.143   0.006
  35.500    0.999     0.850   0.143   0.006
  35.520    1.000     0.850   0.144   0.006
  35.540    1.000     0.850   0.144   0.006
  35.560    1.000     0.849   0.145   0.006
  35.580    1.000     0.849   0.145   0.006
  35.600    1.000     0.848   0.146   0.006
  35.620    1.000     0.847   0.146   0.006
  35.640    0.999     0.846   0.147   0.006
  35.660    0.999     0.845   0.147   0.006
  35.680    0.998     0.845   0.147   0.006
  35.700    0.997     0.844   0.146   0.006
  35.720    0.996     0.845   0.145   0.006
  35.740    0.996     0.845   0.145   0.006
  35.760    0.996     0.845   0.145   0.006
  35.780    0.995     0.845   0.145   0.006
  35.800    0.995     0.844   0.145   0.006
  35.820    0.996     0.844   0.145   0.006
  35.840    0.997     0.845   0.146   0.006
  35.860    0.998     0.845   0.146   0.006
  35.880    0.999     0.846   0.147   0.006
  35.900    0.999     0.846   0.147   0.007
  35.920    1.000     0.846   0.147   0.006
  35.940    0.999     0.845   0.147   0.006
  35.960    0.999     0.845   0.147   0.006
  35.980    0.998     0.845   0.147   0.006
  36.000    0.998     0.845   0.147   0.006
  36.020    0.998     0.846   0.146   0.006
  36.040    0.999     0.847   0.146   0.006
  36.060    1.000     0.848   0.146   0.006
  36.080    1.000     0.848   0.146   0.006
  36.100    0.999     0.847   0.146   0.006
  36.120    0.998     0.847   0.145   0.006
  36.140    0.998     0.846   0.145   0.006
  36.160    0.999     0.847   0.145   0.006
  36.180    1.000     0.848   0.145   0.006
  36.200    1.001     0.849   0.146   0.006
  36.220    1.002     0.850   0.146   0.006
  36.240    1.003     0.850   0.147   0.006
  36.260    1.003     0.849   0.147   0.006
  36.280    1.002     0.849   0.147   0.006
  36.300    1.002     0.849   0.147   0.006
  36.320    1.002     0.849   0.147   0.006
  36.340    1.001     0.849   0.146   0.006
  36.360    1.001     0.849   0.146   0.006
  36.380    1.001     0.849   0.145   0.006
  36.400    1.000     0.849   0.145   0.006
  36.420    0.999     0.848   0.145   0.006
  36.440    0.999     0.848   0.145   0.006
  36.460    1.000     0.848   0.145   0.006
  36.480    1.000     0.849   0.145   0.006
  36.500    1.001     0.849   0.145   0.006
  36.520    1.001     0.849   0.146   0.006
  36.540    1.001     0.849   0.146   0.006
  36.560    1.000     0.848   0.146   0.006
  36.580    0.999     0.848   0.145   0.006
  36.600    0.998     0.847   0.145   0.006
  36.620    0.998     0.846   0.145   0.007
  36.640    0.998     0.846   0.145   0.007
  36.660    0.998     0.847   0.145   0.007
  36.680    1.000     0.848   0.145   0.007
  36.700    1.001     0.849   0.146   0.007
  36.720    1.002     0.849   0.146   0.007
  36.740    1.002     0.850   0.146   0.006
  36.760    1.002     0.850   0.146   0.006
  36.780    1.001     0.850   0.145   0.006
  36.800    1.002     0.850   0.145   0.006
  36.820    1.002     0.850   0.145   0.006
  36.840    1.003     0.851   0.146   0.006
  36.860    1.003     0.851   0.146   0.006
  36.880    1.003     0.850   0.146   0.006
  36.900    1.002     0.850   0.146   0.006
  36.920    1.002     0.849   0.147   0.006
  36.940    1.002     0.849   0.147   0.006
  36.960    1.002     0.849   0.147   0.006
  36.980    1.001     0.848   0.148   0.006
  37.000    1.000     0.847   0.147   0.006
  37.020    0.999     0.846   0.147   0.006
  37.040    0.999     0.845   0.147   0.006
  37.060    0.999     0.845   0.147   0.006
  37.080    0.999     0.846   0.147   0.006
  37.100    1.000     0.846   0.148   0.006
  37.120    1.001     0.846   0.148   0.006
  37.140    1.001     0.846   0.148   0.006
  37.160    1.001     0.847   0.148   0.006
  37.180    1.001     0.847   0.147   0.006
  37.200    1.001     0.847   0.147   0.006
  37.220    1.001     0.847   0.147   0.006
  37.240    1.001     0.847   0.147   0.006
  37.260    1.001     0.848   0.147   0.006
  37.280    1.001     0.849   0.146   0.006
  37.300    1.002     0.849   0.146   0.006
  37.320    1.002     0.850   0.146   0.006
  37.340    1.001     0.849   0.146   0.006
  37.360    1.000     0.849   0.145   0.006
  37.380    1.000     0.848   0.145   0.006
  37.400    1.000     0.848   0.145   0.006
