 Substance:Al_U       2023/12/12 09:51:13                     
 Input files: ./data/Al_U_large_n0001.dat to ./data/Al_U_large_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     100000000 cell pairs, j_rand          10
 Supercell size:           1           1           1
 Unit cell parameter:   79.8159637       79.8159637       79.8159637    
 Atoms/unit_cell:           2
 Atoms  :    Al      U   
 Atom no.        1       2
 Occups:   0.9200  0.0800
 Weights: Xray            12.9937 91.9693
 Masks	:        1       1
 Smoothing FWHM [Å]   9.99999940E-02

 Output: g(r)
 Partials index        1  1    1  2    2  2
   r [A]   Total       Al_Al   Al_U   U_U
  25.740    0.999     0.384   0.469   0.146
  25.760    0.999     0.384   0.468   0.147
  25.780    0.998     0.384   0.466   0.148
  25.800    0.998     0.384   0.465   0.149
  25.820    0.999     0.384   0.465   0.150
  25.840    0.998     0.384   0.464   0.149
  25.860    0.997     0.384   0.464   0.148
  25.880    0.995     0.384   0.464   0.146
  25.900    0.994     0.384   0.465   0.144
  25.920    0.993     0.384   0.467   0.141
  25.940    0.992     0.384   0.470   0.138
  25.960    0.991     0.384   0.472   0.136
  25.980    0.990     0.384   0.473   0.134
  26.000    0.991     0.384   0.474   0.134
  26.020    0.993     0.384   0.474   0.135
  26.040    0.997     0.384   0.474   0.138
  26.060    1.001     0.384   0.474   0.142
  26.080    1.005     0.385   0.475   0.146
  26.100    1.008     0.385   0.475   0.148
  26.120    1.010     0.385   0.474   0.151
  26.140    1.011     0.386   0.473   0.152
  26.160    1.010     0.386   0.471   0.153
  26.180    1.008     0.386   0.470   0.153
  26.200    1.006     0.386   0.469   0.152
  26.220    1.005     0.385   0.469   0.151
  26.240    1.003     0.385   0.469   0.150
  26.260    1.002     0.384   0.469   0.149
  26.280    1.001     0.384   0.470   0.148
  26.300    1.000     0.383   0.470   0.147
  26.320    0.998     0.383   0.470   0.145
  26.340    0.996     0.383   0.469   0.143
  26.360    0.994     0.384   0.469   0.142
  26.380    0.993     0.384   0.468   0.141
  26.400    0.993     0.384   0.468   0.142
  26.420    0.993     0.383   0.467   0.142
  26.440    0.994     0.383   0.468   0.143
  26.460    0.995     0.383   0.468   0.144
  26.480    0.998     0.383   0.469   0.145
  26.500    1.000     0.383   0.469   0.148
  26.520    1.003     0.383   0.469   0.150
  26.540    1.005     0.383   0.470   0.152
  26.560    1.006     0.383   0.470   0.153
  26.580    1.006     0.383   0.471   0.152
  26.600    1.004     0.383   0.471   0.150
  26.620    1.000     0.383   0.470   0.147
  26.640    0.997     0.383   0.469   0.145
  26.660    0.995     0.384   0.468   0.144
  26.680    0.995     0.384   0.467   0.144
  26.700    0.995     0.384   0.466   0.145
  26.720    0.997     0.384   0.466   0.147
  26.740    0.999     0.383   0.466   0.150
  26.760    1.001     0.383   0.466   0.151
  26.780    1.002     0.383   0.466   0.152
  26.800    1.002     0.384   0.466   0.152
  26.820    1.001     0.384   0.465   0.151
  26.840    0.998     0.385   0.464   0.149
  26.860    0.996     0.385   0.463   0.148
  26.880    0.994     0.384   0.463   0.147
  26.900    0.993     0.383   0.463   0.147
  26.920    0.995     0.383   0.464   0.148
  26.940    0.997     0.383   0.466   0.148
  26.960    1.000     0.383   0.468   0.149
  26.980    1.001     0.383   0.469   0.149
  27.000    1.002     0.383   0.469   0.150
  27.020    1.002     0.383   0.468   0.151
  27.040    1.002     0.384   0.466   0.152
  27.060    1.002     0.384   0.465   0.153
  27.080    1.003     0.384   0.465   0.154
  27.100    1.004     0.385   0.466   0.154
  27.120    1.005     0.385   0.467   0.153
  27.140    1.005     0.385   0.468   0.152
  27.160    1.005     0.385   0.469   0.151
  27.180    1.005     0.384   0.469   0.151
  27.200    1.004     0.384   0.469   0.151
  27.220    1.003     0.384   0.469   0.150
  27.240    1.000     0.383   0.469   0.148
  27.260    0.997     0.383   0.469   0.145
  27.280    0.993     0.383   0.468   0.143
  27.300    0.990     0.382   0.466   0.141
  27.320    0.989     0.383   0.465   0.141
  27.340    0.989     0.383   0.464   0.142
  27.360    0.990     0.383   0.463   0.144
  27.380    0.992     0.384   0.464   0.145
  27.400    0.994     0.384   0.465   0.145
  27.420    0.994     0.384   0.465   0.145
  27.440    0.994     0.384   0.466   0.145
  27.460    0.994     0.383   0.465   0.145
  27.480    0.993     0.383   0.465   0.146
  27.500    0.993     0.382   0.464   0.147
  27.520    0.994     0.382   0.463   0.148
  27.540    0.994     0.382   0.463   0.149
  27.560    0.995     0.382   0.464   0.149
  27.580    0.996     0.382   0.465   0.148
  27.600    0.997     0.383   0.466   0.148
  27.620    0.998     0.383   0.468   0.147
  27.640    0.998     0.383   0.469   0.146
  27.660    0.998     0.383   0.469   0.145
  27.680    0.997     0.384   0.469   0.145
  27.700    0.997     0.384   0.468   0.144
  27.720    0.997     0.385   0.467   0.145
  27.740    0.997     0.385   0.465   0.146
  27.760    0.996     0.385   0.463   0.148
  27.780    0.995     0.384   0.462   0.149
  27.800    0.993     0.384   0.461   0.148
  27.820    0.992     0.383   0.460   0.148
  27.840    0.990     0.383   0.460   0.147
  27.860    0.990     0.384   0.459   0.147
  27.880    0.991     0.384   0.459   0.148
  27.900    0.993     0.385   0.458   0.150
  27.920    0.995     0.386   0.457   0.152
  27.940    0.997     0.386   0.457   0.154
  27.960    1.000     0.387   0.458   0.155
  27.980    1.002     0.387   0.460   0.155
  28.000    1.003     0.387   0.461   0.155
  28.020    1.003     0.386   0.464   0.153
  28.040    1.002     0.385   0.465   0.151
  28.060    1.001     0.385   0.467   0.150
  28.080    1.001     0.384   0.467   0.149
  28.100    0.999     0.384   0.466   0.149
  28.120    0.996     0.384   0.465   0.148
  28.140    0.993     0.384   0.463   0.146
  28.160    0.990     0.383   0.462   0.145
  28.180    0.988     0.383   0.461   0.144
  28.200    0.988     0.383   0.461   0.144
  28.220    0.989     0.382   0.462   0.145
  28.240    0.990     0.383   0.462   0.146
  28.260    0.993     0.383   0.463   0.147
  28.280    0.996     0.383   0.465   0.148
  28.300    1.000     0.383   0.467   0.150
  28.320    1.003     0.383   0.468   0.151
  28.340    1.003     0.383   0.469   0.151
  28.360    1.000     0.384   0.467   0.149
  28.380    0.996     0.385   0.465   0.146
  28.400    0.992     0.385   0.464   0.143
  28.420    0.991     0.385   0.463   0.143
  28.440    0.993     0.385   0.464   0.144
  28.460    0.995     0.385   0.464   0.146
  28.480    0.997     0.384   0.465   0.148
  28.500    0.996     0.384   0.465   0.147
  28.520    0.994     0.384   0.465   0.146
  28.540    0.992     0.384   0.464   0.144
  28.560    0.991     0.384   0.463   0.144
  28.580    0.991     0.384   0.462   0.145
  28.600    0.993     0.385   0.463   0.146
  28.620    0.994     0.384   0.463   0.146
  28.640    0.995     0.384   0.464   0.147
  28.660    0.996     0.384   0.465   0.147
  28.680    0.996     0.384   0.465   0.147
  28.700    0.995     0.384   0.465   0.146
  28.720    0.993     0.384   0.465   0.144
  28.740    0.992     0.384   0.465   0.142
  28.760    0.992     0.384   0.466   0.142
  28.780    0.994     0.384   0.467   0.144
  28.800    0.999     0.384   0.467   0.148
  28.820    1.003     0.383   0.468   0.152
  28.840    1.005     0.383   0.467   0.155
  28.860    1.005     0.382   0.467   0.156
  28.880    1.003     0.382   0.466   0.155
  28.900    1.001     0.382   0.466   0.153
  28.920    0.999     0.382   0.467   0.150
  28.940    0.998     0.383   0.468   0.147
  28.960    0.999     0.383   0.469   0.146
  28.980    1.001     0.384   0.471   0.147
  29.000    1.003     0.384   0.471   0.148
  29.020    1.004     0.384   0.471   0.149
  29.040    1.002     0.384   0.470   0.148
  29.060    0.999     0.384   0.469   0.147
  29.080    0.996     0.383   0.468   0.145
  29.100    0.994     0.383   0.468   0.144
  29.120    0.994     0.382   0.467   0.145
  29.140    0.993     0.382   0.465   0.146
  29.160    0.993     0.382   0.463   0.147
  29.180    0.992     0.383   0.462   0.148
  29.200    0.992     0.383   0.461   0.147
  29.220    0.993     0.384   0.462   0.148
  29.240    0.996     0.384   0.463   0.149
  29.260    1.000     0.384   0.465   0.150
  29.280    1.002     0.384   0.467   0.152
  29.300    1.004     0.383   0.468   0.153
  29.320    1.004     0.382   0.468   0.154
  29.340    1.003     0.382   0.468   0.154
  29.360    1.001     0.382   0.467   0.152
  29.380    0.998     0.382   0.465   0.151
  29.400    0.996     0.382   0.463   0.151
  29.420    0.995     0.383   0.461   0.151
  29.440    0.995     0.383   0.460   0.152
  29.460    0.996     0.384   0.460   0.152
  29.480    0.995     0.384   0.461   0.150
  29.500    0.994     0.384   0.463   0.147
  29.520    0.993     0.384   0.465   0.144
  29.540    0.994     0.384   0.467   0.143
  29.560    0.994     0.384   0.468   0.142
  29.580    0.993     0.384   0.468   0.141
  29.600    0.992     0.384   0.468   0.141
  29.620    0.990     0.383   0.467   0.140
  29.640    0.988     0.383   0.466   0.139
  29.660    0.986     0.382   0.465   0.139
  29.680    0.984     0.382   0.463   0.139
  29.700    0.983     0.382   0.462   0.140
  29.720    0.984     0.382   0.461   0.141
  29.740    0.988     0.383   0.462   0.143
  29.760    0.993     0.383   0.464   0.146
  29.780    0.999     0.384   0.466   0.149
  29.800    1.002     0.384   0.466   0.152
  29.820    1.003     0.384   0.466   0.153
  29.840    1.001     0.384   0.464   0.153
  29.860    0.998     0.383   0.463   0.152
  29.880    0.996     0.383   0.463   0.150
  29.900    0.995     0.383   0.464   0.148
  29.920    0.995     0.383   0.465   0.147
  29.940    0.995     0.383   0.466   0.146
  29.960    0.996     0.383   0.466   0.146
  29.980    0.996     0.383   0.466   0.147
  30.000    0.997     0.383   0.466   0.148
  30.020    0.998     0.383   0.465   0.150
  30.040    0.999     0.383   0.465   0.152
  30.060    0.999     0.383   0.464   0.152
  30.080    0.998     0.383   0.464   0.151
  30.100    0.997     0.383   0.465   0.150
  30.120    0.997     0.383   0.466   0.149
  30.140    0.998     0.383   0.467   0.148
  30.160    1.000     0.383   0.469   0.148
  30.180    1.001     0.383   0.469   0.149
  30.200    1.002     0.383   0.469   0.149
  30.220    1.002     0.384   0.469   0.149
  30.240    1.002     0.384   0.468   0.149
  30.260    1.002     0.385   0.468   0.149
  30.280    1.001     0.385   0.468   0.147
  30.300    0.999     0.385   0.469   0.146
  30.320    0.996     0.384   0.469   0.143
  30.340    0.993     0.383   0.469   0.140
  30.360    0.990     0.383   0.469   0.138
  30.380    0.989     0.383   0.469   0.137
  30.400    0.989     0.383   0.469   0.137
  30.420    0.989     0.383   0.468   0.137
  30.440    0.991     0.384   0.468   0.139
  30.460    0.994     0.384   0.469   0.141
  30.480    0.997     0.383   0.470   0.144
  30.500    0.999     0.383   0.470   0.145
  30.520    1.000     0.383   0.470   0.146
  30.540    0.999     0.383   0.470   0.146
  30.560    0.998     0.383   0.469   0.145
  30.580    0.996     0.383   0.469   0.145
  30.600    0.995     0.383   0.468   0.144
  30.620    0.992     0.383   0.466   0.143
  30.640    0.990     0.383   0.465   0.143
  30.660    0.989     0.383   0.463   0.143
  30.680    0.990     0.383   0.462   0.145
  30.700    0.993     0.384   0.463   0.147
  30.720    0.998     0.384   0.464   0.150
  30.740    1.002     0.385   0.466   0.151
  30.760    1.003     0.385   0.467   0.151
  30.780    1.002     0.385   0.469   0.149
  30.800    1.000     0.384   0.470   0.146
  30.820    0.998     0.384   0.470   0.144
  30.840    0.997     0.384   0.469   0.144
  30.860    0.997     0.383   0.468   0.145
  30.880    0.997     0.384   0.466   0.147
  30.900    0.997     0.384   0.465   0.149
  30.920    0.996     0.383   0.464   0.149
  30.940    0.994     0.383   0.464   0.147
  30.960    0.993     0.383   0.464   0.146
  30.980    0.993     0.383   0.465   0.145
  31.000    0.994     0.384   0.465   0.145
  31.020    0.995     0.384   0.467   0.145
  31.040    0.996     0.384   0.468   0.144
  31.060    0.997     0.384   0.469   0.144
  31.080    0.997     0.384   0.469   0.144
  31.100    0.997     0.384   0.469   0.144
  31.120    0.997     0.383   0.469   0.144
  31.140    0.996     0.383   0.469   0.144
  31.160    0.996     0.383   0.468   0.145
  31.180    0.996     0.383   0.468   0.145
  31.200    0.996     0.382   0.468   0.145
  31.220    0.996     0.382   0.469   0.145
  31.240    0.996     0.382   0.470   0.144
  31.260    0.996     0.382   0.471   0.143
  31.280    0.996     0.382   0.472   0.143
  31.300    0.995     0.381   0.472   0.142
  31.320    0.994     0.381   0.472   0.141
  31.340    0.992     0.381   0.471   0.140
  31.360    0.991     0.381   0.470   0.140
  31.380    0.991     0.381   0.469   0.141
  31.400    0.992     0.381   0.468   0.142
  31.420    0.994     0.382   0.468   0.143
  31.440    0.995     0.383   0.469   0.144
  31.460    0.996     0.383   0.468   0.144
  31.480    0.996     0.384   0.468   0.145
  31.500    0.997     0.384   0.467   0.146
  31.520    0.997     0.385   0.465   0.148
  31.540    0.998     0.384   0.464   0.150
  31.560    0.997     0.384   0.461   0.151
  31.580    0.996     0.384   0.459   0.152
  31.600    0.995     0.384   0.458   0.152
  31.620    0.994     0.384   0.458   0.151
  31.640    0.994     0.385   0.460   0.150
  31.660    0.995     0.385   0.462   0.148
  31.680    0.995     0.385   0.464   0.146
  31.700    0.994     0.384   0.465   0.144
  31.720    0.993     0.384   0.465   0.144
  31.740    0.991     0.383   0.465   0.144
  31.760    0.991     0.383   0.464   0.144
  31.780    0.990     0.383   0.463   0.144
  31.800    0.990     0.383   0.463   0.144
  31.820    0.990     0.383   0.463   0.143
  31.840    0.990     0.384   0.464   0.143
  31.860    0.991     0.384   0.465   0.142
  31.880    0.993     0.384   0.467   0.142
  31.900    0.996     0.384   0.469   0.143
  31.920    0.999     0.384   0.470   0.146
  31.940    1.002     0.384   0.470   0.148
  31.960    1.003     0.384   0.470   0.150
  31.980    1.004     0.384   0.469   0.151
  32.000    1.004     0.384   0.468   0.151
  32.020    1.002     0.384   0.468   0.151
  32.040    1.001     0.384   0.467   0.150
  32.060    0.999     0.384   0.467   0.149
  32.080    0.998     0.384   0.467   0.148
  32.100    0.999     0.384   0.467   0.147
  32.120    0.999     0.384   0.468   0.147
  32.140    1.000     0.385   0.468   0.147
  32.160    0.999     0.385   0.467   0.147
  32.180    0.997     0.384   0.466   0.146
  32.200    0.995     0.384   0.466   0.145
  32.220    0.995     0.384   0.465   0.145
  32.240    0.995     0.384   0.466   0.146
  32.260    0.996     0.384   0.466   0.146
  32.280    0.996     0.385   0.466   0.145
  32.300    0.995     0.385   0.466   0.144
  32.320    0.995     0.385   0.466   0.143
  32.340    0.994     0.385   0.466   0.143
  32.360    0.995     0.385   0.466   0.144
  32.380    0.996     0.384   0.466   0.146
  32.400    0.998     0.384   0.467   0.147
  32.420    1.000     0.384   0.468   0.147
  32.440    1.000     0.384   0.469   0.146
  32.460    0.999     0.384   0.470   0.145
  32.480    0.998     0.384   0.470   0.144
  32.500    0.998     0.384   0.469   0.144
  32.520    0.998     0.384   0.469   0.145
  32.540    0.998     0.384   0.468   0.146
  32.560    0.998     0.384   0.467   0.146
  32.580    0.996     0.384   0.467   0.145
  32.600    0.995     0.385   0.467   0.144
  32.620    0.994     0.385   0.466   0.142
  32.640    0.992     0.385   0.465   0.142
  32.660    0.991     0.385   0.464   0.141
  32.680    0.990     0.385   0.464   0.141
  32.700    0.989     0.385   0.463   0.141
  32.720    0.990     0.385   0.464   0.141
  32.740    0.992     0.385   0.464   0.143
  32.760    0.994     0.385   0.464   0.145
  32.780    0.996     0.385   0.464   0.147
  32.800    0.998     0.385   0.464   0.148
  32.820    0.998     0.384   0.464   0.149
  32.840    0.998     0.384   0.465   0.150
  32.860    0.998     0.383   0.465   0.150
  32.880    0.999     0.382   0.466   0.150
  32.900    1.000     0.382   0.468   0.149
  32.920    1.001     0.382   0.470   0.149
  32.940    1.001     0.382   0.471   0.148
  32.960    0.999     0.383   0.471   0.146
  32.980    0.996     0.383   0.470   0.144
  33.000    0.992     0.383   0.468   0.141
  33.020    0.989     0.383   0.467   0.139
  33.040    0.987     0.383   0.466   0.138
  33.060    0.987     0.383   0.466   0.138
  33.080    0.988     0.383   0.466   0.140
  33.100    0.989     0.383   0.466   0.141
  33.120    0.990     0.383   0.466   0.142
  33.140    0.990     0.383   0.466   0.141
  33.160    0.990     0.383   0.467   0.141
  33.180    0.991     0.383   0.467   0.140
  33.200    0.992     0.383   0.468   0.141
  33.220    0.993     0.384   0.467   0.142
  33.240    0.993     0.384   0.466   0.143
  33.260    0.992     0.384   0.465   0.143
  33.280    0.991     0.384   0.465   0.142
  33.300    0.991     0.384   0.465   0.142
  33.320    0.993     0.384   0.466   0.143
  33.340    0.995     0.385   0.467   0.144
  33.360    0.996     0.385   0.467   0.144
  33.380    0.995     0.385   0.466   0.143
  33.400    0.993     0.385   0.466   0.142
  33.420    0.991     0.384   0.465   0.141
  33.440    0.990     0.384   0.465   0.140
  33.460    0.989     0.384   0.466   0.139
  33.480    0.988     0.384   0.467   0.138
  33.500    0.988     0.384   0.468   0.137
  33.520    0.989     0.383   0.469   0.137
  33.540    0.991     0.383   0.470   0.138
  33.560    0.992     0.382   0.470   0.140
  33.580    0.993     0.382   0.470   0.141
  33.600    0.993     0.382   0.469   0.142
  33.620    0.992     0.382   0.468   0.142
  33.640    0.992     0.383   0.467   0.142
  33.660    0.991     0.383   0.466   0.142
  33.680    0.991     0.383   0.466   0.142
  33.700    0.992     0.383   0.466   0.143
  33.720    0.993     0.383   0.467   0.144
  33.740    0.995     0.383   0.467   0.145
  33.760    0.998     0.384   0.468   0.146
  33.780    0.999     0.384   0.468   0.147
  33.800    1.000     0.384   0.469   0.147
  33.820    0.999     0.385   0.469   0.146
  33.840    0.997     0.385   0.468   0.145
  33.860    0.995     0.385   0.467   0.143
  33.880    0.993     0.385   0.466   0.142
  33.900    0.992     0.385   0.466   0.141
  33.920    0.991     0.385   0.465   0.141
  33.940    0.990     0.385   0.465   0.141
  33.960    0.989     0.384   0.464   0.141
  33.980    0.988     0.383   0.463   0.141
  34.000    0.987     0.383   0.463   0.141
  34.020    0.988     0.383   0.464   0.142
  34.040    0.990     0.382   0.466   0.142
  34.060    0.993     0.383   0.467   0.143
  34.080    0.994     0.383   0.468   0.143
  34.100    0.994     0.383   0.468   0.143
  34.120    0.993     0.383   0.467   0.142
  34.140    0.992     0.384   0.467   0.142
  34.160    0.994     0.384   0.468   0.142
  34.180    0.995     0.384   0.468   0.143
  34.200    0.996     0.385   0.468   0.144
  34.220    0.996     0.385   0.466   0.145
  34.240    0.995     0.385   0.465   0.146
  34.260    0.994     0.385   0.463   0.146
  34.280    0.994     0.385   0.463   0.146
  34.300    0.994     0.384   0.463   0.146
  34.320    0.995     0.384   0.465   0.146
  34.340    0.996     0.384   0.467   0.145
  34.360    0.996     0.384   0.468   0.144
  34.380    0.996     0.384   0.469   0.143
  34.400    0.995     0.384   0.469   0.142
  34.420    0.995     0.384   0.469   0.142
  34.440    0.995     0.383   0.469   0.142
  34.460    0.994     0.383   0.468   0.142
  34.480    0.994     0.384   0.468   0.143
  34.500    0.993     0.384   0.467   0.143
  34.520    0.993     0.384   0.466   0.143
  34.540    0.994     0.384   0.467   0.143
  34.560    0.995     0.384   0.468   0.143
  34.580    0.995     0.384   0.468   0.142
  34.600    0.995     0.384   0.469   0.142
  34.620    0.995     0.384   0.469   0.141
  34.640    0.996     0.384   0.469   0.142
  34.660    0.997     0.384   0.469   0.143
  34.680    0.999     0.384   0.469   0.145
  34.700    1.000     0.384   0.468   0.148
  34.720    0.999     0.384   0.466   0.150
  34.740    0.999     0.384   0.464   0.151
  34.760    0.999     0.384   0.463   0.152
  34.780    0.999     0.384   0.463   0.152
  34.800    0.999     0.383   0.463   0.152
  34.820    0.999     0.383   0.464   0.152
  34.840    0.999     0.383   0.465   0.151
  34.860    1.000     0.384   0.466   0.150
  34.880    1.001     0.384   0.467   0.150
  34.900    1.003     0.384   0.467   0.151
  34.920    1.004     0.384   0.467   0.152
  34.940    1.003     0.384   0.466   0.153
  34.960    1.001     0.384   0.466   0.152
  34.980    0.999     0.383   0.466   0.150
  35.000    0.996     0.382   0.467   0.147
  35.020    0.994     0.382   0.469   0.144
  35.040    0.994     0.382   0.470   0.142
  35.060    0.994     0.382   0.470   0.142
  35.080    0.995     0.383   0.470   0.142
  35.100    0.996     0.383   0.469   0.143
  35.120    0.997     0.384   0.469   0.144
  35.140    0.997     0.384   0.468   0.145
  35.160    0.996     0.383   0.466   0.146
  35.180    0.995     0.383   0.465   0.147
  35.200    0.995     0.383   0.464   0.148
  35.220    0.995     0.383   0.463   0.149
  35.240    0.996     0.384   0.463   0.150
  35.260    0.997     0.384   0.463   0.150
  35.280    0.998     0.385   0.463   0.151
  35.300    0.999     0.385   0.463   0.151
  35.320    0.998     0.385   0.463   0.150
  35.340    0.998     0.385   0.463   0.150
  35.360    0.998     0.386   0.463   0.149
  35.380    0.998     0.385   0.463   0.149
  35.400    0.997     0.385   0.462   0.150
  35.420    0.996     0.385   0.461   0.149
  35.440    0.993     0.385   0.460   0.149
  35.460    0.990     0.385   0.459   0.147
  35.480    0.986     0.385   0.458   0.143
  35.500    0.983     0.385   0.459   0.140
  35.520    0.982     0.385   0.460   0.137
  35.540    0.984     0.385   0.462   0.137
  35.560    0.987     0.385   0.464   0.138
  35.580    0.990     0.384   0.466   0.140
  35.600    0.993     0.384   0.467   0.142
  35.620    0.996     0.384   0.468   0.144
  35.640    0.998     0.383   0.470   0.145
  35.660    0.998     0.383   0.470   0.146
  35.680    0.998     0.382   0.470   0.146
  35.700    0.996     0.382   0.468   0.146
  35.720    0.994     0.382   0.466   0.146
  35.740    0.992     0.382   0.464   0.145
  35.760    0.990     0.382   0.463   0.145
  35.780    0.990     0.382   0.463   0.144
  35.800    0.991     0.382   0.464   0.145
  35.820    0.993     0.382   0.465   0.145
  35.840    0.995     0.382   0.467   0.146
  35.860    0.998     0.383   0.468   0.147
  35.880    1.000     0.383   0.470   0.147
  35.900    1.002     0.383   0.471   0.147
  35.920    1.002     0.383   0.472   0.147
  35.940    1.001     0.383   0.473   0.146
  35.960    0.999     0.383   0.472   0.145
  35.980    0.996     0.383   0.471   0.143
  36.000    0.993     0.383   0.470   0.141
  36.020    0.990     0.383   0.468   0.139
  36.040    0.989     0.383   0.468   0.138
  36.060    0.989     0.384   0.467   0.138
  36.080    0.989     0.384   0.467   0.138
  36.100    0.990     0.384   0.466   0.140
  36.120    0.991     0.383   0.466   0.142
  36.140    0.992     0.383   0.465   0.144
  36.160    0.995     0.383   0.465   0.146
  36.180    0.997     0.384   0.466   0.147
  36.200    0.998     0.384   0.467   0.147
  36.220    0.999     0.385   0.468   0.146
  36.240    0.999     0.385   0.470   0.144
  36.260    0.998     0.384   0.472   0.141
  36.280    0.996     0.384   0.472   0.140
  36.300    0.995     0.384   0.472   0.139
  36.320    0.994     0.384   0.470   0.139
  36.340    0.993     0.384   0.468   0.140
  36.360    0.993     0.385   0.466   0.142
  36.380    0.993     0.384   0.465   0.143
  36.400    0.992     0.384   0.465   0.143
  36.420    0.991     0.384   0.464   0.143
  36.440    0.991     0.384   0.464   0.143
  36.460    0.991     0.384   0.464   0.143
  36.480    0.993     0.384   0.465   0.143
  36.500    0.994     0.384   0.466   0.144
  36.520    0.995     0.384   0.466   0.144
  36.540    0.995     0.384   0.467   0.145
  36.560    0.995     0.384   0.466   0.145
  36.580    0.995     0.384   0.466   0.145
  36.600    0.995     0.383   0.465   0.146
  36.620    0.996     0.383   0.465   0.149
  36.640    0.999     0.383   0.465   0.151
  36.660    1.001     0.383   0.465   0.152
  36.680    1.002     0.384   0.466   0.152
  36.700    1.001     0.384   0.467   0.150
  36.720    1.000     0.384   0.467   0.148
  36.740    0.998     0.385   0.467   0.146
  36.760    0.996     0.385   0.467   0.144
  36.780    0.995     0.385   0.466   0.144
  36.800    0.996     0.385   0.466   0.145
  36.820    0.998     0.385   0.466   0.147
  36.840    0.999     0.385   0.467   0.147
  36.860    1.000     0.385   0.468   0.147
  36.880    1.000     0.385   0.468   0.146
  36.900    0.999     0.385   0.469   0.146
  36.920    0.999     0.385   0.470   0.145
  36.940    0.999     0.384   0.471   0.143
  36.960    0.998     0.384   0.472   0.142
  36.980    0.998     0.384   0.473   0.141
  37.000    0.998     0.383   0.472   0.142
  37.020    0.998     0.383   0.471   0.144
  37.040    0.999     0.383   0.470   0.146
  37.060    1.000     0.383   0.471   0.147
  37.080    1.001     0.383   0.472   0.146
  37.100    1.002     0.383   0.473   0.146
  37.120    1.002     0.383   0.474   0.145
  37.140    1.002     0.383   0.474   0.145
  37.160    1.002     0.383   0.473   0.146
  37.180    1.002     0.383   0.472   0.146
  37.200    1.001     0.383   0.472   0.146
  37.220    1.000     0.383   0.472   0.145
  37.240    0.999     0.384   0.471   0.144
  37.260    0.997     0.384   0.470   0.142
  37.280    0.995     0.384   0.469   0.142
  37.300    0.993     0.385   0.468   0.141
  37.320    0.991     0.385   0.467   0.139
  37.340    0.990     0.385   0.466   0.139
  37.360    0.989     0.384   0.466   0.139
  37.380    0.989     0.384   0.466   0.139
  37.400    0.990     0.384   0.465   0.140
  37.420    0.991     0.384   0.466   0.141
  37.440    0.992     0.384   0.466   0.141
  37.460    0.994     0.385   0.467   0.141
  37.480    0.996     0.386   0.468   0.142
  37.500    0.997     0.386   0.468   0.143
  37.520    0.998     0.387   0.466   0.145
  37.540    0.998     0.387   0.464   0.146
  37.560    0.997     0.387   0.463   0.147
  37.580    0.997     0.386   0.462   0.148
  37.600    0.997     0.385   0.462   0.150
  37.620    0.998     0.384   0.463   0.151
  37.640    0.999     0.384   0.464   0.152
  37.660    1.000     0.384   0.464   0.152
  37.680    0.999     0.384   0.465   0.150
  37.700    0.998     0.384   0.465   0.149
  37.720    0.996     0.384   0.466   0.147
  37.740    0.994     0.383   0.465   0.145
  37.760    0.991     0.383   0.465   0.143
  37.780    0.988     0.383   0.465   0.140
  37.800    0.984     0.383   0.464   0.137
  37.820    0.980     0.383   0.463   0.134
  37.840    0.979     0.384   0.462   0.133
  37.860    0.980     0.384   0.462   0.134
  37.880    0.982     0.384   0.462   0.135
  37.900    0.985     0.385   0.463   0.137
  37.920    0.988     0.385   0.464   0.139
  37.940    0.990     0.384   0.466   0.140
  37.960    0.992     0.384   0.467   0.141
  37.980    0.996     0.384   0.469   0.143
  38.000    1.000     0.384   0.470   0.146
  38.020    1.004     0.384   0.472   0.148
  38.040    1.006     0.384   0.473   0.150
  38.060    1.007     0.384   0.473   0.149
  38.080    1.005     0.384   0.473   0.149
  38.100    1.003     0.384   0.472   0.147
  38.120    0.999     0.383   0.471   0.145
  38.140    0.995     0.383   0.469   0.143
  38.160    0.991     0.383   0.468   0.140
  38.180    0.988     0.384   0.466   0.138
  38.200    0.986     0.384   0.465   0.137
  38.220    0.986     0.383   0.464   0.138
  38.240    0.988     0.383   0.464   0.140
  38.260    0.990     0.383   0.465   0.142
  38.280    0.991     0.383   0.466   0.143
  38.300    0.991     0.383   0.467   0.141
  38.320    0.990     0.383   0.468   0.139
  38.340    0.988     0.383   0.468   0.137
  38.360    0.986     0.383   0.468   0.135
  38.380    0.985     0.384   0.467   0.134
  38.400    0.984     0.384   0.466   0.134
  38.420    0.983     0.384   0.466   0.133
  38.440    0.982     0.384   0.466   0.132
  38.460    0.981     0.383   0.466   0.132
  38.480    0.982     0.383   0.467   0.132
  38.500    0.984     0.383   0.467   0.134
  38.520    0.987     0.384   0.466   0.137
  38.540    0.990     0.384   0.465   0.141
  38.560    0.993     0.385   0.465   0.144
  38.580    0.995     0.385   0.465   0.146
  38.600    0.997     0.385   0.465   0.147
  38.620    0.998     0.384   0.465   0.149
  38.640    0.998     0.384   0.465   0.150
  38.660    0.998     0.383   0.465   0.150
  38.680    0.998     0.383   0.466   0.149
  38.700    0.997     0.383   0.467   0.147
  38.720    0.996     0.383   0.468   0.145
  38.740    0.996     0.384   0.469   0.144
